timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,7623.514,-17402.773,239.142,135.812,1,-0.08000,0.03874,-9.600,0.349,525.000,325.000,975.000,350.000,900.000,275.000,275.000,300.000,325.000,-1,-1,-1,-1,525.000,575.000,525.000,850.000,1,0,1,0,0,0,0,0,0,2,2,2,2,1,0,1,0
2,7658.243,-17435.907,243.397,136.476,0,-0.24000,0.03607,-28.800,0.325,575.000,325.000,1000.000,350.000,950.000,275.000,300.000,300.000,325.000,-1,-1,-1,-1,550.000,600.000,550.000,875.000,1,0,1,0,0,0,0,0,0,2,2,2,2,1,0,1,0
4,7721.371,-17494.897,251.094,137.067,0,-0.40000,0.03169,-48.000,0.285,675.000,325.000,-1,375.000,1000.000,275.000,300.000,325.000,325.000,-1,-1,-1,-1,575.000,625.000,625.000,950.000,1,0,2,0,0,0,0,0,0,2,2,2,2,0,0,1,0
6,7806.768,-17573.292,261.534,137.565,0,-0.48642,0.02621,-58.371,0.236,800.000,350.000,-1,375.000,-1,300.000,300.000,325.000,325.000,-1,-1,-1,-1,600.000,675.000,750.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
8,7895.239,-17653.307,272.431,137.968,0,-0.50063,0.02118,-60.075,0.191,925.000,350.000,-1,400.000,-1,300.000,325.000,325.000,325.000,-1,-1,-1,-1,625.000,700.000,850.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
10,7986.824,-17735.152,283.823,138.290,0,-0.51555,0.01686,-61.867,0.152,-1,375.000,-1,400.000,-1,300.000,325.000,325.000,350.000,-1,-1,-1,-1,650.000,725.000,975.000,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
12,8081.567,-17819.021,295.750,138.542,0,-0.53116,0.01312,-63.739,0.118,-1,375.000,-1,400.000,-1,325.000,325.000,375.000,375.000,-1,-1,-1,-1,675.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
14,8179.368,-17904.968,308.235,138.736,0,-0.54580,0.01014,-65.496,0.091,-1,375.000,-1,375.000,-1,325.000,325.000,400.000,400.000,-1,-1,-1,-1,700.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
16,8278.038,-17991.125,312.128,138.919,0,-0.54580,0.01014,-65.496,0.091,-1,625.000,-1,500.000,-1,450.000,425.000,625.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
18,8376.983,-18076.968,310.143,139.101,0,-0.54580,0.01014,-65.496,0.091,-1,725.000,-1,700.000,-1,525.000,525.000,400.000,400.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
20,8476.200,-18162.495,303.930,139.284,0,-0.54580,0.01014,-65.496,0.091,-1,650.000,-1,625.000,-1,475.000,475.000,350.000,375.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
22,8556.134,-18226.134,298.744,142.706,0,-0.38580,0.25014,-46.296,2.251,-1,575.000,-1,575.000,-1,425.000,425.000,300.000,375.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
24,8609.275,-18261.395,295.147,147.939,0,-0.22580,0.29073,-27.096,2.617,-1,525.000,-1,550.000,-1,400.000,400.000,300.000,375.000,-1,975.000,850.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
26,8631.557,-18273.559,293.591,153.172,0,-0.06580,0.29073,-7.896,2.617,-1,525.000,-1,550.000,-1,375.000,375.000,300.000,375.000,-1,850.000,725.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
28,8619.493,-18268.700,294.459,158.406,0,0.09420,0.29073,11.304,2.617,-1,525.000,-1,550.000,-1,375.000,375.000,300.000,375.000,-1,775.000,800.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
30,8570.457,-18253.309,298.045,163.639,0,0.25420,0.29073,30.504,2.617,-1,550.000,-1,575.000,-1,400.000,400.000,325.000,400.000,-1,825.000,925.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
32,8482.732,-18234.187,304.562,168.872,0,0.41420,0.29073,49.704,2.617,-1,600.000,-1,625.000,-1,450.000,425.000,325.000,400.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
34,8355.541,-18218.333,314.164,174.105,0,0.57420,0.29073,68.904,2.617,-1,650.000,-1,700.000,-1,500.000,475.000,325.000,425.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
36,8189.068,-18212.825,325.767,179.338,0,0.73420,0.29073,88.104,2.617,-1,400.000,-1,400.000,-1,325.000,325.000,325.000,425.000,-1,-1,-1,-1,675.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
38,7993.381,-18223.995,317.920,184.571,0,0.81961,0.29073,98.353,2.617,-1,375.000,-1,400.000,-1,300.000,325.000,325.000,400.000,-1,-1,-1,-1,625.000,825.000,950.000,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2
40,7798.884,-18253.048,310.270,189.804,0,0.81961,0.29073,98.353,2.617,900.000,350.000,-1,375.000,-1,300.000,300.000,300.000,400.000,-1,-1,-1,-1,550.000,725.000,775.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2
42,7607.189,-18299.703,302.721,194.945,0,0.82398,0.28198,98.877,2.538,700.000,300.000,-1,350.000,-1,250.000,275.000,300.000,375.000,-1,-1,-1,-1,475.000,600.000,575.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2
