timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-7348.471,-18898.500,-436.483,67.446,1,-0.08000,-0.12000,-9.600,-1.080,300.000,275.000,-1,325.000,625.000,250.000,275.000,200.000,275.000,-1,-1,-1,-1,425.000,525.000,300.000,600.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
2,-7343.971,-18890.020,-436.287,62.046,0,0.08000,-0.36000,9.600,-3.240,275.000,275.000,-1,350.000,625.000,250.000,275.000,200.000,275.000,-1,-1,-1,-1,450.000,525.000,300.000,600.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
4,-7316.989,-18850.344,-435.442,54.486,0,0.24000,-0.36000,28.800,-3.240,250.000,275.000,-1,325.000,600.000,250.000,275.000,200.000,275.000,-1,-1,-1,-1,425.000,500.000,275.000,550.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
6,-7263.473,-18782.518,-434.509,51.246,0,0.40000,-0.12000,48.000,-1.080,150.000,250.000,-1,300.000,500.000,225.000,250.000,200.000,275.000,725.000,-1,-1,-1,400.000,425.000,175.000,450.000,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0
8,-7186.347,-18684.410,-433.228,52.326,0,0.56000,0.12000,67.200,1.080,-1,400.000,-1,325.000,500.000,325.000,300.000,275.000,200.000,575.000,0.000,0.000,225.000,-1,525.000,-1,550.000,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
10,-7095.600,-18548.844,-417.228,57.726,0,0.72000,0.36000,86.400,3.240,-1,425.000,-1,300.000,375.000,325.000,275.000,300.000,225.000,700.000,25.000,0.000,325.000,-1,500.000,-1,450.000,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0
12,-7010.096,-18366.521,-395.878,67.446,0,0.88000,0.60000,105.600,5.400,-1,475.000,-1,350.000,275.000,350.000,325.000,300.000,200.000,925.000,200.000,125.000,475.000,-1,950.000,-1,-1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,2
14,-6955.843,-18184.930,-374.601,75.006,0,0.77998,0.36000,93.598,3.240,-1,475.000,-1,450.000,-1,400.000,375.000,300.000,175.000,-1,350.000,300.000,600.000,975.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,2
16,-6917.431,-18001.747,-355.335,79.148,0,0.77998,0.22021,93.598,1.982,675.000,375.000,-1,400.000,-1,325.000,325.000,275.000,150.000,-1,-1,-1,-1,625.000,625.000,-1,925.000,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,0
18,-6891.774,-17816.346,-345.517,83.112,0,0.77998,0.22021,93.598,1.982,875.000,350.000,-1,325.000,550.000,300.000,275.000,275.000,150.000,-1,-1,-1,-1,600.000,525.000,875.000,550.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
20,-6878.994,-17629.615,-336.052,87.076,0,0.77998,0.22021,93.598,1.982,925.000,325.000,975.000,275.000,250.000,275.000,250.000,300.000,150.000,-1,-1,-1,200.000,575.000,425.000,775.000,275.000,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
22,-6879.153,-17442.447,-325.732,91.040,0,0.77998,0.22021,93.598,1.982,975.000,325.000,850.000,250.000,50.000,250.000,225.000,300.000,175.000,-1,-1,0.000,175.000,525.000,375.000,750.000,75.000,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
24,-6892.250,-17255.738,-306.314,95.003,0,0.77998,0.22021,93.598,1.982,-1,375.000,-1,300.000,200.000,300.000,300.000,300.000,150.000,-1,25.000,0.000,200.000,650.000,425.000,-1,300.000,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0
26,-6918.221,-17070.381,-282.361,98.967,0,0.77998,0.22021,93.598,1.982,-1,350.000,-1,275.000,150.000,275.000,250.000,300.000,175.000,-1,225.000,75.000,400.000,600.000,375.000,-1,175.000,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0
28,-6956.944,-16887.263,-258.009,102.931,0,0.77998,0.22021,93.598,1.982,-1,300.000,-1,225.000,50.000,225.000,200.000,300.000,175.000,-1,425.000,275.000,625.000,550.000,325.000,-1,75.000,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0
30,-7008.232,-16707.259,-231.140,106.895,0,0.77998,0.22021,93.598,1.982,-1,550.000,-1,400.000,-1,375.000,350.000,250.000,200.000,200.000,0.000,0.000,225.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,2
32,-7071.716,-16508.417,-178.770,107.619,0,0.87944,-0.01979,105.533,-0.178,-1,525.000,-1,450.000,-1,400.000,375.000,275.000,225.000,350.000,0.000,100.000,650.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,2
