timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,7742.041,1930.371,-352.428,-110.839,-0.355736,0.934536,-0.009749,-0.934578,-0.355758,-0.000553,-0.003985,0.008915,0.999952,0,0.38714,0.92699,0.434,0.003,-1,642.280,-1,650.254,-1,531.151,533.072,521.137,553.996,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
1,7741.685,1929.408,-351.438,-110.831,-0.355613,0.934597,-0.008213,-0.934632,-0.355610,0.001883,-0.001161,0.008346,0.999964,0,0.38714,0.92699,1.026,0.008,-1,652.112,-1,658.760,-1,538.586,540.029,523.035,558.494,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
2,7741.124,1927.954,-351.507,-110.838,-0.355724,0.934577,-0.005127,-0.934588,-0.355702,0.004665,0.002536,0.006451,0.999976,0,0.38714,0.92699,1.559,-0.007,-1,660.274,-1,667.578,-1,545.060,546.493,519.405,563.121,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
3,7740.390,1926.046,-352.502,-110.872,-0.356278,0.934380,-0.000397,-0.934356,-0.356266,0.007293,0.006673,0.002970,0.999973,0,0.38714,0.92699,2.044,-0.034,-1,665.797,-1,676.397,-1,550.020,552.067,510.177,568.653,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,7739.513,1923.734,-354.151,-110.934,-0.357269,0.933986,0.005415,-0.933941,-0.357306,0.009297,0.010618,-0.001736,0.999942,0,0.38714,0.92699,2.472,-0.062,-1,667.994,-1,684.264,-1,552.920,556.148,496.973,575.048,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,7738.523,1921.166,-355.955,-111.011,-0.358519,0.933473,0.009602,-0.933441,-0.358605,0.009560,0.012367,-0.005535,0.999908,0,0.38714,0.92699,2.753,-0.077,-1,664.551,-1,686.179,-1,551.324,555.787,485.097,578.698,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
6,7737.345,1918.415,-357.594,-111.095,-0.359889,0.932931,0.010910,-0.932926,-0.359981,0.007987,0.011379,-0.007304,0.999909,0,0.38714,0.92699,2.992,-0.084,-1,655.905,-1,680.688,-1,545.104,550.468,477.275,578.587,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
7,7735.897,1915.503,-358.910,-111.184,-0.361360,0.932384,0.008890,-0.932392,-0.361412,0.005171,0.008034,-0.006420,0.999947,0,0.38714,0.92699,3.252,-0.090,-1,644.255,-1,668.720,-1,535.613,541.224,474.939,573.703,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
8,7734.118,1912.404,-359.858,-111.282,-0.362964,0.931792,0.004445,-0.931797,-0.362975,0.001760,0.003253,-0.003504,0.999989,0,0.38714,0.92699,3.574,-0.098,-1,631.857,-1,653.230,-1,524.776,530.052,477.157,565.292,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
9,7731.979,1909.107,-360.453,-111.398,-0.364841,0.931069,-0.001317,-0.931068,-0.364843,-0.001423,-0.001806,0.000707,0.999998,0,0.38714,0.92699,3.930,-0.115,-1,621.120,-1,637.499,-1,514.687,519.157,482.770,555.345,-1,-1,-1,-1,-1,991.943,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
10,7729.501,1905.595,-360.734,-111.532,-0.367012,0.930186,-0.007458,-0.930197,-0.367044,-0.003528,-0.006019,0.005642,0.999966,0,0.38714,0.92699,4.298,-0.134,-1,614.263,-1,624.203,-1,507.167,510.424,490.865,545.161,-1,-1,-1,-1,-1,968.004,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
11,7726.673,1901.762,-360.716,-111.696,-0.369675,0.929081,-0.012213,-0.929124,-0.369746,-0.004016,-0.008247,0.009863,0.999917,0,0.38714,0.92699,4.763,-0.165,-1,612.886,-1,616.412,-1,503.846,505.828,498.826,537.618,-1,-1,-1,-1,-1,953.290,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
12,7723.516,1897.533,-360.459,-111.901,-0.372986,0.927721,-0.014638,-0.927800,-0.373066,-0.003017,-0.008260,0.012456,0.999888,0,0.38714,0.92699,5.278,-0.204,-1,616.164,-1,614.810,-1,504.739,505.661,504.626,534.155,-1,-1,-1,-1,-1,948.849,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
13,7720.115,1892.876,-360.117,-112.135,-0.376778,0.926180,-0.015107,-0.926278,-0.376838,-0.001220,-0.006823,0.013534,0.999885,0,0.38714,0.92699,5.766,-0.234,-1,622.194,-1,617.307,-1,508.144,508.291,507.840,533.994,-1,-1,-1,-1,-1,951.198,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
14,7716.551,1887.825,-359.830,-112.388,-0.380873,0.924517,-0.014325,-0.924615,-0.380903,0.000687,-0.004821,0.013506,0.999897,0,0.38714,0.92699,6.182,-0.253,-1,628.506,-1,621.523,-1,512.259,511.913,508.740,535.892,-1,-1,-1,-1,-1,956.474,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
15,7712.847,1882.436,-359.644,-112.659,-0.385250,0.922726,-0.012599,-0.922808,-0.385254,0.002148,-0.002872,0.012454,0.999918,0,0.38714,0.92699,6.540,-0.271,-1,633.670,-1,626.085,-1,515.895,515.409,507.289,539.487,-1,-1,-1,-1,-1,962.395,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
