timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,2485.146,10361.564,32.229,-95.467,1,0.08000,0.12000,9.600,1.080,-1,825.000,-1,-1,-1,525.000,500.000,350.000,700.000,550.000,125.000,225.000,625.000,-1,-1,-1,-1,2,0,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2
2,2484.005,10313.596,36.895,-90.067,0,0.24000,0.36000,28.800,3.240,-1,800.000,-1,-1,-1,575.000,550.000,325.000,925.000,525.000,225.000,300.000,725.000,-1,-1,-1,-1,2,0,2,2,2,0,0,0,0,1,0,0,1,2,2,2,2
4,2491.624,10227.569,44.564,-83.466,0,0.40000,0.36814,48.000,3.313,-1,775.000,-1,-1,-1,625.000,650.000,300.000,-1,525.000,350.000,475.000,-1,-1,-1,-1,-1,2,0,2,2,2,0,0,0,2,1,0,0,2,2,2,2,2
6,2516.934,10105.417,44.464,-76.730,0,0.56000,0.37659,67.200,3.389,-1,400.000,-1,425.000,-1,325.000,325.000,325.000,-1,-1,-1,-1,-1,700.000,-1,-1,-1,2,0,2,0,2,0,0,0,2,2,2,2,2,0,2,2,2
8,2568.863,9950.780,30.985,-69.791,0,0.72000,0.38879,86.400,3.499,-1,375.000,-1,425.000,-1,325.000,325.000,300.000,-1,-1,-1,-1,-1,650.000,-1,-1,-1,2,0,2,0,2,0,0,0,2,2,2,2,2,0,2,2,2
10,2652.932,9775.482,13.613,-62.581,0,0.82094,0.40478,98.512,3.643,925.000,350.000,-1,400.000,-1,300.000,325.000,300.000,750.000,-1,-1,-1,-1,600.000,825.000,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,2763.593,9608.563,-5.403,-54.433,0,0.83615,0.45039,100.338,4.054,800.000,325.000,-1,350.000,-1,275.000,275.000,300.000,450.000,-1,-1,-1,-1,575.000,700.000,850.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2
14,2898.236,9456.412,-24.726,-46.608,0,0.85579,0.42339,102.694,3.810,950.000,325.000,-1,350.000,-1,275.000,300.000,275.000,450.000,-1,225.000,250.000,-1,600.000,775.000,925.000,-1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2
16,3053.931,9321.089,-36.449,-39.147,0,0.86091,0.41124,103.309,3.701,-1,400.000,-1,425.000,-1,325.000,325.000,325.000,375.000,-1,100.000,50.000,-1,725.000,875.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
18,3225.675,9206.433,-47.184,-31.941,0,0.86031,0.39654,103.237,3.569,-1,375.000,-1,400.000,-1,325.000,325.000,325.000,325.000,-1,350.000,325.000,-1,675.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
