timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,5479.655,-2641.577,31.644,-66.344,0.401225,0.915870,0.014128,-0.915918,0.401329,-0.005362,-0.010580,-0.010789,0.999886,0,0.45873,0.97105,0.955,0.013,-1,821.018,-1,738.743,-1,609.609,593.437,605.662,675.292,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
1,5480.018,-2643.146,33.328,-66.318,0.401648,0.915744,0.009529,-0.915773,0.401688,-0.002575,-0.006186,-0.007692,0.999951,0,0.45873,0.97105,1.611,0.026,-1,849.229,-1,756.841,-1,626.467,608.777,619.966,673.343,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
2,5480.640,-2645.347,33.789,-66.272,0.402401,0.915455,0.003982,-0.915463,0.402398,0.001752,0.000001,-0.004350,0.999991,0,0.45873,0.97105,2.287,0.047,-1,882.097,-1,777.860,-1,645.060,625.784,631.618,667.634,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
3,5481.521,-2648.052,33.294,-66.213,0.403336,0.915051,-0.001544,-0.915031,0.403338,0.006016,0.006128,-0.001014,0.999981,0,0.45873,0.97105,2.845,0.059,-1,912.674,-1,796.115,-1,661.520,640.607,640.465,659.377,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,5482.632,-2651.113,32.153,-66.143,0.404427,0.914552,-0.005754,-0.914516,0.404464,0.008373,0.009985,0.001876,0.999948,0,0.45873,0.97105,3.257,0.069,-1,931.230,-1,804.465,-1,670.342,648.078,645.826,650.282,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,5483.949,-2654.433,30.580,-66.065,0.405678,0.913983,-0.007801,-0.913961,0.405733,0.007548,0.010064,0.004068,0.999941,0,0.45873,0.97105,3.571,0.078,-1,929.916,-1,797.700,-1,667.452,644.249,647.308,641.317,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
6,5485.462,-2657.986,28.720,-65.980,0.407050,0.913378,-0.007095,-0.913387,0.407080,0.003327,0.005927,0.005126,0.999969,0,0.45873,0.97105,3.862,0.085,-1,906.419,-1,775.508,-1,652.047,628.571,644.012,633.840,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
7,5487.226,-2661.854,26.832,-65.895,0.408407,0.912795,-0.003029,-0.912799,0.408402,-0.002319,-0.000880,0.003712,0.999993,0,0.45873,0.97105,4.251,0.085,-1,868.709,-1,747.207,14.997,629.470,606.963,633.384,632.039,-1,-1,-1,-1,-1,-1,-1,23.366,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
8,5489.342,-2666.083,25.056,-65.813,0.409695,0.912214,0.003975,-0.912179,0.409714,-0.007968,-0.008897,-0.000361,0.999960,0,0.45873,0.97105,4.728,0.082,-1,824.844,-1,719.287,14.944,604.551,584.158,615.779,637.080,-1,-1,-1,-1,-1,-1,-1,23.461,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
9,5491.950,-2670.704,23.643,-65.729,0.410996,0.911559,0.011930,-0.911499,0.411127,-0.012010,-0.015852,-0.005938,0.999857,0,0.45873,0.97105,5.306,0.084,13.320,787.372,-1,698.931,15.078,583.978,566.237,596.133,647.504,-1,-1,-1,-1,-1,-1,27.686,23.233,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
10,5495.087,-2675.854,22.913,-65.621,0.412687,0.910696,0.017950,-0.910666,0.412933,-0.013191,-0.019425,-0.010903,0.999752,0,0.45873,0.97105,6.031,0.108,13.281,767.326,-1,692.014,15.260,574.102,558.623,581.500,659.690,-1,-1,-1,-1,-1,-1,34.537,22.979,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
11,5498.623,-2681.608,22.860,-65.485,0.414850,0.909639,0.021357,-0.909672,0.415150,-0.012119,-0.019891,-0.014400,0.999698,0,0.45873,0.97105,6.754,0.136,13.284,763.663,-1,696.305,15.236,573.973,559.998,573.573,671.142,-1,-1,-1,-1,-1,-1,36.416,23.010,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
12,5502.369,-2687.839,23.297,-65.338,0.417187,0.908544,0.022438,-0.908623,0.417484,-0.010556,-0.018958,-0.015984,0.999692,0,0.30611,0.62956,7.270,0.147,13.282,769.372,-1,705.104,15.251,578.914,565.697,572.286,679.479,-1,-1,-1,-1,-1,-1,33.702,22.991,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
13,5506.203,-2694.326,23.947,-65.184,0.419630,0.907425,0.022162,-0.907510,0.419912,-0.009962,-0.018346,-0.015932,0.999705,0,0.30611,0.62956,7.535,0.154,13.273,776.429,-1,712.044,15.328,584.125,571.009,575.666,684.074,-1,-1,-1,-1,-1,-1,28.122,22.898,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
14,5510.118,-2701.061,24.572,-65.019,0.422239,0.906231,0.021436,-0.906299,0.422513,-0.010225,-0.018323,-0.015110,0.999718,0,0.30611,0.62956,7.791,0.165,13.266,782.271,-1,716.240,15.446,588.181,574.819,580.808,686.457,-1,-1,-1,-1,-1,-1,20.132,22.772,1,0,2,0,1,0,0,0,0,2,2,2,2,2,2,1,1
