timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,18890.281,461.648,-397.039,31.110,1,-0.08000,-0.12000,-9.600,-1.080,-1,-1,-1,-1,-1,-1,-1,300.000,225.000,-1,750.000,375.000,650.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,2
2,18847.531,439.861,-397.390,25.710,0,-0.24000,-0.36000,-28.800,-3.240,-1,-1,-1,-1,-1,-1,-1,300.000,225.000,-1,825.000,625.000,675.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,0,0,0,2,2,2,2
4,18765.633,412.633,-398.689,15.990,0,-0.40000,-0.60000,-48.000,-5.400,-1,-1,-1,-1,-1,325.000,-1,300.000,200.000,-1,-1,825.000,725.000,-1,-1,-1,-1,2,2,2,2,2,0,2,0,0,2,2,0,0,2,2,2,2
6,18645.652,400.966,-402.416,1.950,0,-0.52674,-0.84000,-63.209,-7.560,-1,-1,-1,375.000,-1,350.000,325.000,300.000,200.000,900.000,500.000,700.000,825.000,-1,-1,-1,-1,2,2,2,0,2,0,0,0,0,0,0,0,0,2,2,2,2
8,18522.019,425.424,-408.105,-15.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,425.000,-1,325.000,325.000,325.000,275.000,325.000,200.000,800.000,200.000,325.000,-1,-1,500.000,-1,425.000,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0
10,18411.996,486.890,-412.657,-33.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,375.000,-1,275.000,275.000,275.000,250.000,350.000,225.000,900.000,125.000,175.000,-1,650.000,425.000,-1,325.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
12,18326.351,579.346,-414.877,-51.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,325.000,975.000,275.000,325.000,250.000,250.000,350.000,300.000,-1,150.000,125.000,-1,525.000,425.000,775.000,350.000,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
14,18273.468,693.743,-414.657,-69.690,0,-0.52674,-1.00000,-63.209,-9.000,650.000,300.000,950.000,300.000,525.000,250.000,250.000,325.000,325.000,-1,100.000,75.000,-1,475.000,450.000,550.000,475.000,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
16,18258.525,818.883,-412.941,-87.690,0,-0.52674,-1.00000,-63.209,-9.000,525.000,325.000,-1,350.000,900.000,275.000,300.000,300.000,300.000,-1,100.000,0.000,-1,500.000,575.000,525.000,775.000,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0
18,18282.983,942.515,-411.283,-105.690,0,-0.52674,-1.00000,-63.209,-9.000,575.000,375.000,-1,450.000,-1,325.000,350.000,275.000,300.000,-1,175.000,0.000,-1,575.000,725.000,625.000,-1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2
20,18344.448,1052.539,-407.781,-123.690,0,-0.52674,-1.00000,-63.209,-9.000,475.000,350.000,-1,400.000,-1,300.000,325.000,250.000,300.000,-1,825.000,800.000,-1,575.000,800.000,550.000,-1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,0,2
22,18436.905,1138.184,-405.965,-141.690,0,-0.52674,-1.00000,-63.209,-9.000,800.000,400.000,-1,425.000,-1,325.000,350.000,250.000,275.000,-1,625.000,575.000,-1,750.000,975.000,-1,-1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
24,18551.302,1191.066,-407.967,-159.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,450.000,-1,425.000,-1,350.000,350.000,250.000,275.000,-1,50.000,150.000,900.000,975.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,0,2,2,2
26,18676.441,1206.010,-412.522,-177.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,450.000,-1,350.000,-1,325.000,300.000,275.000,275.000,-1,0.000,0.000,-1,-1,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,0,2,2
28,18800.074,1181.552,-412.573,-195.690,0,-0.52674,-1.00000,-63.209,-9.000,-1,325.000,-1,300.000,500.000,250.000,250.000,275.000,300.000,-1,-1,-1,-1,600.000,475.000,-1,475.000,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
30,18898.500,1126.258,-412.626,-212.610,0,-0.44674,-0.88000,-53.609,-7.920,-1,325.000,-1,325.000,675.000,275.000,275.000,275.000,300.000,675.000,125.000,-1,-1,525.000,525.000,-1,675.000,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,2,0
32,18898.500,1073.874,-413.593,-225.210,0,-0.28674,-0.64000,-34.409,-5.760,-1,325.000,-1,350.000,725.000,275.000,300.000,275.000,300.000,650.000,0.000,100.000,-1,525.000,550.000,-1,750.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0
34,18898.500,1042.621,-414.170,-233.671,0,-0.12674,-0.41006,-15.209,-3.691,-1,325.000,-1,375.000,750.000,275.000,300.000,275.000,300.000,675.000,0.000,0.000,-1,525.000,575.000,625.000,775.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
36,18896.374,1041.333,-414.211,-237.813,0,0.03326,-0.17006,3.991,-1.531,-1,325.000,-1,375.000,750.000,300.000,300.000,275.000,300.000,700.000,0.000,0.000,-1,525.000,600.000,625.000,775.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
38,18876.810,1072.480,-413.798,-237.634,0,0.19326,0.06994,23.191,0.629,-1,325.000,-1,375.000,700.000,275.000,300.000,275.000,300.000,750.000,0.000,25.000,-1,525.000,575.000,575.000,725.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
40,18833.482,1133.906,-413.080,-233.934,0,0.35326,0.22119,42.391,1.991,-1,300.000,-1,350.000,625.000,275.000,300.000,275.000,300.000,800.000,50.000,125.000,-1,475.000,525.000,500.000,650.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
42,18761.803,1221.992,-412.282,-229.952,0,0.51326,0.22119,61.591,1.991,-1,275.000,-1,300.000,525.000,250.000,250.000,275.000,300.000,875.000,200.000,300.000,-1,450.000,475.000,400.000,525.000,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
44,18657.980,1332.953,-409.268,-225.971,0,0.67326,0.22119,80.791,1.991,-1,325.000,-1,325.000,550.000,275.000,275.000,350.000,250.000,950.000,25.000,0.000,-1,825.000,575.000,-1,-1,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2
46,18537.600,1445.149,-398.858,-221.989,0,0.68576,0.22119,82.292,1.991,-1,400.000,-1,350.000,-1,300.000,300.000,375.000,250.000,975.000,50.000,0.000,-1,-1,775.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,2,2
48,18409.720,1548.717,-385.120,-218.008,0,0.68576,0.22119,82.292,1.991,-1,525.000,-1,425.000,-1,375.000,350.000,375.000,250.000,975.000,100.000,75.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
50,18274.959,1643.155,-368.255,-214.027,0,0.68576,0.22119,82.292,1.991,-1,675.000,-1,575.000,-1,475.000,450.000,375.000,250.000,950.000,100.000,150.000,700.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,2,2,2,2
52,18133.965,1728.009,-352.084,-210.045,0,0.68576,0.22119,82.292,1.991,-1,750.000,-1,575.000,-1,500.000,475.000,450.000,250.000,-1,500.000,450.000,825.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2
54,17987.420,1802.869,-344.675,-206.064,0,0.68576,0.22119,82.292,1.991,-1,400.000,-1,375.000,-1,325.000,325.000,350.000,325.000,-1,-1,-1,-1,950.000,875.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
56,17836.031,1867.373,-348.452,-202.083,0,0.68576,0.22119,82.292,1.991,-1,450.000,-1,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,1000.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
58,17680.529,1921.210,-352.351,-198.101,0,0.68576,0.22119,82.292,1.991,-1,475.000,-1,400.000,-1,350.000,325.000,325.000,325.000,-1,-1,-1,-1,-1,975.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
60,17521.664,1964.120,-356.439,-194.120,0,0.68576,0.22119,82.292,1.991,-1,525.000,-1,425.000,-1,375.000,350.000,325.000,350.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
62,17360.203,1995.897,-362.025,-190.139,0,0.68576,0.22119,82.292,1.991,-1,400.000,-1,325.000,-1,300.000,300.000,325.000,375.000,-1,-1,-1,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
64,17195.914,2016.401,-375.620,-186.096,0,0.69345,0.22742,83.214,2.047,1000.000,375.000,-1,350.000,-1,300.000,300.000,300.000,400.000,-1,-1,-1,-1,675.000,700.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
66,17005.012,2028.280,-391.397,-182.731,0,0.82066,0.19008,98.479,1.711,800.000,350.000,-1,350.000,-1,300.000,300.000,275.000,425.000,-1,-1,-1,-1,625.000,725.000,800.000,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
68,16804.987,2028.417,-408.675,-179.128,0,0.83787,0.20351,100.544,1.832,550.000,325.000,-1,350.000,-1,275.000,275.000,250.000,475.000,-1,-1,-1,-1,525.000,600.000,575.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
70,16601.221,2015.067,-423.900,-175.278,0,0.85535,0.21740,102.642,1.957,475.000,350.000,-1,375.000,-1,300.000,300.000,250.000,475.000,-1,75.000,200.000,-1,525.000,600.000,500.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
72,16394.742,1986.810,-437.789,-171.168,0,0.87286,0.23206,104.743,2.089,325.000,300.000,850.000,325.000,875.000,250.000,250.000,250.000,425.000,-1,275.000,300.000,-1,450.000,500.000,350.000,675.000,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0
74,16186.942,1942.216,-452.049,-166.777,0,0.88993,0.24806,106.792,2.233,175.000,250.000,650.000,250.000,425.000,225.000,225.000,275.000,375.000,-1,400.000,325.000,-1,350.000,400.000,200.000,375.000,1,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,0
76,15979.703,1879.891,-456.178,-162.068,0,0.90572,0.26638,108.687,2.397,150.000,275.000,750.000,350.000,800.000,300.000,300.000,275.000,350.000,500.000,0.000,0.000,-1,350.000,525.000,175.000,650.000,1,1,1,0,0,1,0,0,0,0,0,0,2,1,0,1,0
78,15775.606,1798.558,-447.397,-156.978,0,0.91867,0.28870,110.240,2.598,0.000,175.000,475.000,275.000,425.000,200.000,250.000,200.000,325.000,625.000,75.000,100.000,-1,225.000,400.000,0.000,400.000,1,1,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0
80,15587.045,1701.485,-438.502,-151.123,0,0.84478,0.34839,101.374,3.136,0.000,75.000,225.000,175.000,175.000,75.000,125.000,125.000,275.000,750.000,250.000,275.000,-1,100.000,225.000,0.000,175.000,1,1,1,1,0,1,1,1,0,0,0,0,2,1,1,1,0
82,4730.789,-1420.088,-52.847,-91.776,1,0.08000,0.12000,9.600,1.080,125.000,150.000,275.000,150.000,150.000,125.000,125.000,225.000,325.000,-1,-1,-1,700.000,200.000,200.000,125.000,150.000,1,1,1,1,1,1,1,0,0,2,2,2,1,1,1,1,1
84,9409.744,12562.865,-180.693,-81.709,1,0.08000,0.12000,9.600,1.080,900.000,375.000,-1,475.000,-1,325.000,350.000,250.000,350.000,700.000,100.000,50.000,-1,700.000,-1,-1,-1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,2
86,9420.044,12516.002,-183.562,-76.309,0,0.24000,0.36000,28.800,3.240,850.000,375.000,-1,475.000,-1,325.000,350.000,275.000,350.000,775.000,100.000,50.000,-1,700.000,-1,-1,-1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,2
88,9450.989,12435.435,-189.087,-66.589,0,0.40000,0.60000,48.000,5.400,850.000,375.000,-1,475.000,-1,325.000,350.000,275.000,375.000,850.000,100.000,25.000,-1,700.000,975.000,-1,-1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
90,9520.557,12332.149,-196.487,-52.549,0,0.56000,0.84000,67.200,7.560,-1,400.000,-1,475.000,-1,350.000,350.000,325.000,375.000,925.000,50.000,0.000,-1,725.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
92,9646.625,12229.364,-204.699,-34.996,0,0.71959,0.99038,86.351,8.913,-1,375.000,-1,450.000,-1,325.000,350.000,325.000,425.000,-1,125.000,175.000,-1,650.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
94,9797.266,12166.942,-212.705,-18.401,0,0.64098,0.86194,76.918,7.757,-1,350.000,-1,375.000,-1,300.000,300.000,300.000,425.000,-1,300.000,475.000,-1,625.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
96,9920.568,12147.105,-218.504,-6.126,0,0.48098,0.62194,57.718,5.597,-1,350.000,-1,350.000,900.000,300.000,300.000,300.000,400.000,-1,750.000,-1,-1,650.000,575.000,-1,800.000,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,0
98,10007.164,12146.984,-222.353,1.829,0,0.32098,0.38194,38.518,3.437,-1,350.000,-1,325.000,700.000,300.000,275.000,300.000,375.000,-1,-1,-1,-1,650.000,550.000,-1,725.000,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
100,10055.232,12150.965,-224.449,5.553,0,0.16098,0.15187,19.318,1.367,975.000,350.000,-1,325.000,650.000,275.000,275.000,300.000,375.000,-1,-1,-1,-1,650.000,550.000,-1,675.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
102,10064.995,12152.154,-224.873,8.312,0,0.00098,0.15357,0.118,1.382,925.000,350.000,-1,325.000,650.000,300.000,275.000,300.000,375.000,-1,-1,-1,-1,675.000,550.000,-1,675.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
104,10038.828,12147.266,-223.757,11.071,0,-0.14283,0.15293,-17.139,1.376,925.000,375.000,-1,325.000,675.000,300.000,275.000,300.000,375.000,-1,-1,-1,-1,675.000,575.000,-1,725.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
106,10005.190,12139.429,-222.350,13.790,0,-0.14430,0.15044,-17.316,1.354,900.000,375.000,-1,350.000,700.000,300.000,275.000,300.000,375.000,1000.000,-1,-1,-1,700.000,575.000,-1,775.000,0,0,2,0,0,0,0,0,0,0,2,2,2,0,0,2,0
