timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-3084.329,-1815.341,275.107,8.776,1,0.08000,-0.12000,9.600,-1.080,200.000,225.000,-1,275.000,-1,200.000,225.000,225.000,300.000,-1,250.000,250.000,-1,350.000,475.000,200.000,-1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2
2,8745.368,-16138.545,96.478,35.343,1,0.08000,0.12000,9.600,1.080,-1,325.000,-1,300.000,375.000,275.000,250.000,275.000,250.000,925.000,575.000,700.000,-1,625.000,500.000,-1,625.000,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0
4,8782.420,-16108.058,93.718,40.743,0,0.24000,0.36000,28.800,3.240,-1,350.000,-1,300.000,450.000,275.000,250.000,275.000,225.000,950.000,750.000,775.000,-1,625.000,525.000,-1,750.000,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0
6,8840.098,-16043.857,89.914,50.463,0,0.40000,0.60000,48.000,5.400,-1,375.000,-1,325.000,900.000,300.000,275.000,300.000,200.000,-1,725.000,675.000,950.000,700.000,575.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2
8,8900.444,-15934.925,90.620,64.503,0,0.56000,0.84000,67.200,7.560,900.000,400.000,-1,450.000,-1,325.000,350.000,225.000,275.000,625.000,0.000,150.000,950.000,775.000,975.000,975.000,-1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,2
10,8934.524,-15775.836,93.309,82.143,0,0.72000,1.00000,86.400,9.000,600.000,375.000,-1,425.000,-1,325.000,325.000,225.000,300.000,1000.000,525.000,675.000,975.000,650.000,850.000,775.000,-1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,2
12,8914.011,-15575.906,98.328,100.143,0,0.88000,1.00000,105.600,9.000,425.000,325.000,825.000,375.000,750.000,275.000,300.000,250.000,325.000,-1,500.000,350.000,-1,525.000,575.000,475.000,675.000,0,0,1,0,1,0,0,0,0,2,0,0,2,0,1,0,1
14,8825.880,-15374.735,109.217,118.117,0,0.92356,0.99703,110.827,8.973,-1,325.000,-1,350.000,425.000,275.000,300.000,300.000,275.000,-1,75.000,0.000,975.000,550.000,475.000,-1,425.000,2,0,2,1,1,0,0,0,0,2,0,0,0,0,1,2,1
16,8679.870,-15207.591,132.304,135.410,0,0.92589,0.94764,111.106,8.529,-1,350.000,-1,350.000,350.000,275.000,275.000,325.000,325.000,-1,75.000,50.000,-1,675.000,-1,-1,-1,2,0,2,1,1,0,1,0,0,2,0,0,2,0,2,2,2
18,8497.100,-15091.736,161.384,151.664,0,0.89374,0.88650,107.249,7.979,750.000,400.000,-1,450.000,-1,325.000,300.000,325.000,250.000,975.000,125.000,150.000,-1,750.000,-1,900.000,-1,1,0,2,0,2,0,0,0,1,0,0,0,2,1,2,1,2
20,8300.481,-15033.818,191.222,167.661,0,0.84359,0.89226,101.230,8.030,575.000,425.000,-1,475.000,-1,350.000,350.000,300.000,300.000,800.000,250.000,350.000,650.000,575.000,-1,575.000,-1,1,0,2,0,2,0,0,0,1,0,0,0,1,1,2,1,2
22,8104.634,-15033.280,214.686,183.969,0,0.81264,0.91080,97.517,8.197,450.000,325.000,625.000,375.000,-1,300.000,300.000,275.000,475.000,1000.000,-1,-1,575.000,400.000,-1,425.000,-1,1,1,1,1,2,1,1,0,0,0,2,2,1,1,2,1,2
24,7909.549,-15092.771,230.498,201.248,0,0.89243,1.00000,107.091,9.000,425.000,250.000,325.000,225.000,-1,200.000,200.000,275.000,400.000,-1,-1,725.000,-1,275.000,275.000,350.000,300.000,1,1,1,1,2,1,1,0,0,2,2,1,2,1,1,1,1
26,5356.953,7972.263,368.036,-69.594,1,0.00000,0.00000,120.000,9.000,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,975.000,-1,-1,925.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,2,2,0,0,2,2
28,5348.109,7999.667,368.871,-72.834,0,-0.16000,-0.24000,-19.200,-2.160,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,950.000,950.000,-1,900.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
30,5334.770,8065.482,371.153,-80.394,0,-0.32000,-0.48000,-38.400,-4.320,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,950.000,875.000,-1,875.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
32,5333.387,8167.183,375.372,-92.274,0,-0.44894,-0.72000,-53.873,-6.480,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,825.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
34,5356.780,8272.161,379.808,-105.992,0,-0.44894,-0.76213,-53.873,-6.859,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
36,5404.401,8368.597,384.856,-119.710,0,-0.44894,-0.76213,-53.873,-6.859,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,325.000,-1,-1,-1,-1,825.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
38,5473.534,8450.988,390.838,-133.429,0,-0.44894,-0.76213,-53.873,-6.859,-1,400.000,-1,375.000,1000.000,325.000,300.000,300.000,325.000,-1,-1,-1,-1,750.000,650.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
40,5560.639,8514.848,397.502,-147.190,0,-0.45275,-0.76690,-54.330,-6.902,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,700.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
42,5662.978,8556.795,405.955,-161.217,0,-0.46437,-0.78326,-55.725,-7.049,-1,350.000,-1,350.000,-1,300.000,300.000,325.000,300.000,-1,-1,-1,-1,650.000,625.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
44,5774.267,8572.574,414.170,-175.512,0,-0.47029,-0.79756,-56.434,-7.178,-1,375.000,-1,375.000,-1,300.000,300.000,325.000,300.000,-1,-1,-1,-1,650.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
46,5879.247,8562.267,421.048,-188.893,0,-0.41005,-0.68343,-49.206,-6.151,-1,375.000,-1,375.000,850.000,300.000,300.000,325.000,325.000,-1,-1,-1,-1,675.000,650.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
48,5972.618,8535.580,426.729,-197.955,0,-0.40302,-0.44343,-48.362,-3.991,-1,375.000,-1,375.000,1000.000,300.000,300.000,325.000,325.000,-1,-1,-1,-1,700.000,650.000,-1,925.000,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
50,6061.275,8500.161,432.004,-202.697,0,-0.39626,-0.20343,-47.552,-1.831,-1,375.000,-1,375.000,-1,300.000,300.000,325.000,325.000,-1,-1,-1,-1,700.000,650.000,-1,1000.000,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,0
52,6147.894,8462.886,437.278,-203.118,0,-0.39206,0.03657,-47.047,0.329,-1,375.000,-1,375.000,-1,325.000,300.000,350.000,350.000,-1,-1,-1,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
54,6235.829,8430.071,442.929,-199.220,0,-0.39115,0.27657,-46.938,2.489,-1,400.000,-1,375.000,-1,325.000,300.000,375.000,375.000,-1,-1,-1,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
56,6327.141,8406.867,435.573,-192.610,0,-0.39347,0.36698,-47.216,3.303,-1,750.000,-1,650.000,-1,550.000,525.000,450.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
58,6421.241,8394.199,428.973,-186.027,0,-0.39657,0.36520,-47.588,3.287,-1,725.000,-1,625.000,-1,525.000,500.000,400.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
60,6516.961,8392.332,422.452,-179.490,0,-0.39993,0.36243,-47.992,3.262,-1,675.000,-1,600.000,-1,475.000,475.000,375.000,300.000,-1,925.000,850.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
62,6584.039,8396.040,417.919,-176.206,0,-0.23993,0.12243,-28.792,1.102,-1,650.000,-1,575.000,-1,450.000,450.000,375.000,300.000,-1,800.000,775.000,975.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2
64,6612.769,8397.779,415.971,-177.242,0,-0.07993,-0.11757,-9.592,-1.058,-1,625.000,-1,550.000,-1,425.000,425.000,375.000,300.000,-1,800.000,725.000,950.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2
66,6603.162,8398.215,416.628,-182.598,0,0.08007,-0.35757,9.608,-3.218,-1,625.000,-1,525.000,-1,425.000,425.000,375.000,300.000,-1,875.000,800.000,1000.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2
68,6555.943,8406.646,419.900,-192.275,0,0.24007,-0.59757,28.808,-5.378,-1,650.000,-1,525.000,-1,450.000,425.000,400.000,300.000,-1,925.000,975.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
70,6476.520,8440.230,425.671,-206.271,0,0.40007,-0.83757,48.008,-7.538,-1,675.000,-1,500.000,-1,450.000,425.000,425.000,300.000,-1,800.000,875.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
72,6383.686,8517.027,433.222,-223.889,0,0.52705,-1.00000,63.246,-9.000,-1,650.000,-1,475.000,-1,450.000,400.000,525.000,300.000,-1,825.000,750.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
74,6314.097,8625.960,440.142,-241.889,0,0.54501,-1.00000,65.401,-9.000,-1,600.000,-1,425.000,900.000,425.000,375.000,600.000,300.000,-1,-1,-1,-1,-1,900.000,-1,-1,2,0,2,0,1,0,0,0,0,2,2,2,2,2,0,2,2
76,6268.675,8778.666,446.535,-256.649,0,0.70501,-0.76000,84.601,-6.840,-1,575.000,-1,400.000,600.000,400.000,350.000,675.000,300.000,-1,-1,-1,-1,-1,675.000,-1,750.000,2,0,2,0,1,0,0,0,0,2,2,2,2,2,1,2,1
78,6250.960,8975.708,449.880,-267.089,0,0.86501,-0.52000,103.801,-4.680,-1,475.000,-1,325.000,425.000,350.000,300.000,600.000,300.000,-1,-1,-1,-1,-1,475.000,-1,425.000,2,0,2,1,1,0,1,0,0,2,2,2,2,2,1,2,1
80,6260.173,9202.656,450.111,-273.939,0,0.95302,-0.36111,114.362,-3.250,-1,425.000,-1,275.000,250.000,325.000,250.000,475.000,300.000,-1,-1,-1,-1,925.000,375.000,-1,250.000,2,0,2,1,1,0,1,0,0,2,2,2,2,0,1,2,1
82,6296.316,9432.929,450.214,-280.583,0,0.97789,-0.37186,117.347,-3.347,-1,375.000,-1,175.000,75.000,250.000,175.000,400.000,325.000,-1,-1,-1,-1,875.000,250.000,-1,75.000,2,0,2,1,1,1,1,0,0,2,2,2,2,0,1,2,1
84,-10219.178,6845.413,-54.743,-112.890,1,0.00000,0.00000,120.000,-3.464,-1,400.000,-1,450.000,-1,350.000,350.000,275.000,275.000,475.000,0.000,0.000,375.000,875.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,0,0,2,2,2
86,-10229.202,6818.419,-49.219,-109.650,0,0.16000,0.24000,19.200,2.160,-1,400.000,-1,450.000,-1,325.000,350.000,275.000,275.000,500.000,0.000,0.000,425.000,875.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,0,0,2,2,2
88,-10245.381,6753.244,-36.532,-102.090,0,0.32000,0.48000,38.400,4.320,-1,400.000,-1,450.000,-1,325.000,350.000,300.000,300.000,550.000,0.000,0.000,600.000,825.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,0,0,2,2,2
90,-10251.963,6647.979,-17.386,-90.984,0,0.48000,0.63406,57.600,5.707,-1,400.000,-1,450.000,-1,325.000,350.000,300.000,300.000,600.000,25.000,0.000,700.000,775.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2
92,-10233.145,6505.378,7.271,-79.934,0,0.64000,0.60698,76.800,5.463,-1,400.000,-1,425.000,-1,325.000,350.000,325.000,325.000,700.000,150.000,150.000,775.000,750.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2
