timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,18898.500,15831.446,-35.855,-76.132,1,0.08000,0.12000,9.600,1.080,-1,400.000,-1,375.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,675.000,-1,-1,2,0,2,0,2,0,0,2,0,2,2,2,2,2,0,2,2
2,18898.500,15785.806,-36.910,-70.732,0,0.24000,0.36000,28.800,3.240,-1,400.000,-1,375.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,700.000,-1,-1,2,0,2,0,2,0,0,2,0,2,2,2,2,2,0,2,2
4,18898.500,15708.627,-38.693,-61.012,0,0.40000,0.60000,48.000,5.400,-1,-1,-1,375.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,750.000,-1,-1,2,2,2,0,2,0,0,2,0,2,2,2,2,2,0,2,2
6,18898.500,15612.591,-40.912,-46.972,0,0.56000,0.84000,67.200,7.560,-1,-1,-1,400.000,-1,-1,325.000,300.000,275.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
8,18898.500,15513.050,-43.212,-35.092,0,0.72000,0.60000,86.400,5.400,-1,-1,-1,400.000,-1,-1,-1,300.000,275.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2
10,18898.500,15422.950,-45.293,-27.411,0,0.76667,0.37344,92.001,3.361,-1,-1,-1,-1,-1,-1,-1,300.000,275.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
12,18898.500,15353.183,-45.823,-22.350,0,0.69206,0.22116,83.048,1.990,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
14,18898.500,15293.755,-46.144,-21.609,0,0.66314,-0.01884,79.577,-0.170,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
16,18898.500,15226.220,-46.508,-25.188,0,0.69871,-0.25884,83.845,-2.330,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
18,18898.500,15141.647,-46.965,-30.928,0,0.69789,-0.25884,83.746,-2.330,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
20,18898.500,15047.172,-47.475,-34.507,0,0.71038,-0.25884,85.246,-2.330,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
22,18898.500,14935.338,-48.078,-42.406,0,0.70986,-0.49884,85.184,-4.490,-1,-1,-1,425.000,-1,-1,350.000,275.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
