timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-6021.187,-2599.224,34.609,64.681,0.427287,-0.901539,-0.068215,0.903164,0.429083,-0.013546,0.041483,-0.055821,0.997579,0,0.89026,-0.47968,0.988,0.097,16.458,945.343,-1,-1,-1,728.918,751.921,535.160,818.833,-1,-1,-1,-1,-1,-1,37.792,-1,1,0,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
1,-6022.197,-2598.130,38.415,64.880,0.423996,-0.902526,-0.075327,0.904299,0.426455,-0.019476,0.049702,-0.059861,0.996969,0,0.88975,-0.48072,1.488,0.199,13.487,985.921,-1,-1,-1,776.025,803.996,538.714,867.284,-1,-1,-1,-1,-1,-1,30.217,-1,1,0,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
2,-6022.823,-2596.510,41.334,65.028,0.421435,-0.902880,-0.084854,0.904944,0.424777,-0.025305,0.058891,-0.066124,0.996072,0,0.88871,-0.48282,1.737,0.149,-1,-1,-1,-1,-1,826.568,859.107,535.130,927.918,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
3,-6022.917,-2594.447,43.230,65.077,0.420379,-0.902119,-0.097279,0.904692,0.424930,-0.031092,0.069385,-0.074937,0.994771,0,0.88791,-0.48444,2.065,0.049,-1,-1,-1,-1,-1,880.658,922.871,523.669,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2
4,-6022.218,-2591.906,44.107,64.978,0.421541,-0.899675,-0.113522,0.903092,0.427835,-0.037189,0.082027,-0.086844,0.992839,0,0.88761,-0.48505,2.635,-0.099,-1,-1,-1,-1,-1,940.736,991.717,504.043,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2
5,-6020.749,-2588.836,44.017,64.756,0.424472,-0.895543,-0.133510,0.900253,0.433189,-0.043498,0.096789,-0.101730,0.990092,0,0.88805,-0.48416,3.404,-0.222,-1,-1,-1,-1,-1,-1,-1,476.882,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2
6,-6018.653,-2585.351,43.238,64.427,0.428967,-0.889905,-0.155103,0.896412,0.440559,-0.048514,0.111504,-0.118225,0.986706,0,0.88910,-0.48203,4.066,-0.329,-1,-1,-1,-1,-1,-1,-1,447.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2
7,-6016.226,-2581.600,42.333,64.054,0.434269,-0.884144,-0.172335,0.892535,0.448175,-0.050201,0.121621,-0.132015,0.983758,0,0.89069,-0.47882,4.467,-0.373,-1,-1,-1,-1,-1,-1,-1,422.082,-1,955.366,836.399,908.570,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,2,0,0,0,2,2,2,2,2
8,-6013.561,-2577.777,41.544,63.659,0.440247,-0.879229,-0.182041,0.889161,0.455100,-0.047719,0.124803,-0.140856,0.982132,0,0.89249,-0.47517,4.661,-0.396,-1,-1,-1,-1,-1,-1,-1,404.807,-1,928.685,770.190,825.532,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,2,0,0,0,2,2,2,2,2
9,-6010.593,-2573.878,40.945,63.246,0.446806,-0.875647,-0.183321,0.886298,0.461154,-0.042575,0.121820,-0.143454,0.982131,0,0.89441,-0.47128,4.899,-0.413,-1,-1,-1,-1,-1,-1,-1,396.026,-1,929.426,818.270,901.418,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,2,0,0,0,2,2,2,2,2
