timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,5050.666,-2878.302,241.035,-167.599,-0.975030,0.213823,-0.059969,-0.214397,-0.976741,0.003229,-0.057883,0.016005,0.998195,0,-0.06798,-0.21521,2.303,-0.045,976.305,687.116,-1,793.347,-1,557.057,558.782,387.724,477.518,-1,-1,-1,486.766,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
1,5048.638,-2878.769,245.207,-167.642,-0.975451,0.213287,-0.054807,-0.213711,-0.976895,0.001942,-0.053127,0.013607,0.998495,0,-0.06799,-0.21498,2.081,-0.044,1005.251,712.051,-1,858.954,-1,580.416,583.295,394.824,495.544,-1,-1,-1,496.158,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
2,5046.830,-2879.317,248.332,-167.677,-0.975731,0.212914,-0.051161,-0.213157,-0.977018,-0.000714,-0.050137,0.010208,0.998690,0,-0.06800,-0.21477,1.890,-0.034,-1,727.572,-1,911.816,-1,596.685,601.737,397.936,512.560,-1,-1,-1,507.237,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
3,5045.165,-2879.896,250.227,-167.700,-0.975926,0.212710,-0.048190,-0.212785,-0.977092,-0.003636,-0.047859,0.006706,0.998832,0,-0.06800,-0.21465,1.762,-0.023,-1,737.265,-1,954.290,-1,607.796,614.965,398.038,526.528,-1,-1,-1,516.059,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
4,5043.633,-2880.461,250.842,-167.711,-0.976051,0.212697,-0.045661,-0.212620,-0.977113,-0.006580,-0.046016,0.003286,0.998935,0,-0.06800,-0.21463,1.633,-0.011,-1,741.862,-1,985.933,-1,614.188,623.270,395.363,538.382,-1,-1,-1,521.607,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
5,5042.236,-2881.004,250.178,-167.714,-0.976125,0.212790,-0.043584,-0.212575,-0.977098,-0.009567,-0.044622,-0.000073,0.999004,0,-0.06800,-0.21474,1.499,-0.003,-1,741.282,-1,1005.166,-1,615.728,626.510,389.946,546.469,-1,-1,-1,523.954,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
6,5041.010,-2881.509,248.339,-167.713,-0.976133,0.212930,-0.042735,-0.212594,-0.977063,-0.012301,-0.044374,-0.002922,0.999011,0,-0.06799,-0.21490,1.326,0.001,1005.961,734.191,-1,1004.914,-1,610.940,622.894,382.574,549.012,1007.296,-1,-1,523.924,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,2
7,5039.962,-2881.868,245.820,-167.706,-0.976019,0.213095,-0.044474,-0.212697,-0.977024,-0.013548,-0.046339,-0.003764,0.998919,0,-0.06798,-0.21508,1.108,0.007,985.883,720.403,-1,974.681,-1,598.861,610.695,376.117,543.411,980.567,-1,-1,522.274,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,0,2,2,2,2
8,5039.001,-2881.989,243.072,-167.700,-0.975813,0.213110,-0.048715,-0.212756,-0.977027,-0.012401,-0.050239,-0.001737,0.998736,0,-0.06798,-0.21529,0.968,0.006,965.811,703.149,-1,919.043,-1,582.010,592.174,372.640,529.116,-1,-1,-1,518.250,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
9,5038.054,-2881.887,240.416,-167.693,-0.975504,0.212962,-0.055132,-0.212813,-0.977055,-0.008636,-0.055706,0.003308,0.998442,0,-0.06797,-0.21544,0.953,0.007,948.691,684.741,-1,850.211,-1,562.662,569.828,373.060,510.256,-1,-1,-1,511.875,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
10,5037.031,-2881.626,238.096,-167.685,-0.975116,0.212638,-0.062725,-0.212879,-0.977074,-0.002891,-0.061902,0.010534,0.998027,0,-0.06797,-0.21555,1.056,0.008,936.226,666.844,-1,780.733,-1,543.632,547.567,377.060,489.055,-1,-1,-1,503.900,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
11,5035.751,-2881.404,236.546,-167.682,-0.974839,0.212201,-0.068264,-0.212866,-0.977078,0.002525,-0.066164,0.016992,0.997664,0,-0.06796,-0.21566,1.299,0.003,932.108,656.199,-1,738.716,-1,531.546,532.706,382.158,472.642,-1,-1,-1,496.150,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
12,5034.175,-2881.389,235.954,-167.687,-0.974770,0.211820,-0.070401,-0.212762,-0.977085,0.006074,-0.067501,0.020900,0.997500,0,-0.06796,-0.21573,1.576,-0.005,935.756,654.671,-1,723.731,-1,528.337,527.866,386.432,464.636,-1,-1,-1,490.698,-1,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,2,2,0,2,2,2,2
