timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-11581.897,-12924.067,-111.916,141.640,1,0.08000,-0.12000,9.600,-1.080,-1,425.000,-1,375.000,150.000,350.000,325.000,275.000,125.000,-1,-1,0.000,150.000,825.000,750.000,-1,825.000,2,0,2,1,1,1,1,0,1,2,2,1,1,0,1,2,1
2,-11617.293,-12891.673,-109.632,136.240,0,0.24000,-0.36000,28.800,-3.240,-1,425.000,-1,350.000,75.000,350.000,300.000,275.000,125.000,-1,-1,0.000,175.000,825.000,650.000,-1,100.000,2,0,2,1,1,1,1,0,1,2,2,1,1,0,1,2,1
4,-11672.138,-12824.996,-107.573,127.454,0,0.40000,-0.49620,48.000,-4.466,-1,425.000,1000.000,300.000,0.000,350.000,275.000,275.000,125.000,-1,-1,-1,300.000,825.000,500.000,-1,0.000,2,0,1,1,1,1,1,0,1,2,2,2,1,0,1,2,1
6,-11735.609,-12717.651,-98.281,118.533,0,0.56000,-0.49642,67.200,-4.468,-1,600.000,-1,475.000,-1,500.000,450.000,225.000,200.000,225.000,0.000,0.000,475.000,825.000,775.000,-1,-1,2,1,2,1,2,1,1,0,1,0,0,0,1,1,1,2,2
8,-8705.216,4805.119,35.044,81.284,1,0.00000,0.00000,86.400,-4.603,325.000,275.000,-1,275.000,525.000,225.000,225.000,275.000,300.000,-1,-1,-1,-1,425.000,450.000,325.000,500.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
10,-8702.108,4833.747,33.001,84.524,0,0.16000,0.24000,19.200,2.160,300.000,250.000,-1,275.000,475.000,225.000,225.000,275.000,300.000,-1,-1,-1,-1,425.000,425.000,300.000,425.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
12,-8702.176,4900.906,28.325,91.778,0,0.32000,0.44601,38.400,4.014,275.000,250.000,-1,250.000,350.000,200.000,200.000,275.000,300.000,-1,-1,875.000,-1,400.000,400.000,275.000,300.000,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0
14,-8716.462,5005.477,29.430,99.512,0,0.48000,0.42365,57.600,3.813,-1,375.000,-1,400.000,-1,325.000,325.000,275.000,300.000,875.000,0.000,0.000,825.000,700.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2
16,-8753.956,5144.438,33.568,106.759,0,0.64000,0.39516,76.800,3.556,-1,375.000,-1,400.000,-1,300.000,325.000,275.000,300.000,900.000,25.000,50.000,-1,675.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
18,-8821.913,5313.627,39.010,113.425,0,0.80000,0.36164,96.000,3.255,-1,350.000,-1,375.000,-1,300.000,300.000,275.000,300.000,1000.000,200.000,250.000,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
20,-8913.332,5485.511,46.824,119.495,0,0.81343,0.33134,97.612,2.982,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,275.000,-1,325.000,325.000,-1,975.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
22,-9022.372,5647.366,56.676,125.459,0,0.81343,0.33134,97.612,2.982,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,275.000,-1,550.000,400.000,-1,-1,850.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,0,2,2
24,-9147.640,5797.015,66.867,131.423,0,0.81343,0.33134,97.612,2.982,-1,475.000,-1,425.000,-1,350.000,325.000,325.000,300.000,-1,725.000,575.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
26,-9287.779,5932.838,77.165,137.387,0,0.81343,0.33134,97.612,2.982,-1,550.000,-1,475.000,-1,400.000,375.000,350.000,300.000,-1,875.000,750.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
