timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-8292.147,2280.521,11.421,157.020,-0.920637,-0.390163,-0.014154,0.390403,-0.920324,-0.024261,-0.003560,-0.027861,0.999605,0,0.79055,0.16259,0.469,0.006,-1,744.528,-1,704.165,13.656,564.459,548.124,624.884,751.284,-1,-1,-1,-1,-1,-1,-1,24.248,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
1,-8292.325,2281.038,13.324,157.020,-0.920639,-0.390257,-0.011140,0.390414,-0.920348,-0.023143,-0.001221,-0.025656,0.999670,0,0.79055,0.16260,0.547,-0.001,-1,761.923,-1,717.659,-1,576.076,558.389,637.871,750.895,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
2,-8293.176,2281.926,14.072,157.013,-0.920591,-0.390477,-0.006316,0.390517,-0.920324,-0.022366,0.002921,-0.023056,0.999730,0,0.79060,0.16271,1.230,-0.007,-1,782.768,-1,733.941,-1,589.431,569.884,648.567,743.663,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
3,-8294.558,2283.098,13.721,157.006,-0.920519,-0.390698,-0.000352,0.390618,-0.920311,-0.021093,0.007917,-0.019554,0.999777,0,0.79067,0.16289,1.812,-0.007,-1,805.733,-1,748.697,-1,602.436,580.802,658.515,727.749,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,-8296.614,2284.553,12.384,157.021,-0.920565,-0.390527,0.006938,0.390353,-0.920481,-0.018406,0.013575,-0.014235,0.999807,0,0.79075,0.16310,2.520,0.015,-1,830.767,-1,760.540,-1,615.330,590.971,670.979,700.409,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,-8299.412,2286.395,10.400,157.057,-0.920713,-0.389944,0.015235,0.389742,-0.920808,-0.014608,0.019725,-0.007512,0.999777,0,0.79075,0.16308,3.349,0.035,-1,858.185,-1,770.668,-1,628.683,601.279,686.218,666.142,-1,-1,-1,-1,-1,-1,-1,14.122,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,1
6,-8302.787,2288.428,8.483,157.095,-0.920892,-0.389251,0.021029,0.389104,-0.921130,-0.010858,0.023597,-0.001816,0.999720,0,0.79067,0.16288,3.940,0.038,-1,876.235,-1,773.202,14.334,635.825,606.120,698.700,637.359,-1,-1,-1,-1,-1,-1,-1,25.174,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
7,-8306.848,2290.512,7.084,157.135,-0.921146,-0.388534,0.023066,0.388452,-0.921433,-0.008131,0.024413,0.001470,0.999701,0,0.79057,0.16264,4.564,0.040,-1,880.175,-1,768.362,14.363,635.734,604.756,704.994,619.790,-1,-1,-1,-1,-1,-1,-1,25.054,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
8,-8311.710,2292.644,6.338,157.183,-0.921510,-0.387753,0.021611,0.387692,-0.921762,-0.007080,0.022665,0.001854,0.999741,0,0.79045,0.16232,5.309,0.048,-1,871.523,-1,759.611,14.421,630.104,599.143,703.582,614.779,-1,-1,-1,-1,-1,-1,-1,24.833,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
9,-8317.459,2294.795,6.146,157.256,-0.922069,-0.386618,0.017748,0.386543,-0.922240,-0.007614,0.019312,-0.000160,0.999813,0,0.79026,0.16185,6.138,0.073,-1,855.196,-1,750.163,14.899,621.582,591.802,696.037,620.005,-1,-1,-1,-1,-1,-1,-1,23.544,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
10,-8324.159,2296.490,6.337,157.481,-0.923656,-0.383016,0.012605,0.382946,-0.923739,-0.007700,0.014593,-0.002285,0.999891,0,0.78994,0.16104,6.911,0.225,-1,835.248,-1,737.851,16.222,611.403,583.017,689.545,626.567,-1,-1,-1,-1,-1,-1,-1,22.291,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
11,-8331.600,2298.134,6.700,157.757,-0.925546,-0.378583,0.006282,0.378524,-0.925549,-0.008834,0.009159,-0.005798,0.999941,0,0.78893,0.15850,7.620,0.276,-1,812.307,-1,725.898,15.683,600.144,573.831,679.308,638.727,-1,-1,-1,-1,-1,-1,-1,22.568,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
12,-8339.753,2300.082,7.003,158.007,-0.927220,-0.374517,-0.000144,0.374494,-0.927157,-0.011578,0.004203,-0.010790,0.999933,0,0.78769,0.15537,8.383,0.250,-1,790.394,-1,717.916,14.949,589.980,566.434,664.692,656.728,-1,-1,-1,-1,-1,-1,-1,23.449,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
13,-8348.499,2302.646,7.105,158.163,-0.928248,-0.371909,-0.006286,0.371962,-0.928108,-0.016100,0.000154,-0.017283,0.999851,0,0.78655,0.15249,9.114,0.157,-1,770.485,-1,714.620,14.315,581.286,561.136,645.628,681.168,-1,-1,-1,-1,-1,-1,-1,25.254,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
14,-8357.896,2305.757,6.941,158.240,-0.928742,-0.370544,-0.011659,0.370714,-0.928514,-0.020802,-0.003117,-0.023642,0.999716,0,0.78582,0.15063,9.899,0.077,-1,753.528,-1,713.219,14.238,573.886,557.041,627.102,705.628,-1,-1,-1,-1,-1,-1,-1,25.612,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
15,-8367.781,2309.195,6.583,158.286,-0.929019,-0.369648,-0.016863,0.369968,-0.928742,-0.023703,-0.006899,-0.028259,0.999577,0,0.78542,0.14963,10.466,0.046,-1,736.764,-1,707.214,14.260,565.303,550.888,613.509,722.599,-1,-1,-1,-1,-1,-1,-1,25.503,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
16,-8378.098,2312.876,6.208,158.334,-0.929292,-0.368682,-0.022147,0.369167,-0.929039,-0.024547,-0.011526,-0.030987,0.999453,0,0.78516,0.14897,10.953,0.048,-1,719.353,-1,696.122,14.404,555.414,542.531,605.225,731.319,-1,-1,-1,-1,-1,-1,-1,24.896,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
17,-8388.983,2316.754,5.907,158.412,-0.929732,-0.367273,-0.026623,0.367883,-0.929576,-0.023464,-0.016130,-0.031609,0.999370,0,0.78489,0.14829,11.556,0.078,-1,705.349,-1,683.789,14.600,546.635,534.474,602.972,730.896,-1,-1,-1,-1,-1,-1,-1,24.250,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
18,-8400.517,2320.875,5.799,158.522,-0.930376,-0.365417,-0.029496,0.366072,-0.930351,-0.020956,-0.019784,-0.030294,0.999345,0,0.78450,0.14731,12.247,0.110,-1,697.860,-1,674.168,14.558,541.266,529.247,606.733,722.755,-1,-1,-1,-1,-1,-1,-1,24.377,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
19,-8412.694,2325.272,5.836,158.631,-0.931036,-0.363648,-0.030519,0.364284,-0.931101,-0.018649,-0.021635,-0.028481,0.999360,0,0.78398,0.14598,12.947,0.109,-1,697.270,-1,670.926,14.638,540.600,528.747,612.680,713.527,-1,-1,-1,-1,-1,-1,-1,24.143,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
20,-8425.106,2329.526,6.554,158.712,-0.931607,-0.362325,-0.028797,0.362986,-0.931524,-0.022465,-0.018685,-0.031381,0.999333,0,0.78345,0.14467,13.121,0.081,-1,709.046,-1,691.226,14.799,552.752,542.315,608.848,729.452,-1,-1,-1,-1,-1,-1,-1,23.751,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
21,-8437.898,2333.518,8.234,158.812,-0.932350,-0.360765,-0.023936,0.361403,-0.931844,-0.032485,-0.010585,-0.038938,0.999186,0,0.78302,0.14357,13.400,0.100,-1,736.296,-1,739.555,15.164,579.700,573.409,596.852,773.481,-1,-1,-1,-1,-1,-1,-1,23.106,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
22,-8451.068,2337.178,10.726,158.974,-0.933416,-0.358370,-0.017484,0.358796,-0.932361,-0.044373,-0.000399,-0.047692,0.998862,0,0.78246,0.14217,13.669,0.161,-1,775.445,-1,799.475,16.166,615.769,615.177,585.691,829.076,-1,-1,-1,-1,-1,-1,-1,22.309,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
23,-8464.431,2339.982,13.661,159.316,-0.935511,-0.353124,-0.011107,0.353210,-0.934113,-0.051729,0.007891,-0.052316,0.998599,0,0.78161,0.14002,13.653,0.342,-1,809.884,-1,851.340,19.158,651.538,654.560,586.112,865.337,-1,-1,-1,-1,-1,-1,-1,22.708,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
24,-8477.465,2341.112,16.514,160.042,-0.939887,-0.341423,-0.006496,0.341307,-0.938611,-0.050186,0.011038,-0.049386,0.998719,0,0.36695,0.29069,13.083,0.727,-1,834.681,-1,877.148,17.448,675.957,679.545,603.785,860.945,-1,-1,-1,-1,-1,-1,-1,22.212,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
25,-8490.474,2342.089,18.944,160.878,-0.944755,-0.327763,-0.003121,0.327551,-0.943707,-0.046116,0.012170,-0.044591,0.998931,0,0.36538,0.28224,13.045,0.836,-1,852.669,-1,891.857,17.355,693.517,697.162,624.768,844.815,-1,-1,-1,-1,-1,-1,-1,22.201,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
26,-8503.525,2342.952,20.471,161.735,-0.949556,-0.313598,-0.000854,0.313389,-0.948816,-0.039195,0.011482,-0.037486,0.999231,0,0.36359,0.27264,13.080,0.857,-1,859.806,-1,894.031,-1,702.339,705.702,649.388,814.119,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
27,-8516.637,2343.783,20.866,162.595,-0.954167,-0.299274,0.000746,0.299110,-0.953722,-0.030786,0.009925,-0.029152,0.999526,0,0.36176,0.26279,13.138,0.860,-1,862.090,-1,887.966,-1,705.054,707.698,674.687,776.872,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
28,-8532.494,2344.768,19.712,163.619,-0.959378,-0.282114,0.002425,0.282012,-0.959202,-0.020013,0.007972,-0.018516,0.999797,0,0.35991,0.25287,15.888,1.024,-1,860.548,-1,874.420,-1,702.998,703.117,702.894,724.164,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
29,-8543.088,2345.444,18.067,164.267,-0.962520,-0.271199,0.002416,0.271144,-0.962445,-0.013407,0.005962,-0.012250,0.999907,0,0.35770,0.24101,10.615,0.648,-1,854.067,-1,860.896,-1,696.514,695.005,717.044,690.887,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
30,-8556.254,2346.477,15.346,164.926,-0.965590,-0.260065,-0.001044,0.260065,-0.965559,-0.007892,0.001044,-0.007892,0.999968,0,0.35629,0.23344,13.206,0.659,-1,833.905,-1,836.715,-1,678.487,676.105,721.632,662.309,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
31,-8569.345,2347.578,11.928,165.471,-0.967995,-0.250823,-0.008586,0.250871,-0.968008,-0.004943,-0.007072,-0.006939,0.999951,0,0.35481,0.22553,13.137,0.545,-1,800.073,-1,802.024,-1,649.186,647.348,712.510,643.474,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
32,-8582.434,2348.739,8.004,165.923,-0.969822,-0.243037,-0.019421,0.243181,-0.969966,-0.005373,-0.017532,-0.009933,0.999797,0,0.35356,0.21878,13.140,0.453,-1,756.704,-1,763.065,16.170,614.100,613.356,689.029,635.814,-1,-1,-1,-1,-1,-1,-1,22.307,2,0,2,0,1,0,0,0,0,2,2,2,2,2,2,2,1
