timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-5078.000,-5226.469,-93.680,-70.200,0.338680,0.940842,-0.010571,-0.940709,0.338362,-0.024054,-0.019055,0.018091,0.999655,0,0.19270,0.67174,0.911,-0.006,-1,565.388,-1,614.463,-1,507.507,517.792,319.243,394.361,394.719,543.910,858.959,-1,919.410,950.526,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
1,-5077.770,-5227.545,-87.821,-70.204,0.338623,0.940857,-0.011052,-0.940768,0.338332,-0.022067,-0.017022,0.017869,0.999695,0,0.19270,0.67174,1.100,-0.004,-1,583.460,-1,635.435,-1,523.733,535.276,329.274,409.986,405.695,576.931,885.095,-1,944.179,975.819,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
2,-5077.498,-5228.803,-82.728,-70.197,0.338738,0.940793,-0.012830,-0.940744,0.338424,-0.021672,-0.016046,0.019411,0.999683,0,0.19270,0.67174,1.287,0.007,-1,598.738,-1,649.587,-1,536.759,548.737,339.278,420.938,418.720,618.209,913.221,-1,964.944,993.219,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
3,-5077.168,-5230.258,-78.809,-70.179,0.339050,0.940643,-0.015344,-0.940646,0.338698,-0.021626,-0.015145,0.021765,0.999648,0,0.19270,0.67174,1.492,0.019,-1,611.436,-1,659.035,-1,547.198,559.161,348.063,427.384,430.590,643.389,930.009,-1,983.287,1004.876,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
4,-5076.735,-5231.921,-76.181,-70.148,0.339566,0.940406,-0.018231,-0.940485,0.339188,-0.020980,-0.013546,0.024270,0.999614,0,0.19270,0.67174,1.718,0.031,-1,622.583,-1,666.829,-1,556.068,567.950,354.968,430.236,439.046,658.937,935.562,-1,1000.695,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,2
5,-5076.154,-5233.759,-74.849,-70.104,0.340300,0.940067,-0.021676,-0.940250,0.339909,-0.019804,-0.011249,0.027120,0.999569,0,0.19270,0.67174,1.928,0.044,-1,632.298,-1,672.599,-1,563.462,574.724,360.123,429.222,444.248,657.554,929.959,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
6,-5075.418,-5235.762,-74.813,-70.044,0.341279,0.939610,-0.025704,-0.939925,0.340898,-0.018140,-0.008282,0.030351,0.999505,0,0.19270,0.67174,2.134,0.059,-1,640.556,-1,676.530,-1,569.326,579.711,363.540,424.367,446.252,642.766,912.458,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
7,-5074.540,-5237.936,-76.071,-69.972,0.342473,0.939040,-0.030259,-0.939516,0.342132,-0.015960,-0.004635,0.033895,0.999415,0,0.19270,0.67174,2.345,0.072,-1,647.361,-1,678.725,-1,573.612,583.087,365.149,415.887,444.970,616.240,877.775,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
8,-5073.519,-5240.278,-78.614,-69.888,0.343853,0.938357,-0.035367,-0.939023,0.343595,-0.013330,-0.000356,0.037794,0.999285,0,0.19270,0.67174,2.554,0.084,-1,652.652,-1,679.050,-1,576.241,584.751,364.981,403.839,440.548,572.462,834.779,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
9,-5072.358,-5242.732,-82.266,-69.794,0.345392,0.937524,-0.041861,-0.938452,0.345207,-0.011805,0.003384,0.043362,0.999054,0,0.19270,0.67174,2.715,0.094,-1,655.211,-1,674.519,-1,575.524,582.579,364.490,386.726,436.565,540.028,786.472,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
10,-5071.185,-5245.313,-86.331,-69.690,0.347096,0.936636,-0.047300,-0.937812,0.346959,-0.011345,0.005785,0.048296,0.998816,0,0.19270,0.67174,2.835,0.104,-1,653.086,-1,666.538,-1,571.108,576.922,362.601,369.802,432.672,514.723,745.694,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
11,-5069.943,-5247.802,-89.890,-69.576,0.348954,0.935915,-0.047900,-0.937126,0.348766,-0.012507,0.005001,0.049253,0.998774,0,0.19270,0.67174,2.782,0.113,-1,641.775,-1,655.616,-1,560.987,566.880,357.373,359.882,428.738,500.721,733.137,-1,-1,1004.195,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,2,2
12,-5068.550,-5250.121,-92.530,-69.453,0.350976,0.935385,-0.043249,-0.936384,0.350638,-0.015418,0.000742,0.045909,0.998945,0,0.19270,0.67174,2.705,0.123,-1,622.146,-1,642.482,-1,545.714,553.120,349.192,357.835,425.653,510.248,750.832,-1,-1,982.737,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,2,2
13,-5066.965,-5252.359,-94.165,-69.312,0.353278,0.934890,-0.034283,-0.935498,0.352792,-0.019530,-0.006164,0.038971,0.999221,0,0.19270,0.67174,2.742,0.141,-1,597.378,-1,628.770,-1,527.542,536.919,339.122,363.042,423.408,538.250,801.646,-1,978.706,959.348,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
14,-5065.142,-5254.672,-94.948,-69.151,0.355872,0.934249,-0.023123,-0.934425,0.355342,-0.024142,-0.014338,0.030199,0.999441,0,0.19270,0.67174,2.945,0.161,-1,571.863,-1,615.785,-1,509.384,521.049,328.830,373.156,422.259,577.709,871.533,-1,930.719,936.800,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
15,-5063.072,-5257.219,-95.118,-68.980,0.358598,0.933415,-0.012032,-0.933225,0.358157,-0.028558,-0.022347,0.021470,0.999520,0,0.19270,0.67174,3.282,0.170,-1,548.939,-1,603.303,-1,493.345,507.424,319.802,385.259,422.401,652.038,954.039,-1,889.187,917.360,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,2
16,-5060.807,-5260.118,-94.640,-68.808,0.361348,0.932424,-0.003530,-0.931994,0.361060,-0.031977,-0.028542,0.014845,0.999482,0,0.19270,0.67174,3.679,0.172,-1,533.346,-1,595.490,-1,482.372,498.528,313.870,396.455,424.610,725.731,-1,-1,860.143,903.824,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
17,-5058.423,-5263.456,-93.571,-68.640,0.364039,0.931383,0.001234,-0.930830,0.363868,-0.033978,-0.032096,0.011220,0.999422,0,0.19270,0.67174,4.102,0.168,1007.662,526.022,-1,593.225,-1,477.521,495.228,311.883,404.988,428.995,791.052,-1,-1,845.515,897.638,-1,-1,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
18,-5055.951,-5267.220,-92.186,-68.471,0.366765,0.930310,0.002654,-0.929715,0.366630,-0.034822,-0.033368,0.010303,0.999390,0,0.19270,0.67174,4.503,0.169,999.871,525.070,-1,594.835,-1,477.385,496.151,313.020,410.301,435.053,837.565,-1,-1,842.022,896.914,-1,-1,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
19,-5053.416,-5271.339,-90.831,-68.300,0.369537,0.929214,0.001820,-0.928624,0.369371,-0.034961,-0.033158,0.011229,0.999387,0,0.19270,0.67174,4.837,0.171,1004.015,527.696,-1,598.326,-1,479.794,499.255,315.733,412.683,441.871,869.178,-1,-1,845.222,898.507,-1,-1,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
20,-5050.838,-5275.725,-89.820,-68.124,0.372411,0.928068,-0.000000,-0.927508,0.372187,-0.034731,-0.032233,0.012934,0.999397,0,0.19270,0.67174,5.087,0.177,-1,531.437,-1,601.209,-1,482.714,502.709,318.658,412.955,448.285,889.718,-1,-1,850.324,900.416,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
21,-5048.178,-5280.291,-89.355,-67.931,0.375535,0.926806,-0.002184,-0.926290,0.375246,-0.034314,-0.030983,0.014909,0.999409,0,0.19270,0.67174,5.284,0.192,-1,534.636,-1,602.963,-1,484.991,505.460,321.108,411.403,453.585,900.130,-1,-1,855.078,901.475,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
22,-5045.378,-5285.015,-89.489,-67.722,0.378942,0.925408,-0.004725,-0.924955,0.378584,-0.033648,-0.029349,0.017121,0.999423,0,0.28207,0.84380,5.492,0.210,-1,537.188,-1,603.969,-1,486.706,507.498,322.870,407.985,457.486,898.656,-1,-1,859.479,901.771,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
23,-5042.369,-5289.888,-90.157,-67.489,0.382727,0.923829,-0.007752,-0.923464,0.382303,-0.032526,-0.027085,0.019608,0.999441,0,0.28207,0.84380,5.727,0.233,-1,539.639,-1,604.832,-1,488.260,509.389,323.973,402.873,459.807,882.784,-1,-1,864.544,902.236,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
24,-5039.147,-5294.925,-91.291,-67.232,0.386890,0.922056,-0.011323,-0.921806,0.386404,-0.031089,-0.024290,0.022465,0.999452,0,0.28207,0.84380,5.979,0.257,-1,541.978,-1,605.457,-1,489.648,511.056,324.613,396.195,460.981,857.821,-1,-1,870.288,902.727,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
25,-5035.763,-5300.189,-92.771,-66.957,0.391339,0.920123,-0.015085,-0.919999,0.390802,-0.029581,-0.021323,0.025454,0.999449,0,0.28207,0.84380,6.258,0.275,-1,543.820,-1,605.552,-1,490.490,511.942,324.790,388.728,461.509,826.294,-1,-1,875.667,902.660,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
26,-5032.328,-5305.579,-94.247,-66.681,0.395763,0.918203,-0.016551,-0.918130,0.395206,-0.029140,-0.020216,0.026728,0.999438,0,0.28207,0.84380,6.392,0.275,-1,541.174,-1,603.071,-1,487.552,509.941,323.183,384.020,462.342,815.060,-1,-1,872.775,898.146,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
27,-5028.743,-5311.029,-95.449,-66.404,0.400201,0.916292,-0.015720,-0.916181,0.399637,-0.030055,-0.021257,0.026431,0.999425,0,0.28207,0.84380,6.523,0.278,-1,534.186,-1,598.013,-1,481.488,505.088,320.408,382.148,464.562,848.717,-1,-1,861.543,888.903,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
28,-5024.922,-5316.533,-96.185,-66.109,0.404893,0.914261,-0.013735,-0.914062,0.404328,-0.031778,-0.023500,0.025421,0.999401,0,0.28207,0.84380,6.700,0.295,-1,525.584,-1,592.015,-1,474.323,498.973,317.605,382.827,468.485,901.371,-1,-1,846.866,877.930,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
29,-5020.939,-5322.174,-96.379,-65.804,0.409722,0.912141,-0.011299,-0.911837,0.409168,-0.033677,-0.026095,0.024102,0.999369,0,0.28207,0.84380,6.905,0.305,986.849,517.465,-1,586.739,-1,467.701,493.043,315.389,385.536,473.809,968.150,-1,-1,832.447,867.766,-1,-1,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
30,-5015.958,-5329.223,-96.014,-65.433,0.415580,0.909512,-0.008972,-0.909109,0.415047,-0.035445,-0.028514,0.022886,0.999331,0,0.28207,0.84380,8.631,0.370,964.125,510.629,-1,582.777,-1,462.146,488.146,314.116,389.920,481.367,-1,-1,-1,819.708,858.435,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
31,-5012.515,-5334.133,-95.544,-65.194,0.419365,0.907779,-0.008348,-0.907349,0.418835,-0.035974,-0.029160,0.022661,0.999318,0,0.28207,0.84380,5.998,0.239,956.089,508.676,-1,582.024,-1,460.497,486.721,314.254,392.666,486.570,-1,-1,-1,815.599,855.054,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
32,-5008.138,-5340.518,-94.834,-64.905,0.423950,0.905644,-0.008640,-0.905227,0.423412,-0.035869,-0.028826,0.023028,0.999319,0,0.28207,0.84380,7.741,0.290,953.474,508.921,-1,582.517,-1,460.541,486.811,315.335,395.551,492.893,-1,-1,-1,815.078,853.866,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
33,-5003.713,-5347.078,-94.134,-64.621,0.428427,0.903526,-0.009509,-0.903137,0.427866,-0.035694,-0.028182,0.023881,0.999318,0,0.28207,0.84380,7.913,0.283,953.608,509.981,-1,583.030,-1,461.122,487.278,316.892,397.697,499.615,-1,-1,-1,815.990,853.052,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
34,-4999.253,-5353.744,-93.581,-64.343,0.432811,0.901428,-0.010104,-0.901043,0.432221,-0.036139,-0.028209,0.024746,0.999296,0,0.28207,0.84380,8.021,0.279,950.252,509.570,-1,581.995,-1,460.395,486.433,318.194,399.543,507.106,-1,-1,-1,814.334,849.827,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
35,-4994.638,-5360.496,-93.310,-64.046,0.437469,0.899168,-0.010876,-0.898778,0.436830,-0.037107,-0.028614,0.026008,0.999252,0,0.28207,0.84380,8.179,0.297,945.010,508.112,-1,579.428,-1,458.588,484.323,319.308,400.371,515.201,-1,-1,-1,811.056,844.237,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
36,-4989.923,-5367.386,-93.363,-63.751,0.442085,0.896898,-0.011578,-0.896499,0.441395,-0.038207,-0.029157,0.027270,0.999203,0,0.28207,0.84380,8.349,0.295,937.783,505.635,-1,575.896,-1,455.959,481.347,319.867,400.394,522.922,-1,-1,-1,806.323,837.315,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
37,-4985.102,-5374.417,-93.691,-63.457,0.446669,0.894616,-0.012195,-0.894208,0.445930,-0.039228,-0.029656,0.028427,0.999156,0,0.28207,0.84380,8.525,0.294,929.264,502.425,-1,571.870,-1,452.810,477.898,319.869,399.925,529.961,-1,-1,-1,800.167,829.858,-1,-1,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,2,2
