timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-7981.388,2267.019,299.321,-29.617,0.869350,0.494181,0.003967,-0.494196,0.869305,0.008892,0.000946,-0.009691,0.999953,0,0.47035,0.58877,1.286,0.008,-1,647.959,-1,733.440,-1,516.728,537.896,670.921,660.154,-1,759.539,776.035,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
1,-7979.908,2265.801,299.448,-29.610,0.869405,0.494101,0.000549,-0.494082,0.869362,0.009597,0.004265,-0.008615,0.999954,0,0.47032,0.58888,1.917,0.007,-1,659.722,-1,743.215,-1,524.714,546.047,673.964,658.254,-1,744.914,760.855,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
2,-7977.921,2264.320,298.538,-29.613,0.869352,0.494186,-0.002641,-0.494125,0.869310,0.011834,0.008144,-0.008983,0.999927,0,0.47026,0.58909,2.478,-0.004,-1,668.653,-1,753.170,-1,531.059,552.471,670.527,657.153,-1,722.494,739.033,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
3,-7975.497,2262.664,296.878,-29.630,0.869188,0.494465,-0.004094,-0.494369,0.869136,0.014198,0.010579,-0.010317,0.999891,0,0.47014,0.58948,2.936,-0.017,-1,669.826,-1,757.234,-1,532.118,554.083,662.430,656.119,-1,704.471,720.633,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
4,-7972.641,2260.819,294.831,-29.647,0.869037,0.494734,-0.003688,-0.494629,0.868968,0.015386,0.010817,-0.011547,0.999875,0,0.46997,0.59005,3.400,-0.017,-1,662.825,-1,752.749,-1,527.309,549.839,653.278,653.214,-1,696.160,711.127,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
5,-7969.344,2258.737,292.792,-29.655,0.868987,0.494830,-0.002124,-0.494748,0.868908,0.014961,0.009249,-0.011951,0.999886,0,0.46979,0.59067,3.899,-0.007,-1,651.179,-1,741.496,-1,518.769,541.524,645.917,647.766,-1,697.566,712.375,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
6,-7965.565,2256.397,291.223,-29.662,0.868937,0.494922,-0.000166,-0.494870,0.868851,0.014182,0.007163,-0.012241,0.999899,0,0.46961,0.59126,4.445,-0.008,-1,639.894,-1,730.115,-1,510.560,533.436,639.996,643.684,-1,704.471,720.272,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
7,-7961.274,2253.777,290.325,-29.669,0.868888,0.495006,0.001433,-0.494978,0.868801,0.013475,0.005426,-0.012418,0.999908,0,0.46942,0.59191,5.028,-0.007,-1,632.242,-1,722.018,-1,505.103,527.967,636.138,641.655,-1,713.686,730.801,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
8,-7956.452,2250.868,290.133,-29.668,0.868899,0.494986,0.001844,-0.494966,0.868816,0.012956,0.004811,-0.012170,0.999914,0,0.46920,0.59264,5.631,0.001,-1,630.830,-1,719.307,-1,504.138,526.717,635.272,641.027,-1,721.504,739.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
9,-7951.135,2247.631,290.549,-29.666,0.868911,0.494968,0.000634,-0.494935,0.868837,0.012716,0.005744,-0.011363,0.999919,0,0.46899,0.59336,6.225,0.002,-1,636.820,-1,722.844,-1,508.318,530.481,637.475,641.169,-1,725.151,741.242,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
