timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-7486.576,5284.252,246.973,175.070,-0.995982,-0.086748,0.022234,0.085906,-0.995639,-0.036377,0.025292,-0.034321,0.999091,0,0.36389,0.95019,0.177,0.009,-1,617.279,-1,701.902,-1,538.771,566.072,552.897,566.104,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
1,-7486.873,5284.415,248.783,175.088,-0.996006,-0.086386,0.022570,0.085595,-0.995753,-0.033912,0.025404,-0.031844,0.999170,0,0.36389,0.95019,0.338,0.018,-1,624.540,-1,705.554,-1,543.873,570.325,564.341,565.820,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
2,-7487.503,5284.540,249.491,175.113,-0.996035,-0.085935,0.022990,0.085168,-0.995837,-0.032470,0.025684,-0.030383,0.999208,0,0.36389,0.95019,0.643,0.025,-1,628.313,-1,707.292,-1,546.418,572.375,570.013,564.644,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
3,-7488.457,5284.604,249.128,175.142,-0.996074,-0.085424,0.023239,0.084657,-0.995890,-0.032181,0.025893,-0.030087,0.999212,0,0.36389,0.95019,0.955,0.029,-1,627.942,-1,706.652,-1,545.925,571.815,569.492,562.957,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,-7489.774,5284.595,247.838,175.178,-0.996119,-0.084829,0.023488,0.084033,-0.995916,-0.033025,0.026194,-0.030923,0.999178,0,0.36389,0.95019,1.317,0.036,-1,624.258,-1,704.531,-1,543.090,569.343,563.310,561.099,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,-7491.540,5284.558,245.892,175.214,-0.996144,-0.084281,0.024359,0.083407,-0.995904,-0.034919,0.027203,-0.032753,0.999093,0,0.36389,0.95019,1.767,0.036,-1,619.695,-1,703.380,-1,539.877,566.913,552.749,559.580,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
6,-7493.778,5284.521,243.581,175.247,-0.996136,-0.083848,0.026113,0.082831,-0.995844,-0.037871,0.029180,-0.035562,0.998941,0,0.36389,0.95019,2.239,0.033,-1,615.743,-1,704.850,-1,537.552,565.808,538.900,559.227,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
7,-7496.490,5284.532,241.301,175.270,-0.996095,-0.083624,0.028316,0.082422,-0.995743,-0.041251,0.031645,-0.038756,0.998748,0,0.36389,0.95019,2.711,0.023,-1,612.796,-1,708.234,-1,536.240,565.906,524.381,559.838,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
8,-7499.566,5284.664,239.499,175.284,-0.996073,-0.083490,0.029474,0.082179,-0.995681,-0.043204,0.032953,-0.040613,0.998631,0,0.36389,0.95019,3.079,0.014,-1,609.369,-1,708.391,-1,533.994,564.481,514.257,558.737,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
9,-7502.950,5284.956,238.357,175.291,-0.996095,-0.083340,0.029158,0.082046,-0.995699,-0.043043,0.032620,-0.040483,0.998648,0,0.36389,0.95019,3.397,0.008,-1,605.286,-1,703.772,-1,530.396,560.820,510.273,554.906,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
