timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,4916.491,-4259.813,0.095,-51.295,0.625329,0.780279,0.011304,-0.780360,0.625234,0.011013,0.001525,-0.015708,0.999875,1,-0.08000,0.12000,-4.800,0.240,-1,400.000,925.000,400.000,825.000,325.000,325.000,300.000,300.000,600.000,500.000,600.000,-1,800.000,550.000,-1,625.000,2,0,1,0,1,0,0,0,0,1,1,1,2,0,1,2,1
1,4910.426,-4252.372,0.092,-50.815,0.631844,0.775015,0.011149,-0.775094,0.631750,0.011020,0.001497,-0.015604,0.999877,0,-0.16000,0.24000,-9.600,0.480,-1,400.000,950.000,400.000,825.000,325.000,325.000,300.000,300.000,575.000,500.000,600.000,-1,800.000,550.000,-1,650.000,2,0,1,0,1,0,0,0,0,1,1,1,2,0,1,2,1
2,4901.188,-4241.325,0.065,-50.095,0.641534,0.767016,0.010944,-0.767093,0.641439,0.011161,0.001541,-0.015556,0.999878,0,-0.24000,0.36000,-14.400,0.720,-1,400.000,-1,400.000,825.000,325.000,325.000,300.000,300.000,550.000,500.000,600.000,-1,800.000,575.000,-1,650.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
3,4888.626,-4226.805,0.024,-49.135,0.654297,0.756163,0.010659,-0.756236,0.654201,0.011303,0.001574,-0.015457,0.999879,0,-0.32000,0.48000,-19.200,0.960,-1,400.000,-1,400.000,825.000,325.000,325.000,300.000,300.000,525.000,475.000,600.000,-1,800.000,575.000,-1,650.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
4,4873.814,-4210.393,-0.028,-47.935,0.669990,0.742298,0.010317,-0.742368,0.669895,0.011422,0.001568,-0.015311,0.999882,0,-0.36845,0.60000,-22.107,1.200,-1,400.000,-1,400.000,825.000,325.000,325.000,300.000,300.000,500.000,475.000,600.000,-1,825.000,600.000,-1,675.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
5,4858.624,-4194.388,-0.054,-46.495,0.688435,0.725232,0.009811,-0.725297,0.688340,0.011515,0.001598,-0.015043,0.999886,0,-0.36777,0.72000,-22.066,1.440,-1,400.000,-1,400.000,800.000,325.000,325.000,300.000,300.000,475.000,475.000,600.000,-1,825.000,600.000,-1,700.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
6,4843.015,-4178.880,-0.068,-44.815,0.709402,0.704744,0.009228,-0.704802,0.709309,0.011578,0.001614,-0.014717,0.999890,0,-0.36671,0.84000,-22.003,1.680,-1,400.000,-1,400.000,800.000,325.000,325.000,300.000,300.000,475.000,450.000,600.000,-1,825.000,625.000,-1,700.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
7,4826.961,-4163.964,-0.078,-42.895,0.732617,0.680587,0.008624,-0.680639,0.732527,0.011608,0.001583,-0.014374,0.999895,0,-0.36524,0.96000,-21.914,1.920,-1,400.000,-1,400.000,800.000,325.000,325.000,300.000,300.000,450.000,475.000,625.000,-1,825.000,650.000,-1,725.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
8,4810.483,-4149.694,-0.083,-40.895,0.755924,0.654610,0.008020,-0.654658,0.755836,0.011601,0.001532,-0.014020,0.999901,0,-0.36331,1.00000,-21.798,2.000,-1,400.000,-1,400.000,775.000,325.000,325.000,300.000,300.000,425.000,475.000,650.000,-1,825.000,675.000,-1,750.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
9,4793.623,-4136.092,-0.081,-38.895,0.778310,0.627836,0.007429,-0.627879,0.778225,0.011556,0.001473,-0.013659,0.999906,0,-0.36104,1.00000,-21.663,2.000,-1,400.000,-1,400.000,775.000,325.000,325.000,300.000,300.000,425.000,475.000,675.000,-1,825.000,700.000,-1,775.000,2,0,2,0,1,0,0,0,0,1,1,1,2,0,1,2,1
