timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,17227.334,18891.323,277.612,-131.617,1,0.08000,-0.12000,9.600,-1.080,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,17192.982,18857.824,270.904,-137.017,0,0.24000,-0.36000,28.800,-3.240,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,17122.973,18807.338,259.258,-146.496,0,0.40000,-0.57326,48.000,-5.159,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,300.000,-1,-1,-1,-1,725.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,17010.516,18753.512,243.650,-156.794,0,0.56000,-0.57100,67.200,-5.139,-1,375.000,-1,350.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,16853.412,18709.889,225.450,-166.810,0,0.72000,-0.54969,86.400,-4.947,875.000,350.000,-1,350.000,-1,300.000,275.000,300.000,300.000,-1,-1,-1,-1,625.000,625.000,900.000,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
10,16653.090,18688.668,208.544,-176.110,0,0.88000,-0.50345,105.600,-4.531,825.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,75.000,100.000,-1,700.000,775.000,-1,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
12,16418.215,18698.159,197.443,-184.209,0,1.00000,-0.42988,120.000,-3.869,1000.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,325.000,325.000,-1,700.000,850.000,-1,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
14,16181.392,18736.549,190.137,-190.737,0,1.00000,-0.33990,120.000,-3.059,950.000,400.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,500.000,525.000,-1,725.000,-1,-1,-1,0,0,2,0,2,0,0,0,0,2,0,0,2,0,2,2,2
16,15980.029,18799.525,187.546,-200.095,0,0.84000,-0.57990,100.800,-5.219,-1,400.000,-1,450.000,-1,325.000,350.000,275.000,300.000,-1,900.000,900.000,-1,825.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,2,2,2
18,15829.792,18884.343,188.930,-212.859,0,0.68000,-0.71834,81.600,-6.465,-1,450.000,-1,-1,-1,350.000,350.000,275.000,275.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
20,15730.360,18898.500,184.356,-225.414,0,0.52000,-0.66713,62.400,-6.004,-1,475.000,-1,-1,-1,375.000,-1,275.000,275.000,700.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,2,0,2,0,0,1,2,2,2,2,2,2,2
22,15672.718,18898.500,180.746,-236.343,0,0.36000,-0.66713,43.200,-6.004,-1,-1,-1,-1,-1,-1,-1,275.000,275.000,625.000,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2
24,15627.631,18898.500,177.924,-250.368,0,0.52000,-0.83921,62.400,-7.553,-1,-1,-1,-1,-1,-1,-1,300.000,300.000,675.000,650.000,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,1,1,2,2,2,2,2,2
26,15600.642,18898.500,176.236,-262.234,0,0.67016,-0.59921,80.419,-5.393,-1,-1,-1,-1,-1,-1,-1,325.000,300.000,775.000,550.000,600.000,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,1,1,1,2,2,2,2,2
28,15598.397,18898.500,176.099,-271.890,0,0.51016,-0.59370,61.219,-5.343,-1,-1,-1,-1,-1,-1,-1,325.000,300.000,825.000,375.000,550.000,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,0,0,1,2,2,2,2,2
30,15613.099,18898.500,177.022,-279.538,0,0.46111,-0.37601,55.333,-3.384,-1,-1,-1,-1,-1,-1,-1,350.000,300.000,925.000,275.000,425.000,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2
32,15649.988,18898.500,179.337,-289.546,0,0.56679,-0.61601,68.015,-5.544,-1,-1,-1,-1,-1,-1,-1,350.000,325.000,-1,200.000,300.000,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2
34,15714.255,18898.500,183.368,-303.874,0,0.57176,-0.85601,68.611,-7.704,-1,-1,-1,375.000,-1,-1,300.000,350.000,325.000,-1,200.000,200.000,850.000,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,0,0,1,2,2,2,2
36,15828.258,18898.500,190.517,-316.042,0,0.73176,-0.61601,87.811,-5.544,-1,-1,-1,400.000,-1,-1,325.000,325.000,325.000,-1,225.000,200.000,700.000,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,0,0,1,2,2,2,2
38,15967.729,18898.500,199.264,-323.890,0,0.77488,-0.37601,92.986,-3.384,-1,-1,-1,425.000,-1,325.000,325.000,-1,300.000,-1,300.000,225.000,700.000,-1,800.000,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,1,2,0,2,2
40,16115.370,18898.500,207.903,-327.418,0,0.77488,-0.13601,92.986,-1.224,-1,-1,-1,400.000,-1,325.000,325.000,-1,300.000,-1,550.000,450.000,750.000,-1,700.000,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,1,2,0,2,2
42,16265.510,18898.500,215.263,-326.627,0,0.78478,0.10399,94.173,0.936,-1,-1,-1,375.000,-1,325.000,325.000,-1,300.000,-1,650.000,525.000,900.000,-1,675.000,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,1,2,0,2,2
44,16419.669,18898.500,222.820,-325.835,0,0.80921,0.10399,97.105,0.936,-1,-1,-1,375.000,-1,325.000,300.000,-1,300.000,-1,725.000,625.000,-1,-1,650.000,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,2,2,0,2,2
46,16568.489,18898.500,230.115,-320.723,0,0.81720,0.34399,98.064,3.096,-1,-1,-1,350.000,-1,300.000,300.000,-1,275.000,-1,775.000,750.000,-1,-1,650.000,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,2,2,0,2,2
48,16706.807,18898.500,236.894,-313.411,0,0.83648,0.46622,100.377,4.196,-1,-1,-1,350.000,-1,-1,300.000,300.000,275.000,-1,900.000,875.000,-1,-1,625.000,-1,-1,2,2,2,0,2,2,0,0,0,2,0,1,2,2,0,2,2
50,16827.218,18898.500,246.030,-305.785,0,0.84717,0.36368,101.660,3.273,-1,-1,-1,400.000,-1,-1,-1,275.000,300.000,-1,325.000,475.000,-1,-1,-1,-1,-1,2,2,2,0,2,2,2,0,0,2,0,0,2,2,2,2,2
52,16941.680,18898.500,255.307,-302.478,0,0.88857,0.12368,106.628,1.113,-1,-1,-1,-1,-1,-1,-1,275.000,300.000,-1,600.000,725.000,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2
54,17058.241,18898.500,264.753,-303.492,0,0.89905,-0.11632,107.886,-1.047,-1,-1,-1,400.000,-1,-1,-1,300.000,300.000,-1,800.000,800.000,-1,-1,-1,-1,-1,2,2,2,0,2,2,2,0,0,2,0,0,2,2,2,2,2
56,17165.582,18898.500,273.452,-302.346,0,0.82339,0.12368,98.807,1.113,-1,-1,-1,375.000,-1,-1,-1,300.000,300.000,-1,875.000,925.000,-1,-1,-1,-1,-1,2,2,2,0,2,2,2,0,0,2,0,0,2,2,2,2,2
58,17263.175,18898.500,281.362,-299.040,0,0.82339,0.12368,98.807,1.113,-1,-1,-1,-1,-1,-1,-1,300.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
60,17369.353,18898.500,289.967,-298.639,0,0.95252,-0.03775,114.302,-0.340,-1,-1,-1,-1,-1,-1,-1,300.000,275.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
62,17488.118,18898.500,301.135,-302.559,0,0.95252,-0.27775,114.302,-2.500,-1,-1,-1,-1,-1,-1,-1,300.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2
64,17613.327,18898.500,313.105,-306.478,0,0.90464,-0.27775,108.557,-2.500,-1,-1,-1,400.000,-1,-1,325.000,300.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
66,17759.572,18898.500,327.085,-314.718,0,0.90464,-0.51775,108.557,-4.660,-1,-1,-1,400.000,-1,-1,325.000,300.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,2,0,0,0,2,2,2,2,2,2,2,2
68,17928.643,18898.500,343.249,-320.797,0,0.92600,-0.27775,111.120,-2.500,-1,-1,-1,400.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,825.000,-1,-1,2,2,2,0,2,0,0,2,0,2,2,2,2,2,0,2,2
70,18107.173,18898.500,360.052,-324.717,0,0.92600,-0.27775,111.120,-2.500,-1,-1,-1,400.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,800.000,-1,-1,2,2,2,0,2,0,0,2,0,2,2,2,2,2,0,2,2
72,18269.961,18898.500,374.992,-328.636,0,0.76600,-0.27775,91.920,-2.500,-1,-1,-1,400.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2
74,18409.668,18898.500,387.815,-336.876,0,0.60600,-0.51775,72.720,-4.660,-1,400.000,-1,400.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2
76,18534.375,18898.500,399.261,-342.955,0,0.54741,-0.27775,65.689,-2.500,-1,400.000,-1,400.000,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,2,2,2,2,2,2,2
78,18661.001,18898.500,410.882,-344.715,0,0.54741,-0.03775,65.689,-0.340,-1,400.000,-1,-1,-1,325.000,325.000,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,2,2,0,0,2,0,2,2,2,2,2,2,2,2
80,18814.625,18898.500,424.895,-343.190,0,0.70741,0.08716,84.889,0.784,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
82,18898.500,18898.500,432.533,-342.701,0,0.79813,0.08716,95.775,0.784,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
84,18898.500,18898.500,432.533,-342.212,0,0.95813,0.08716,114.975,0.784,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
86,18898.500,18898.500,432.533,-342.069,0,0.96341,0.04878,115.609,0.439,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
88,18898.500,18898.500,432.533,-344.431,0,0.80341,-0.19122,96.409,-1.721,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
90,18898.500,18898.500,432.534,-344.633,0,0.64341,0.04878,77.209,0.439,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
92,18898.500,18898.500,432.534,-346.995,0,0.68863,-0.19122,82.635,-1.721,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
94,18898.500,18898.500,432.535,-352.099,0,0.68863,-0.25598,82.635,-2.304,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
96,18898.500,18898.500,432.536,-353.467,0,0.84863,-0.01598,101.835,-0.144,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
98,18898.500,18898.500,432.535,-350.515,0,0.89655,0.22402,107.585,2.016,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
100,18898.500,18898.500,432.534,-345.402,0,0.73655,0.22402,88.385,2.016,-1,-1,-1,-1,-1,-1,-1,-1,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
