timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-6048.499,-12901.490,25.550,-108.888,1,-0.08000,0.12000,-9.600,1.080,-1,450.000,-1,425.000,-1,325.000,325.000,300.000,350.000,975.000,100.000,175.000,-1,-1,925.000,-1,-1,2,0,2,0,2,0,0,1,0,1,0,0,2,2,0,2,2
2,-6036.255,-12855.097,22.641,-103.488,0,-0.24000,0.36000,-28.800,3.240,-1,450.000,-1,400.000,-1,325.000,325.000,300.000,350.000,850.000,50.000,200.000,-1,-1,950.000,-1,-1,2,0,2,0,2,0,0,1,0,0,0,0,2,2,0,2,2
4,-6029.506,-12796.848,19.444,-93.768,0,-0.23181,0.60000,-27.818,5.400,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,350.000,850.000,50.000,375.000,-1,-1,1000.000,-1,-1,2,0,2,0,2,0,0,1,0,0,0,0,2,2,0,2,2
6,-6034.249,-12751.604,18.001,-80.213,0,-0.17565,0.78610,-21.078,7.075,500.000,375.000,-1,350.000,-1,300.000,300.000,300.000,325.000,-1,925.000,1000.000,-1,-1,925.000,-1,-1,1,0,2,0,2,0,0,0,0,2,0,1,2,2,0,2,2
8,-6045.286,-12720.177,17.327,-67.276,0,-0.12872,0.69777,-15.447,6.280,525.000,400.000,-1,375.000,-1,325.000,300.000,275.000,325.000,-1,950.000,-1,-1,575.000,-1,550.000,-1,1,0,2,0,2,0,0,0,0,2,0,2,2,1,2,1,2
10,-6058.663,-12698.199,17.004,-55.708,0,-0.10158,0.62546,-12.189,5.629,650.000,375.000,-1,375.000,-1,325.000,325.000,250.000,300.000,-1,975.000,-1,-1,550.000,-1,600.000,-1,1,1,2,0,2,0,0,0,0,2,0,2,2,1,2,1,2
12,-6073.299,-12682.007,16.878,-45.276,0,-0.08851,0.56507,-10.621,5.086,900.000,375.000,-1,400.000,-1,325.000,325.000,250.000,300.000,-1,975.000,975.000,-1,575.000,-1,725.000,-1,1,1,2,0,2,0,0,0,0,2,0,0,2,1,2,1,2
14,-6089.491,-12669.300,16.885,-35.807,0,-0.08567,0.51377,-10.280,4.624,975.000,400.000,900.000,425.000,-1,325.000,350.000,250.000,300.000,1000.000,875.000,900.000,-1,625.000,675.000,950.000,-1,1,1,1,0,2,1,0,0,0,1,0,0,2,1,1,1,2
16,-6108.076,-12658.898,17.013,-27.159,0,-0.09038,0.46990,-10.846,4.229,975.000,425.000,975.000,425.000,-1,350.000,350.000,250.000,300.000,-1,825.000,850.000,-1,800.000,625.000,-1,-1,1,1,1,0,2,1,1,0,0,2,0,0,2,1,1,2,2
18,-6129.956,-12650.454,17.280,-19.213,0,-0.10063,0.43250,-12.075,3.892,975.000,400.000,-1,425.000,-1,350.000,350.000,275.000,300.000,-1,775.000,825.000,-1,800.000,625.000,-1,750.000,1,0,2,1,2,1,1,0,0,2,0,0,2,0,1,2,1
20,-6155.840,-12644.191,17.725,-11.859,0,-0.11474,0.40102,-13.769,3.609,850.000,375.000,-1,425.000,-1,325.000,350.000,275.000,300.000,-1,750.000,850.000,-1,725.000,650.000,-1,775.000,0,0,2,1,2,0,1,0,0,2,0,0,2,0,1,2,1
22,-6186.121,-12640.672,18.403,-4.997,0,-0.13134,0.37505,-15.760,3.375,700.000,350.000,-1,425.000,800.000,325.000,350.000,275.000,300.000,-1,775.000,925.000,-1,650.000,675.000,-1,825.000,0,0,2,1,1,0,0,0,0,2,0,0,2,0,1,2,1
24,-6220.840,-12640.625,19.389,1.467,0,-0.14925,0.35418,-17.910,3.188,725.000,350.000,-1,425.000,825.000,300.000,325.000,300.000,325.000,-1,900.000,-1,-1,600.000,750.000,725.000,925.000,0,0,2,1,1,0,0,0,0,2,0,2,2,0,1,0,1
26,-6259.723,-12644.808,20.281,7.618,0,-0.16759,0.33794,-20.111,3.041,-1,350.000,-1,475.000,925.000,325.000,350.000,300.000,325.000,-1,575.000,725.000,-1,625.000,900.000,-1,-1,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,2
28,-6270.983,-12646.723,20.525,10.461,0,-0.00759,0.09794,-0.911,0.881,-1,350.000,-1,450.000,975.000,300.000,325.000,300.000,325.000,-1,625.000,700.000,-1,600.000,950.000,-1,-1,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,2
30,-6244.498,-12641.590,19.906,11.059,0,0.15241,0.03144,18.289,0.283,-1,350.000,-1,450.000,975.000,300.000,325.000,300.000,325.000,-1,675.000,750.000,-1,600.000,975.000,-1,-1,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,2
