timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,7237.998,-5325.221,-14.039,70.110,0.340035,-0.940265,0.016670,0.939873,0.340387,0.027832,-0.031843,0.006204,0.999474,0,0.28234,1.00000,1.479,0.011,-1,608.191,-1,540.358,-1,485.836,474.008,547.223,483.474,-1,-1,-1,-1,-1,835.846,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
1,7238.505,-5323.580,-9.648,70.140,0.339595,-0.940416,0.017085,0.940171,0.339925,0.023025,-0.027461,0.008243,0.999589,0,0.28234,1.00000,1.718,0.029,-1,634.427,-1,557.411,-1,504.449,490.659,568.173,492.236,-1,-1,-1,-1,-1,861.619,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
2,7239.071,-5321.747,-6.473,70.188,0.338850,-0.940668,0.018003,0.940560,0.339154,0.017929,-0.022971,0.010857,0.999677,0,0.28234,1.00000,1.918,0.048,-1,658.521,-1,571.764,-1,520.682,505.047,586.810,496.271,-1,-1,-1,-1,-1,883.888,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
3,7239.640,-5319.610,-4.592,70.272,0.337497,-0.941133,0.019105,0.941161,0.337748,0.011900,-0.017652,0.013964,0.999747,0,0.28234,1.00000,2.211,0.085,-1,682.407,-1,584.688,-1,535.723,518.303,602.777,495.654,-1,-1,-1,-1,-1,905.106,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
4,7240.148,-5317.188,-4.000,70.396,0.335487,-0.941818,0.020687,0.941973,0.335651,0.004973,-0.011628,0.017818,0.999774,0,0.28234,1.00000,2.476,0.124,-1,706.258,-1,595.814,-1,549.776,530.228,616.817,490.012,-1,-1,-1,-1,-1,924.653,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
5,7240.592,-5314.521,-4.541,70.558,0.332852,-0.942702,0.022852,0.942961,0.332900,-0.001779,-0.005930,0.022140,0.999737,0,0.28234,1.00000,2.703,0.161,-1,726.005,-1,603.423,-1,560.981,539.298,628.505,480.403,-1,-1,-1,-1,-1,939.382,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
6,7240.945,-5311.739,-5.855,70.740,0.329848,-0.943700,0.025115,0.944030,0.329813,-0.005651,-0.002951,0.025573,0.999669,0,0.28234,1.00000,2.805,0.183,-1,734.612,-1,604.550,-1,564.880,541.846,634.636,470.241,-1,-1,-1,-1,-1,943.001,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
7,7241.208,-5308.881,-7.728,70.927,0.326765,-0.944712,0.027275,0.945097,0.326749,-0.005171,-0.004027,0.027467,0.999615,0,0.28234,1.00000,2.870,0.187,-1,727.522,-1,596.984,-1,558.899,535.719,633.572,460.923,-1,-1,-1,-1,-1,931.187,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
8,7241.418,-5305.954,-10.058,71.104,0.323844,-0.945661,0.029157,0.946061,0.323989,0.000283,-0.009714,0.027493,0.999575,0,0.28234,1.00000,2.935,0.176,-1,703.408,-1,580.176,-1,542.327,520.343,624.511,453.374,-1,-1,-1,-1,-1,902.820,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
9,7241.585,-5302.905,-12.708,71.269,0.321062,-0.946592,0.029723,0.946866,0.321470,0.010045,-0.019063,0.024919,0.999508,0,0.28234,1.00000,3.053,0.166,-1,665.199,-1,557.491,-1,517.551,498.548,606.181,449.529,-1,-1,-1,-1,-1,864.129,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
