timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,2822.302,-7499.216,-53.890,84.456,0.096595,-0.995302,-0.006613,0.995222,0.096678,-0.013655,0.014230,-0.005263,0.999885,0,0.42732,0.17088,0.360,0.068,-1,630.364,-1,551.998,-1,533.223,503.079,420.585,471.629,979.693,-1,-1,-1,-1,945.693,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
1,2822.419,-7498.994,-50.782,84.498,0.095874,-0.995373,-0.006437,0.995292,0.095955,-0.013627,0.014181,-0.005100,0.999886,0,0.42753,0.17020,0.250,0.041,-1,637.343,-1,559.297,-1,539.372,509.567,427.720,478.361,996.786,-1,-1,-1,-1,959.421,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
2,2822.537,-7498.243,-48.740,84.514,0.095597,-0.995401,-0.006184,0.995294,0.095682,-0.015307,0.015829,-0.004692,0.999864,0,0.42765,0.16979,0.760,0.016,-1,645.479,-1,567.077,-1,546.004,516.429,433.038,482.343,1001.165,-1,-1,-1,-1,977.068,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
3,2822.677,-7496.956,-47.858,84.515,0.095577,-0.995407,-0.005430,0.995243,0.095661,-0.018429,0.018864,-0.003643,0.999815,0,0.42769,0.16966,1.295,0.001,-1,654.211,-1,574.381,-1,552.587,522.999,436.865,482.687,995.925,-1,-1,-1,-1,996.180,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
4,2822.872,-7495.177,-48.105,84.511,0.095625,-0.995410,-0.003835,0.995157,0.095687,-0.022504,0.022767,-0.001664,0.999739,0,0.42768,0.16970,1.789,-0.003,-1,662.776,-1,580.150,-1,558.456,528.491,439.641,478.975,985.419,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2
5,2823.158,-7492.928,-49.333,84.517,0.095519,-0.995427,-0.001254,0.995056,0.095518,-0.027195,0.027191,0.001350,0.999629,0,0.42765,0.16980,2.267,0.005,-1,670.902,-1,583.999,-1,563.398,532.455,441.822,471.390,972.834,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2
6,2823.549,-7490.210,-51.307,84.539,0.095124,-0.995463,0.002381,0.994952,0.094998,-0.032341,0.031968,0.005445,0.999474,0,0.42764,0.16983,2.746,0.022,-1,678.846,-1,586.128,-1,567.634,535.329,443.992,460.483,960.369,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2
7,2824.022,-7486.988,-53.740,84.582,0.094361,-0.995513,0.007120,0.994844,0.094026,-0.038008,0.037168,0.010670,0.999252,0,0.42768,0.16971,3.257,0.043,-1,687.521,-1,587.347,-1,571.891,537.828,446.902,446.977,949.901,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2
8,2824.583,-7483.337,-56.174,84.640,0.093332,-0.995566,0.011685,0.994759,0.092751,-0.043041,0.041766,0.015640,0.999005,0,0.42777,0.16940,3.694,0.058,-1,694.780,-1,587.480,-1,575.089,539.332,449.470,433.941,941.673,1004.007,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,2
9,2825.106,-7479.464,-58.007,84.710,0.092107,-0.995647,0.014238,0.994810,0.091390,-0.044730,0.043234,0.018284,0.998898,0,0.42791,0.16896,3.908,0.070,-1,694.607,-1,584.047,-1,573.658,537.023,449.611,425.376,940.053,988.136,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,2
10,2825.412,-7475.473,-59.033,84.813,0.090327,-0.995799,0.014991,0.995060,0.089616,-0.042722,0.041199,0.018776,0.998975,0,0.41090,1.00000,4.003,0.103,-1,686.629,-1,576.863,-1,567.499,530.797,447.912,421.285,948.365,1001.274,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,2,2,2,2
11,2825.283,-7471.443,-59.265,84.979,0.087468,-0.996064,0.014320,0.995510,0.086880,-0.037572,0.036181,0.017542,0.999191,0,0.41116,1.00000,4.031,0.166,-1,672.556,-1,567.077,-1,557.828,521.772,444.973,421.042,966.732,-1,-1,-1,-1,1000.788,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
12,2824.712,-7467.224,-58.878,85.195,0.083729,-0.996413,0.012289,0.996032,0.083311,-0.031306,0.030170,0.014861,0.999434,0,0.41161,1.00000,4.258,0.216,-1,657.009,-1,558.214,-1,547.381,513.002,441.074,424.068,988.375,-1,-1,-1,-1,974.806,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
13,2823.844,-7462.703,-58.079,85.450,0.079312,-0.996811,0.008762,0.996528,0.079060,-0.026097,0.025321,0.010802,0.999621,0,0.41222,1.00000,4.604,0.255,-1,644.311,-1,553.842,-1,539.710,507.490,436.160,429.993,1001.384,-1,-1,-1,-1,959.762,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
14,2822.662,-7457.833,-57.103,85.749,0.074110,-0.997238,0.004977,0.996998,0.073978,-0.022861,0.022429,0.006656,0.999726,0,0.41294,1.00000,5.011,0.299,-1,636.216,-1,554.082,-1,535.721,505.753,431.702,436.613,1005.939,-1,-1,-1,-1,957.372,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
15,2821.227,-7452.663,-56.104,86.079,0.068368,-0.997659,0.001427,0.997441,0.068323,-0.021069,0.020922,0.002864,0.999777,0,0.41378,1.00000,5.365,0.330,-1,631.272,-1,556.802,-1,534.064,506.368,427.946,442.943,1005.799,-1,-1,-1,-1,961.663,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
16,2819.602,-7447.165,-55.227,86.436,0.062155,-0.998066,-0.001339,0.997861,0.062170,-0.020193,0.020237,-0.000081,0.999795,0,0.41472,1.00000,5.734,0.357,-1,628.206,-1,560.078,-1,533.542,508.019,425.204,447.853,1005.335,-1,-1,-1,-1,968.046,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
17,2817.899,-7441.335,-54.586,86.804,0.055736,-0.998440,-0.003208,0.998245,0.055789,-0.019842,0.019990,-0.002096,0.999798,0,0.41574,1.00000,6.073,0.369,-1,625.981,-1,563.131,-1,533.350,509.767,423.306,450.885,1006.076,-1,-1,-1,-1,973.928,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
18,2816.135,-7435.236,-54.188,87.186,0.049086,-0.998785,-0.004375,0.998592,0.049164,-0.019940,0.020131,-0.003390,0.999792,0,0.41679,1.00000,6.349,0.382,-1,623.800,-1,565.981,-1,533.378,511.492,421.916,452.263,1007.317,-1,-1,-1,-1,979.585,-1,-1,2,0,2,0,2,0,0,0,0,0,2,2,2,2,0,2,2
19,2814.272,-7428.875,-54.074,87.598,0.041910,-0.999111,-0.004529,0.998912,0.041994,-0.020268,0.020440,-0.003675,0.999784,0,0.41787,1.00000,6.629,0.412,-1,621.793,-1,568.475,-1,533.295,512.844,421.294,451.337,-1,-1,-1,-1,-1,983.013,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
