timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,325.202,-8203.077,-150.825,-125.161,1,0.08000,-0.12000,4.800,-0.240,475.000,400.000,825.000,350.000,-1,300.000,300.000,375.000,275.000,-1,0.000,25.000,750.000,500.000,625.000,475.000,-1,1,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,2
1,319.608,-8210.879,-151.088,-125.641,0,0.16000,-0.24000,9.600,-0.480,450.000,400.000,825.000,350.000,-1,325.000,300.000,375.000,275.000,-1,0.000,25.000,750.000,500.000,625.000,475.000,-1,1,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,2
2,311.071,-8222.475,-151.464,-126.361,0,0.24000,-0.36000,14.400,-0.720,450.000,375.000,850.000,350.000,-1,325.000,300.000,350.000,300.000,-1,0.000,25.000,750.000,475.000,625.000,450.000,-1,1,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,2
3,300.430,-8236.440,-151.885,-127.305,0,0.29261,-0.47228,17.557,-0.945,425.000,375.000,875.000,350.000,-1,325.000,300.000,350.000,300.000,-1,0.000,25.000,775.000,475.000,650.000,450.000,-1,1,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,2
4,289.399,-8250.426,-152.255,-128.265,0,0.29688,-0.47966,17.813,-0.959,400.000,375.000,925.000,375.000,-1,325.000,300.000,350.000,300.000,-1,0.000,25.000,775.000,475.000,650.000,425.000,-1,1,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,2
5,277.960,-8264.432,-152.591,-129.239,0,0.30140,-0.48717,18.084,-0.974,400.000,375.000,-1,375.000,-1,325.000,300.000,325.000,300.000,-1,0.000,25.000,775.000,475.000,675.000,400.000,-1,1,1,2,0,2,0,0,0,0,2,1,1,1,1,0,1,2
6,266.096,-8278.456,-152.617,-130.229,0,0.30616,-0.49481,18.369,-0.990,375.000,350.000,-1,375.000,-1,325.000,300.000,325.000,300.000,-1,0.000,25.000,775.000,450.000,675.000,400.000,-1,1,1,2,0,2,0,0,0,0,2,1,1,1,1,0,1,2
7,253.790,-8292.496,-152.289,-131.234,0,0.31116,-0.50259,18.669,-1.005,350.000,350.000,-1,375.000,-1,325.000,300.000,325.000,300.000,-1,0.000,50.000,800.000,450.000,675.000,375.000,-1,1,1,2,0,2,0,0,0,0,2,1,1,1,1,0,1,2
8,241.025,-8306.547,-151.964,-132.255,0,0.31639,-0.51050,18.983,-1.021,350.000,350.000,-1,375.000,-1,325.000,300.000,325.000,300.000,-1,25.000,50.000,800.000,450.000,700.000,375.000,-1,1,1,2,0,2,0,0,0,0,2,1,1,1,1,0,1,2
9,227.783,-8320.603,-151.644,-133.292,0,0.32185,-0.51855,19.311,-1.037,325.000,350.000,-1,375.000,-1,325.000,300.000,325.000,300.000,-1,50.000,75.000,800.000,425.000,700.000,350.000,-1,1,1,2,0,2,0,0,0,0,2,1,1,1,1,0,1,2
