timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,5356.622,-3704.657,59.753,-89.478,1,0.08000,0.12000,9.600,1.080,100.000,450.000,-1,375.000,600.000,350.000,325.000,100.000,275.000,-1,-1,-1,525.000,675.000,750.000,175.000,-1,1,1,2,0,0,0,0,1,0,2,2,2,1,1,0,1,2
2,5360.492,-3752.482,55.623,-84.078,0,0.24000,0.36000,28.800,3.240,25.000,375.000,-1,400.000,800.000,350.000,350.000,75.000,275.000,-1,-1,-1,475.000,525.000,850.000,50.000,-1,1,1,2,0,0,0,0,1,0,2,2,2,1,1,0,1,2
4,-2807.852,18628.810,20.817,136.579,1,0.08000,0.12000,9.600,1.080,300.000,250.000,-1,300.000,-1,225.000,250.000,275.000,600.000,-1,-1,-1,-1,375.000,475.000,275.000,-1,0,0,2,0,2,0,0,0,0,2,2,2,2,0,0,0,2
6,-2844.973,18659.212,18.653,141.979,0,0.24000,0.36000,28.800,3.240,275.000,250.000,650.000,275.000,-1,200.000,225.000,275.000,575.000,-1,-1,-1,-1,350.000,400.000,250.000,-1,0,0,0,0,2,0,0,0,0,2,2,2,2,0,0,0,2
8,-2917.968,18705.353,15.486,149.338,0,0.40000,0.40887,48.000,3.680,250.000,200.000,550.000,225.000,325.000,175.000,175.000,275.000,450.000,-1,-1,-1,-1,325.000,325.000,200.000,275.000,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0
10,-3031.017,18758.069,21.651,156.698,0,0.56000,0.40887,67.200,3.680,-1,350.000,-1,300.000,-1,275.000,250.000,350.000,350.000,-1,0.000,0.000,875.000,600.000,475.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,0,0,2,2
12,-3167.809,18801.942,37.220,164.058,0,0.59887,0.40887,71.864,3.680,-1,350.000,-1,325.000,-1,300.000,275.000,325.000,325.000,-1,0.000,0.000,-1,625.000,550.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
14,-3309.093,18827.930,56.135,171.417,0,0.59887,0.40887,71.864,3.680,-1,350.000,-1,350.000,-1,300.000,275.000,300.000,-1,600.000,75.000,150.000,-1,625.000,650.000,-1,-1,2,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,2
16,-3452.542,18835.606,76.789,178.777,0,0.59887,0.40887,71.864,3.680,-1,325.000,-1,350.000,-1,275.000,300.000,275.000,-1,575.000,225.000,375.000,-1,625.000,700.000,-1,-1,2,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,2
18,-3595.793,18824.843,97.459,186.137,0,0.59887,0.40887,71.864,3.680,-1,325.000,-1,350.000,-1,250.000,275.000,250.000,300.000,575.000,475.000,-1,-1,600.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2
20,-3736.485,18795.819,122.327,193.496,0,0.59887,0.40887,71.864,3.680,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,325.000,525.000,25.000,650.000,-1,950.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,0,2,2,2
22,-3872.299,18749.011,147.716,200.856,0,0.59887,0.40887,71.864,3.680,-1,475.000,-1,450.000,-1,375.000,350.000,300.000,350.000,650.000,125.000,200.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,2,2
