timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-323.530,-8197.319,-250.205,22.228,0.925891,-0.377780,0.002695,0.377345,0.924432,-0.055111,0.018328,0.052044,0.998477,1,0.08000,-0.12000,4.800,-0.240,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,875.000,800.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
1,-314.613,-8193.761,-250.038,21.748,0.929021,-0.370017,0.002843,0.369600,0.927550,-0.055189,0.017784,0.052322,0.998472,0,0.16000,-0.24000,9.600,-0.480,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,900.000,825.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
2,-301.184,-8188.562,-249.795,21.165,0.932736,-0.360547,0.003053,0.360154,0.931252,-0.055303,0.017096,0.052682,0.998465,0,0.24000,-0.29169,14.400,-0.583,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,925.000,850.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
3,-283.210,-8181.811,-249.481,20.586,0.936324,-0.351121,0.003317,0.350755,0.934824,-0.055448,0.016368,0.053081,0.998456,0,0.32000,-0.28917,19.200,-0.578,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,975.000,875.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
4,-260.659,-8173.596,-249.099,20.014,0.939778,-0.341767,0.003634,0.341430,0.938260,-0.055619,0.015599,0.053510,0.998445,0,0.40000,-0.28588,24.000,-0.572,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,925.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,0,2,0,0,2,2
5,-233.503,-8164.006,-248.652,19.451,0.943091,-0.332511,0.004002,0.332206,0.941554,-0.055809,0.014789,0.053962,0.998433,0,0.48000,-0.28186,28.800,-0.564,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,975.000,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,0,2,0,0,2,2
6,-201.714,-8153.124,-248.146,18.896,0.946259,-0.323379,0.004420,0.323109,0.944703,-0.056009,0.013936,0.054427,0.998420,0,0.56000,-0.27714,33.600,-0.554,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,-165.267,-8141.033,-247.582,18.353,0.949280,-0.314395,0.004890,0.314163,0.947704,-0.056210,0.013038,0.054896,0.998407,0,0.64000,-0.27176,38.400,-0.544,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,-124.140,-8127.811,-246.963,17.821,0.952150,-0.305583,0.005409,0.305391,0.950555,-0.056403,0.012094,0.055356,0.998393,0,0.72000,-0.26575,43.200,-0.531,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
9,-80.140,-8114.109,-246.347,17.296,0.954906,-0.296850,0.005909,0.296697,0.953287,-0.056695,0.011196,0.055891,0.998374,0,0.76807,-0.26255,46.084,-0.525,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
10,-36.036,-8100.819,-245.820,16.769,0.957592,-0.288055,0.006401,0.287940,0.955937,-0.057229,0.010367,0.056645,0.998341,0,0.76771,-0.26355,46.063,-0.527,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
11,8.174,-8087.941,-245.347,16.240,0.960209,-0.279194,0.007004,0.279123,0.958512,-0.057835,0.009434,0.057489,0.998302,0,0.76744,-0.26478,46.046,-0.530,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,52.491,-8075.478,-244.899,15.707,0.962757,-0.270262,0.007604,0.270235,0.961019,-0.058437,0.008485,0.058315,0.998262,0,0.76727,-0.26623,46.036,-0.532,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
13,96.920,-8063.430,-244.588,15.171,0.965238,-0.261257,0.007816,0.261258,0.963484,-0.058669,0.007797,0.058672,0.998247,0,0.76722,-0.26791,46.033,-0.536,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
14,141.465,-8051.800,-244.343,14.632,0.967649,-0.252169,0.008112,0.252204,0.965892,-0.058699,0.006967,0.058846,0.998243,0,0.76730,-0.26980,46.038,-0.540,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
15,186.132,-8040.591,-244.122,14.088,0.969993,-0.242988,0.008416,0.243057,0.968233,-0.058722,0.006120,0.059005,0.998239,0,0.76753,-0.27192,46.052,-0.544,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
16,230.927,-8029.804,-243.922,13.540,0.972268,-0.233706,0.008713,0.233809,0.970507,-0.058727,0.005269,0.059136,0.998236,0,0.76792,-0.27424,46.075,-0.548,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
17,275.856,-8019.443,-243.746,12.986,0.974474,-0.224318,0.009015,0.224456,0.972713,-0.058723,0.004403,0.059248,0.998234,0,0.76847,-0.27678,46.108,-0.554,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
18,325.540,-8008.342,-243.569,12.594,0.975980,-0.217661,0.009353,0.217831,0.974219,-0.058707,0.003666,0.059334,0.998231,0,0.84847,-0.19586,50.908,-0.392,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
19,379.991,-7996.571,-243.395,12.198,0.977454,-0.210925,0.009729,0.211129,0.975695,-0.058677,0.002884,0.059408,0.998230,0,0.92847,-0.19791,55.708,-0.396,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
