timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,12837.531,-18151.177,-207.365,138.451,1,0.08000,-0.09604,9.600,-0.864,-1,575.000,-1,575.000,-1,425.000,425.000,475.000,325.000,-1,-1,500.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2
2,12802.388,-18118.483,-202.766,136.721,0,0.24000,-0.09613,28.800,-0.865,-1,625.000,-1,575.000,-1,450.000,450.000,475.000,325.000,-1,-1,550.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,0,2,2,2,2,2
4,12740.900,-18057.790,-197.266,134.987,0,0.40000,-0.09642,48.000,-0.868,-1,500.000,-1,550.000,-1,400.000,400.000,375.000,400.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
6,12654.754,-17967.495,-194.234,133.253,0,0.56000,-0.09618,67.200,-0.866,-1,450.000,-1,400.000,-1,325.000,325.000,450.000,325.000,-1,-1,-1,-1,-1,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,0,2,2
8,12545.389,-17846.364,-192.970,131.796,0,0.72000,-0.06652,86.400,-0.599,-1,475.000,-1,400.000,875.000,350.000,325.000,400.000,300.000,-1,-1,-1,-1,-1,900.000,-1,950.000,2,0,2,0,1,0,0,0,0,2,2,2,2,2,0,2,1
10,12413.614,-17693.797,-192.886,130.502,0,0.88000,-0.07364,105.600,-0.663,-1,525.000,-1,400.000,700.000,375.000,350.000,350.000,300.000,-1,-1,-1,-1,-1,775.000,-1,775.000,2,0,2,0,1,0,0,0,0,2,2,2,2,2,1,2,1
12,12266.801,-17515.370,-194.738,129.090,0,0.96727,-0.07997,116.072,-0.720,-1,625.000,-1,450.000,525.000,425.000,400.000,375.000,275.000,-1,-1,-1,-1,-1,650.000,-1,575.000,2,0,2,0,1,0,0,0,0,2,2,2,2,2,1,2,1
14,12122.040,-17329.826,-199.714,127.579,0,0.98496,-0.08520,118.195,-0.767,-1,475.000,-1,375.000,325.000,375.000,350.000,300.000,375.000,-1,-1,-1,-1,1000.000,475.000,-1,375.000,2,0,2,1,1,0,0,0,0,2,2,2,2,0,1,2,1
16,11980.184,-17137.246,-220.076,125.966,0,1.00000,-0.09129,120.000,-0.822,-1,450.000,-1,250.000,150.000,350.000,275.000,275.000,325.000,-1,-1,-1,-1,775.000,325.000,-1,150.000,2,0,2,1,1,1,1,0,0,2,2,2,2,0,1,2,1
18,11843.792,-16939.779,-245.914,124.161,0,1.00000,-0.10499,120.000,-0.945,-1,350.000,850.000,150.000,0.000,275.000,175.000,275.000,175.000,-1,-1,-1,-1,575.000,225.000,950.000,0.000,2,0,1,1,1,0,1,0,1,2,2,2,2,0,1,0,1
20,7732.857,4924.324,-187.459,-73.313,1,0.00000,0.00000,119.812,-1.367,-1,700.000,-1,600.000,-1,550.000,525.000,300.000,300.000,550.000,375.000,425.000,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,2,2,2,2
22,7742.330,4897.131,-189.060,-70.073,0,0.16000,0.24000,19.200,2.160,-1,475.000,-1,375.000,650.000,375.000,350.000,325.000,250.000,775.000,600.000,800.000,-1,825.000,625.000,-1,775.000,2,0,2,0,0,0,0,0,0,1,1,1,2,0,0,2,0
24,7771.384,4836.589,-193.772,-62.513,0,0.32000,0.48000,38.400,4.320,-1,450.000,-1,400.000,650.000,375.000,350.000,325.000,250.000,800.000,-1,-1,-1,775.000,650.000,-1,925.000,2,0,2,0,0,0,0,0,0,1,2,2,2,0,0,2,0
26,7833.982,4751.751,-200.782,-50.633,0,0.48000,0.72000,57.600,6.480,925.000,400.000,-1,400.000,800.000,350.000,350.000,325.000,250.000,850.000,-1,-1,-1,700.000,700.000,-1,-1,0,0,2,0,0,0,0,0,0,1,2,2,2,0,0,2,2
28,7946.415,4662.432,-209.376,-34.433,0,0.64000,0.96000,76.800,8.640,650.000,350.000,-1,375.000,825.000,300.000,325.000,325.000,275.000,-1,-1,-1,-1,575.000,600.000,700.000,875.000,0,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0
30,8116.521,4598.171,-217.441,-16.433,0,0.80000,1.00000,96.000,9.000,475.000,300.000,925.000,300.000,475.000,250.000,250.000,375.000,250.000,-1,-1,-1,950.000,475.000,500.000,475.000,500.000,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0
32,8329.399,4587.470,-210.693,1.567,0,0.90172,1.00000,108.206,9.000,-1,375.000,-1,350.000,700.000,300.000,300.000,450.000,250.000,-1,0.000,0.000,425.000,725.000,575.000,-1,700.000,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0
34,8540.005,4644.231,-188.759,19.567,0,0.91496,1.00000,109.795,9.000,-1,450.000,-1,350.000,550.000,300.000,300.000,475.000,275.000,-1,175.000,200.000,675.000,-1,575.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,0,0,2,0,2,2
36,8731.859,4769.277,-158.672,37.567,0,0.96310,1.00000,115.572,9.000,-1,600.000,-1,400.000,-1,400.000,350.000,500.000,250.000,-1,450.000,500.000,925.000,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2
