timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-477.709,-4600.949,474.901,-114.618,-0.416571,0.909020,-0.012310,-0.909103,-0.416522,0.006446,0.000732,0.013876,0.999903,0,0.20554,-0.49180,0.490,-0.025,-1,600.345,-1,623.893,-1,488.709,497.132,582.452,759.962,-1,780.753,726.041,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
1,-478.109,-4601.631,475.801,-114.653,-0.417113,0.908799,-0.010111,-0.908846,-0.417033,0.009098,0.004052,0.012984,0.999907,0,0.20554,-0.49180,0.791,-0.034,-1,613.198,-1,633.954,-1,496.658,504.870,583.148,766.724,-1,763.566,712.713,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
2,-478.602,-4602.534,475.559,-114.696,-0.417797,0.908513,-0.007123,-0.908510,-0.417706,0.011427,0.007406,0.011246,0.999909,0,0.20554,-0.49180,1.029,-0.044,-1,621.543,-1,641.848,-1,501.963,510.379,578.806,772.143,-1,739.557,693.919,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
3,-479.143,-4603.633,474.374,-114.752,-0.418670,0.908130,-0.003973,-0.908086,-0.418594,0.012632,0.009809,0.008897,0.999912,0,0.20554,-0.49180,1.224,-0.056,-1,623.023,-1,645.816,-1,503.241,512.291,570.464,776.284,-1,716.805,676.151,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,2,2,2,2
4,-479.738,-4604.828,472.646,-114.818,-0.419721,0.907651,-0.002222,-0.907596,-0.419665,0.012297,0.010229,0.007178,0.999922,0,0.20554,-0.49180,1.335,-0.066,16.397,616.892,-1,643.573,-1,499.684,509.430,561.823,776.218,-1,704.344,666.679,-1,-1,-1,12.385,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,2,2,1,2
5,-480.419,-4606.043,470.719,-114.885,-0.420787,0.907155,-0.002885,-0.907122,-0.420738,0.010425,0.008243,0.007004,0.999941,0,0.20554,-0.49180,1.394,-0.067,17.713,604.029,-1,634.360,-1,491.518,501.684,555.657,769.987,-1,706.801,668.197,-1,-1,-1,22.256,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,2,2,1,2
6,-481.229,-4607.250,468.845,-114.947,-0.421775,0.906679,-0.006310,-0.906691,-0.421728,0.007504,0.004143,0.008887,0.999952,0,0.20554,-0.49180,1.454,-0.062,17.951,587.049,-1,619.337,-1,480.122,490.186,553.682,756.497,-1,724.739,680.752,-1,-1,-1,22.309,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,2,2,1,2
7,-482.222,-4608.447,467.267,-114.999,-0.422608,0.906237,-0.011715,-0.906312,-0.422585,0.004485,-0.000886,0.012513,0.999921,0,0.20554,-0.49180,1.555,-0.052,17.984,570.760,-1,601.745,-1,468.300,477.700,556.082,738.172,-1,753.102,700.623,-1,-1,-1,22.317,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,2,2,1,2
8,-483.461,-4609.767,466.311,-115.061,-0.423577,0.905710,-0.016517,-0.905849,-0.423591,0.002806,-0.004455,0.016151,0.999860,0,0.20554,-0.49180,1.811,-0.062,18.022,562.325,-1,589.150,23.844,460.659,469.152,560.400,722.715,-1,776.932,716.897,-1,-1,-1,22.327,24.511,1,0,2,0,1,0,0,0,0,2,0,0,2,2,2,1,1
9,-484.934,-4611.276,466.053,-115.148,-0.424945,0.905006,-0.019631,-0.905201,-0.424975,0.002820,-0.005791,0.018968,0.999803,0,0.20554,-0.49180,2.108,-0.087,18.063,560.824,-1,583.853,26.931,458.399,465.939,565.142,712.337,-1,790.433,724.615,-1,-1,-1,22.337,27.715,1,0,2,0,1,0,0,0,0,2,0,0,2,2,2,1,1
