timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-5542.493,-1087.598,473.618,44.369,0.714808,-0.698798,-0.027028,0.699245,0.714765,0.012930,0.010283,-0.028142,0.999551,0,0.24570,-0.62397,0.786,0.026,13.463,-1,-1,-1,-1,928.275,912.259,781.608,653.383,-1,-1,-1,-1,-1,-1,33.358,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
1,-5541.874,-1086.955,476.463,44.389,0.714549,-0.698985,-0.028970,0.699468,0.714574,0.011301,0.012801,-0.028339,0.999516,0,0.24570,-0.62397,0.893,0.020,-1,-1,-1,-1,-1,946.806,929.481,798.543,667.958,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
2,-5541.186,-1086.179,478.176,44.395,0.714448,-0.698987,-0.031323,0.699525,0.714533,0.010383,0.015123,-0.029330,0.999455,0,0.24570,-0.62397,1.037,0.006,-1,-1,-1,-1,-1,961.130,943.039,803.640,681.296,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
3,-5540.395,-1085.257,478.732,44.395,0.714428,-0.698874,-0.034182,0.699493,0.714569,0.010037,0.017411,-0.031081,0.999365,0,0.24570,-0.62397,1.215,-0.001,-1,-1,-1,-1,-1,971.720,953.378,797.116,693.621,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
4,-5539.500,-1084.193,478.179,44.388,0.714489,-0.698637,-0.037564,0.699377,0.714674,0.010646,0.019409,-0.033878,0.999237,0,0.24570,-0.62397,1.390,-0.007,-1,-1,-1,-1,-1,977.571,959.704,777.932,705.433,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
5,-5538.520,-1082.973,476.637,44.374,0.714631,-0.698274,-0.041412,0.699189,0.714827,0.012487,0.020883,-0.037879,0.999064,0,0.24570,-0.62397,1.565,-0.013,-1,-1,-1,-1,-1,978.009,961.489,746.740,718.273,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2
6,-5537.415,-1081.546,474.421,44.364,0.714725,-0.697906,-0.045778,0.699041,0.714934,0.014551,0.022572,-0.042401,0.998846,0,0.24570,-0.62397,1.805,-0.010,14.081,-1,-1,-1,-1,977.124,962.256,711.939,730.555,-1,-1,-1,-1,-1,-1,26.487,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
7,-5536.180,-1079.976,472.002,44.358,0.714784,-0.697604,-0.049323,0.698943,0.714986,0.016553,0.023718,-0.046306,0.998646,0,0.24570,-0.62397,1.997,-0.006,14.117,-1,-1,-1,-1,973.640,960.405,680.502,738.278,-1,-1,-1,-1,-1,-1,26.263,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
8,-5534.810,-1078.394,469.872,44.357,0.714814,-0.697516,-0.050128,0.698936,0.714949,0.018366,0.023028,-0.048164,0.998574,0,0.24570,-0.62397,2.093,-0.001,14.140,-1,-1,-1,-1,964.288,952.375,660.736,735.109,-1,-1,-1,-1,-1,-1,26.127,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
9,-5533.247,-1076.850,468.282,44.353,0.714893,-0.697592,-0.047900,0.698934,0.714914,0.019734,0.020478,-0.047587,0.998657,0,0.24570,-0.62397,2.197,-0.003,14.157,-1,-1,-1,-1,950.026,938.841,654.711,720.159,-1,-1,-1,-1,-1,-1,26.026,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
10,-5531.430,-1075.326,467.300,44.344,0.715056,-0.697730,-0.043221,0.698868,0.714961,0.020375,0.016685,-0.044775,0.998858,0,0.24570,-0.62397,2.372,-0.009,14.191,-1,-1,-1,-1,933.725,922.495,661.864,696.028,-1,-1,-1,-1,-1,-1,25.846,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
11,-5529.366,-1073.775,466.847,44.333,0.715235,-0.697906,-0.036965,0.698775,0.715057,0.020185,0.012345,-0.040267,0.999113,0,0.24570,-0.62397,2.582,-0.011,14.208,-1,-1,-1,-1,917.868,905.865,680.170,666.827,-1,-1,-1,-1,-1,-1,25.757,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
12,-5527.092,-1072.161,466.761,44.322,0.715399,-0.698060,-0.030271,0.698669,0.715181,0.019440,0.008080,-0.035057,0.999353,0,0.24570,-0.62397,2.789,-0.011,14.223,-1,-1,-1,-1,904.052,890.835,705.073,641.606,-1,-1,-1,-1,-1,-1,25.680,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
13,-5524.669,-1070.413,466.878,44.312,0.715542,-0.698145,-0.024383,0.698556,0.715315,0.018551,0.004491,-0.030307,0.999531,0,0.24570,-0.62397,2.987,-0.010,14.158,-1,-1,-1,-1,893.556,879.052,729.554,620.748,-1,-1,-1,-1,-1,-1,26.023,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
14,-5522.152,-1068.441,467.093,44.314,0.715522,-0.698315,-0.019598,0.698587,0.715315,0.017351,0.001903,-0.026106,0.999657,0,0.24570,-0.62397,3.198,0.002,13.984,-1,-1,998.677,-1,887.042,871.060,754.431,603.492,-1,-1,-1,-1,-1,-1,27.166,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
15,-5519.545,-1066.306,467.378,44.316,0.715503,-0.698427,-0.015986,0.698610,0.715322,0.016069,0.000212,-0.022665,0.999743,0,0.24570,-0.62397,3.370,0.002,13.951,-1,-1,989.768,-1,883.824,866.478,777.265,590.242,-1,-1,-1,-1,-1,-1,27.425,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
16,-5516.913,-1064.041,467.694,44.321,0.715440,-0.698548,-0.013274,0.698674,0.715288,0.014765,-0.000819,-0.019837,0.999803,0,0.24570,-0.62397,3.473,0.005,13.915,-1,-1,984.438,-1,882.909,864.364,797.336,580.272,-1,-1,-1,-1,-1,-1,27.735,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
17,-5514.263,-1061.652,467.990,44.326,0.715376,-0.698647,-0.011349,0.698738,0.715250,0.013475,-0.001297,-0.017570,0.999845,0,0.24570,-0.62397,3.567,0.005,13.873,-1,-1,981.916,-1,883.751,864.161,814.498,572.805,-1,-1,-1,-1,-1,-1,28.127,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
18,-5511.612,-1059.170,468.211,44.331,0.715310,-0.698735,-0.010085,0.698806,0.715205,0.012287,-0.001373,-0.015837,0.999874,0,0.24570,-0.62397,3.632,0.005,13.827,-1,-1,981.365,-1,885.655,865.112,828.155,566.953,-1,-1,-1,-1,-1,-1,28.616,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
19,-5508.993,-1056.642,468.316,44.333,0.715291,-0.698758,-0.009843,0.698826,0.715195,0.011737,-0.001162,-0.015274,0.999883,0,0.24570,-0.62397,3.640,0.002,13.802,-1,-1,982.847,-1,887.918,866.749,833.264,564.584,-1,-1,-1,-1,-1,-1,28.879,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
20,-5506.443,-1054.096,468.275,44.331,0.715319,-0.698713,-0.010877,0.698798,0.715218,0.012005,-0.000609,-0.016188,0.999869,0,0.24570,-0.62397,3.603,-0.002,13.817,-1,-1,986.828,-1,890.560,869.287,827.379,566.549,-1,-1,-1,-1,-1,-1,28.707,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
21,-5503.978,-1051.554,468.069,44.327,0.715364,-0.698638,-0.012587,0.698751,0.715257,0.012388,0.000348,-0.017657,0.999844,0,0.24570,-0.62397,3.541,-0.004,13.843,-1,-1,992.498,-1,893.977,872.741,816.894,569.745,-1,-1,-1,-1,-1,-1,28.447,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
22,-5501.584,-1049.085,467.717,44.316,0.715498,-0.698460,-0.014686,0.698613,0.715387,0.012703,0.001633,-0.019349,0.999811,0,0.24570,-0.62397,3.439,-0.011,13.922,-1,-1,999.160,-1,898.023,876.829,804.253,573.215,-1,-1,-1,-1,-1,-1,27.682,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
23,-5499.251,-1046.730,467.267,44.292,0.715788,-0.698106,-0.017211,0.698311,0.715675,0.013103,0.003170,-0.021398,0.999766,0,0.24570,-0.62397,3.315,-0.024,14.074,-1,-1,1006.764,-1,902.542,881.436,788.724,577.683,-1,-1,-1,-1,-1,-1,26.531,-1,1,2,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
24,-5497.001,-1044.524,466.838,44.253,0.716255,-0.697567,-0.019467,0.697825,0.716138,0.013664,0.004409,-0.023372,0.999717,0,0.24570,-0.62397,3.151,-0.039,14.275,-1,-1,-1,-1,906.036,885.030,774.043,582.143,-1,-1,-1,-1,-1,-1,25.433,-1,1,2,2,2,2,0,0,0,0,2,2,2,2,2,2,1,2
