timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-8196.113,-987.616,300.436,-50.955,0.628033,0.775763,-0.061368,-0.777227,0.629221,0.000040,0.038645,0.047672,0.998115,1,0.08000,-0.12000,4.800,-0.240,-1,400.000,-1,425.000,-1,325.000,325.000,300.000,275.000,-1,-1,-1,-1,850.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,-8190.128,-995.122,300.808,-51.435,0.621543,0.780995,-0.061087,-0.782469,0.622690,-0.000341,0.037772,0.048010,0.998132,0,0.16000,-0.24000,9.600,-0.480,-1,400.000,-1,425.000,-1,325.000,325.000,300.000,275.000,-1,-1,-1,-1,850.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,-8181.293,-1006.493,301.351,-52.155,0.611727,0.788739,-0.060663,-0.790228,0.612812,-0.000909,0.036458,0.048493,0.998158,0,0.24000,-0.36000,14.400,-0.720,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,850.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,-8169.769,-1021.850,302.050,-53.115,0.598491,0.798872,-0.060095,-0.800378,0.599494,-0.001661,0.034700,0.049093,0.998191,0,0.32000,-0.48000,19.200,-0.960,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,825.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,-8155.768,-1041.344,302.881,-54.315,0.581711,0.811225,-0.059383,-0.812746,0.582612,-0.002594,0.032493,0.049772,0.998232,0,0.40000,-0.60000,24.000,-1.200,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,825.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,-8139.561,-1065.151,303.818,-55.755,0.561242,0.825580,-0.058526,-0.827114,0.562022,-0.003701,0.029837,0.050485,0.998279,0,0.48000,-0.72000,28.800,-1.440,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,825.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,-8121.475,-1093.469,304.829,-57.435,0.536915,0.841673,-0.057525,-0.843212,0.537558,-0.004975,0.026736,0.051177,0.998332,0,0.56000,-0.84000,33.600,-1.680,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,800.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,-8101.902,-1126.506,305.877,-59.355,0.508552,0.859183,-0.056383,-0.860719,0.509040,-0.006407,0.023197,0.051789,0.998389,0,0.64000,-0.96000,38.400,-1.920,-1,425.000,-1,375.000,-1,325.000,325.000,275.000,275.000,-1,-1,-1,-1,775.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,-8081.192,-1164.419,306.885,-61.355,0.478399,0.876400,-0.055297,-0.877926,0.478731,-0.007936,0.019517,0.052343,0.998438,0,0.72000,-1.00000,43.200,-2.000,-1,400.000,-1,375.000,1000.000,325.000,325.000,275.000,275.000,-1,-1,-1,-1,775.000,650.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
9,-8059.755,-1207.142,307.823,-63.355,0.447667,0.892554,-0.054238,-0.894061,0.447844,-0.009526,0.015787,0.052756,0.998483,0,0.79666,-1.00000,47.799,-2.000,-1,400.000,-1,375.000,925.000,325.000,300.000,275.000,275.000,-1,-1,-1,-1,750.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
