timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,4633.810,4653.960,-47.277,-76.557,0.232351,0.972511,0.015375,-0.972073,0.231652,0.037573,0.032979,-0.023676,0.999176,0,0.55758,0.98955,1.496,0.020,-1,605.346,-1,560.658,-1,507.193,493.904,537.935,507.988,-1,-1,-1,-1,931.913,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
1,4633.700,4654.888,-43.944,-76.507,0.233199,0.972329,0.013952,-0.971831,0.232529,0.038390,0.034083,-0.022511,0.999165,0,0.55775,0.98913,0.935,0.051,-1,616.131,-1,570.219,-1,515.726,502.272,550.800,515.405,-1,-1,-1,-1,944.715,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
2,4633.811,4655.218,-41.696,-76.446,0.234205,0.972115,0.011823,-0.971474,0.233550,0.041149,0.037240,-0.021123,0.999083,0,0.55802,0.98848,0.348,0.061,-1,628.543,-1,581.046,-1,525.223,511.544,561.218,519.197,-1,-1,-1,-1,973.818,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
3,4634.119,4654.816,-40.622,-76.361,0.235599,0.971812,0.008673,-0.970925,0.234977,0.045722,0.042395,-0.019193,0.998917,0,0.55830,0.98781,0.506,0.085,-1,642.572,-1,592.638,-1,535.496,521.534,569.660,518.401,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,4634.636,4653.773,-40.661,-76.254,0.237341,0.971418,0.004053,-0.970197,0.236828,0.051285,0.048859,-0.016104,0.998676,0,0.55863,0.98701,1.164,0.107,-1,657.778,-1,603.301,-1,545.772,531.532,577.715,511.981,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,4635.394,4652.078,-41.698,-76.101,0.239840,0.970809,-0.002666,-0.969194,0.239598,0.057064,0.056037,-0.011102,0.998367,0,0.55900,0.98610,1.858,0.153,-1,673.845,-1,612.043,-1,555.671,540.624,587.629,498.835,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
6,4636.313,4649.834,-43.553,-75.922,0.242773,0.970017,-0.011329,-0.968063,0.243004,0.061671,0.062575,-0.004005,0.998032,0,0.55953,0.98482,2.424,0.179,-1,688.564,-1,614.637,-1,563.218,546.178,600.501,479.799,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
7,4637.295,4647.198,-45.565,-75.711,0.246267,0.969034,-0.018048,-0.966952,0.246921,0.063508,0.065998,0.001811,0.997818,0,0.56014,0.98336,2.814,0.210,-1,695.345,-1,612.597,-1,565.221,546.506,609.650,462.929,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
8,4638.456,4644.374,-47.224,-75.490,0.250005,0.968026,-0.020569,-0.966033,0.250813,0.062228,0.065398,0.004313,0.997850,0,0.56084,0.98165,3.053,0.221,-1,691.373,-1,606.521,-1,560.821,541.436,610.856,452.702,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
9,4639.899,4641.422,-48.337,-75.268,0.253826,0.967076,-0.018360,-0.965323,0.254472,0.058276,0.061030,0.002931,0.998132,0,0.56158,0.97986,3.286,0.223,-1,677.340,-1,596.620,-1,550.808,531.950,603.056,450.327,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
