timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-2951.692,-9511.020,379.723,-49.044,0.654505,0.755217,-0.035645,-0.754000,0.655474,0.042875,0.055744,-0.001185,0.998444,1,0.00000,0.00000,4.800,0.240,-1,500.000,-1,500.000,-1,400.000,375.000,200.000,300.000,550.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
1,-2948.549,-9514.647,379.952,-49.088,0.653961,0.755716,-0.035051,-0.754535,0.654898,0.042250,0.054884,-0.001183,0.998492,0,0.08000,-0.02182,4.800,-0.044,-1,500.000,-1,500.000,-1,400.000,375.000,200.000,300.000,550.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
2,-2942.268,-9521.907,380.538,-49.132,0.653438,0.756216,-0.033997,-0.755141,0.654321,0.040317,0.052733,-0.000672,0.998608,0,0.16000,-0.02188,9.600,-0.044,-1,500.000,-1,500.000,-1,375.000,375.000,200.000,300.000,575.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
3,-2932.854,-9532.803,381.502,-49.176,0.652932,0.756719,-0.032499,-0.755817,0.653740,0.036941,0.049200,0.000443,0.998789,0,0.24000,-0.02200,14.400,-0.044,-1,525.000,-1,500.000,-1,375.000,375.000,200.000,300.000,575.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
4,-2920.314,-9547.341,382.736,-49.220,0.652444,0.757225,-0.030449,-0.756524,0.653152,0.032609,0.044580,0.001759,0.999004,0,0.32000,-0.02223,19.200,-0.044,-1,525.000,-1,500.000,-1,375.000,375.000,200.000,300.000,600.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
5,-2904.653,-9565.527,384.199,-49.265,0.651968,0.757737,-0.027799,-0.757246,0.652553,0.027454,0.038943,0.003151,0.999236,0,0.40000,-0.02258,24.000,-0.045,-1,525.000,-1,500.000,-1,375.000,375.000,200.000,300.000,650.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
6,-2885.877,-9587.364,385.841,-49.312,0.651493,0.758259,-0.024490,-0.757964,0.651938,0.021640,0.032375,0.004465,0.999466,0,0.48000,-0.02312,28.800,-0.046,-1,525.000,-1,500.000,-1,375.000,375.000,200.000,300.000,675.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
7,-2863.993,-9612.860,387.331,-49.359,0.650968,0.758794,-0.021725,-0.758668,0.651298,0.015319,0.025773,0.006510,0.999647,0,0.56000,-0.02389,33.600,-0.048,-1,525.000,-1,500.000,-1,375.000,375.000,225.000,300.000,725.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
8,-2839.008,-9642.019,388.701,-49.409,0.650408,0.759349,-0.018929,-0.759349,0.650625,0.008744,0.018955,0.008687,0.999783,0,0.64000,-0.02498,38.400,-0.050,-1,525.000,-1,500.000,-1,375.000,375.000,225.000,300.000,775.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
9,-2810.931,-9674.850,389.958,-49.462,0.649810,0.759937,-0.015605,-0.760005,0.649913,0.002195,0.011810,0.010433,0.999876,0,0.72000,-0.02644,43.200,-0.053,-1,550.000,-1,500.000,-1,375.000,375.000,225.000,275.000,825.000,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,2,2,2,2
