timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-8408.946,-6585.934,291.791,-65.441,0.374077,0.894873,0.243452,-0.905743,0.408926,-0.111396,-0.199239,-0.178834,0.963495,1,0.08000,-0.12000,4.800,-0.240,-1,650.000,-1,150.000,200.000,175.000,125.000,950.000,350.000,25.000,0.000,-1,525.000,-1,225.000,-1,125.000,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1
1,-8405.017,-6594.698,290.724,-65.921,0.364965,0.897616,0.247154,-0.908801,0.401124,-0.114806,-0.202191,-0.182714,0.962151,0,0.16000,-0.24000,9.600,-0.480,-1,575.000,975.000,150.000,200.000,150.000,125.000,950.000,350.000,0.000,0.000,-1,550.000,-1,200.000,-1,125.000,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1
2,2951.706,-1640.157,227.039,-168.625,-0.967179,0.193668,-0.164492,-0.155036,-0.962676,-0.221852,-0.201318,-0.189068,0.961106,1,0.00000,0.00000,14.400,-0.720,-1,-1,-1,150.000,-1,325.000,125.000,300.000,-1,250.000,0.000,-1,-1,-1,250.000,-1,350.000,2,2,2,0,2,1,1,1,2,1,1,2,2,2,0,2,0
3,2950.551,3608.190,-220.714,64.809,0.364780,-0.801238,-0.474293,0.923346,0.376872,0.073487,0.119867,-0.464743,0.877295,1,0.00000,0.00000,4.800,0.240,-1,-1,-1,300.000,125.000,400.000,300.000,150.000,275.000,50.000,50.000,250.000,-1,-1,400.000,-1,150.000,2,2,2,1,1,1,1,0,1,0,0,0,2,2,1,2,1
4,-8643.849,-6461.991,380.119,-31.696,0.832321,0.521628,0.187475,-0.534684,0.844727,0.023445,-0.146135,-0.119753,0.981990,1,0.08000,0.10452,4.800,0.209,-1,-1,-1,1000.000,-1,-1,-1,200.000,425.000,-1,150.000,50.000,200.000,-1,-1,-1,-1,2,2,2,1,2,2,2,0,1,2,1,1,1,2,2,2,2
5,-8635.672,-6467.017,377.986,-31.489,0.835536,0.519034,0.180231,-0.530667,0.847346,0.019916,-0.142381,-0.112283,0.983423,0,0.16000,0.10329,9.600,0.207,-1,-1,-1,-1,-1,-1,-1,200.000,425.000,-1,150.000,50.000,200.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,1,2,1,1,1,2,2,2,2
6,-8623.378,-6474.511,374.803,-31.286,0.839222,0.516638,0.169682,-0.526288,0.850185,0.014346,-0.136850,-0.101341,0.985394,0,0.24000,0.10156,14.400,0.203,-1,-1,-1,-1,-1,-1,-1,200.000,425.000,-1,150.000,75.000,200.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,1,2,1,1,1,2,2,2,2
7,-8606.941,-6484.432,368.477,-31.088,0.841642,0.513991,0.165689,-0.522667,0.852472,0.010475,-0.135861,-0.095416,0.986122,0,0.32000,0.09927,19.200,0.199,-1,-1,-1,-1,-1,-1,-1,200.000,450.000,-1,175.000,75.000,200.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,1,2,1,1,1,2,2,2,2
8,-8586.345,-6496.755,358.865,-30.895,0.842692,0.511128,0.169167,-0.519859,0.854208,0.008699,-0.140058,-0.095274,0.985549,0,0.40000,0.09633,24.000,0.193,-1,-1,-1,-1,-1,-1,-1,175.000,450.000,-1,175.000,100.000,225.000,-1,-1,-1,-1,2,2,2,2,2,2,2,0,1,2,1,1,1,2,2,2,2
9,8199.002,-8199.437,399.756,164.005,-0.924287,-0.270904,-0.268896,0.308434,-0.945090,-0.108044,-0.224862,-0.182800,0.957090,1,0.00000,0.00000,28.800,0.185,125.000,225.000,725.000,325.000,950.000,225.000,250.000,250.000,550.000,-1,-1,0.000,375.000,325.000,475.000,150.000,650.000,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,0,0
