timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,15522.144,-12066.593,-33.334,-29.667,0,0.08000,0.12000,9.600,1.080,-1,325.000,-1,225.000,150.000,250.000,200.000,350.000,225.000,-1,0.000,0.000,425.000,725.000,325.000,-1,150.000,2,1,2,1,1,1,1,0,0,2,0,0,0,1,1,2,1
2,15565.429,-12087.297,-27.743,-24.267,0,0.24000,0.36000,28.800,3.240,-1,375.000,-1,225.000,100.000,250.000,200.000,350.000,225.000,-1,0.000,0.000,475.000,800.000,325.000,-1,125.000,2,1,2,1,1,1,1,0,0,2,0,0,0,1,1,2,1
4,15647.986,-12112.454,-16.094,-14.547,0,0.40000,0.60000,48.000,5.400,-1,425.000,-1,250.000,75.000,300.000,250.000,325.000,200.000,-1,25.000,0.000,675.000,-1,475.000,-1,75.000,2,1,2,1,1,1,1,0,1,2,0,0,0,2,1,2,1
6,15772.212,-12121.311,2.909,-0.660,0,0.56000,0.82308,67.200,7.408,-1,550.000,-1,375.000,75.000,350.000,325.000,300.000,150.000,1000.000,125.000,125.000,975.000,-1,-1,-1,-1,2,1,2,1,1,1,1,0,1,0,0,0,0,2,2,2,2
8,15932.663,-12093.110,28.237,13.186,0,0.72000,0.75971,86.400,6.837,-1,900.000,-1,425.000,-1,450.000,400.000,300.000,150.000,925.000,325.000,325.000,-1,-1,-1,-1,-1,2,1,2,1,2,1,1,0,1,0,0,0,2,2,2,2,2
10,12685.885,-10340.207,-162.628,-30.541,1,0.08000,-0.12000,9.600,-1.080,25.000,200.000,650.000,275.000,875.000,175.000,225.000,200.000,200.000,-1,-1,-1,-1,275.000,425.000,25.000,550.000,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0
12,12725.359,-10367.484,-168.322,-35.941,0,0.24000,-0.36000,28.800,-3.240,0.000,175.000,550.000,250.000,775.000,150.000,200.000,175.000,200.000,-1,-1,-1,-1,250.000,375.000,0.000,475.000,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,0,0
14,12788.692,-10426.154,-180.677,-44.850,0,0.40000,-0.50984,48.000,-4.589,-1,350.000,-1,375.000,850.000,300.000,300.000,325.000,100.000,-1,0.000,0.000,0.000,650.000,650.000,-1,925.000,2,0,2,0,1,0,0,0,1,2,0,1,1,0,0,2,1
16,12865.764,-10524.189,-180.819,-53.906,0,0.56000,-0.50070,67.200,-4.506,-1,350.000,-1,375.000,750.000,300.000,300.000,325.000,100.000,-1,25.000,0.000,25.000,650.000,675.000,-1,800.000,2,0,2,0,1,0,0,0,1,2,1,1,1,0,0,2,1
18,12945.603,-10666.390,-181.957,-62.755,0,0.72000,-0.48819,86.400,-4.394,-1,375.000,-1,375.000,625.000,300.000,300.000,325.000,125.000,-1,275.000,0.000,75.000,675.000,600.000,-1,650.000,2,0,2,0,1,0,0,0,1,2,0,1,1,0,1,2,1
20,13006.816,-10827.345,-184.211,-71.305,0,0.71410,-0.47026,85.692,-4.232,1000.000,375.000,825.000,375.000,475.000,300.000,325.000,325.000,150.000,-1,725.000,275.000,150.000,600.000,475.000,800.000,500.000,1,0,1,1,1,0,0,0,1,2,0,1,1,1,1,1,1
