timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-7278.622,2378.211,-120.222,-47.369,0.676017,0.736450,0.025354,-0.734377,0.676153,-0.059230,-0.060763,0.021421,0.997922,0,0.34461,-0.22553,2.902,0.031,-1,929.863,-1,875.934,-1,687.786,696.171,-1,376.296,-1,940.631,947.483,929.802,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
1,-7276.316,2375.888,-115.411,-47.323,0.676910,0.735777,0.020628,-0.734151,0.676903,-0.053142,-0.053063,0.020829,0.998374,0,0.34461,-0.22553,3.273,0.046,-1,957.370,-1,899.352,-1,723.496,731.944,-1,386.041,-1,926.622,932.902,927.058,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
2,-7273.776,2373.345,-111.597,-47.273,0.677779,0.735080,0.016506,-0.733813,0.677681,-0.047615,-0.046187,0.020160,0.998729,0,0.34461,-0.22553,3.594,0.050,-1,982.760,-1,914.651,-1,748.946,757.995,-1,394.147,-1,910.957,919.503,924.250,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
3,-7270.956,2370.568,-108.912,-47.209,0.678803,0.734220,0.012132,-0.733270,0.678623,-0.042255,-0.039257,0.019787,0.999033,0,0.34461,-0.22553,3.958,0.064,-1,1002.775,-1,928.588,-1,772.689,782.137,-1,400.090,-1,891.583,901.519,918.514,-1,-1,-1,-1,2,0,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
4,-7267.865,2367.596,-107.336,-47.131,0.679967,0.733205,0.007469,-0.732523,0.679715,-0.037390,-0.032492,0.019953,0.999273,0,0.34461,-0.22553,4.287,0.078,-1,-1,-1,940.925,-1,794.098,803.168,-1,403.631,-1,870.329,881.486,910.011,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
5,-7264.537,2364.465,-106.728,-47.040,0.681237,0.732056,0.003202,-0.731572,0.680933,-0.033637,-0.026804,0.020573,0.999429,0,0.34461,-0.22553,4.570,0.090,-1,-1,-1,949.911,-1,810.948,817.922,-1,405.020,-1,851.172,863.755,901.335,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
6,-7261.009,2361.195,-106.944,-46.938,0.682603,0.730789,0.000158,-0.730421,0.682267,-0.031563,-0.023174,0.021429,0.999502,0,0.34461,-0.22553,4.810,0.102,-1,-1,-1,954.092,-1,820.764,825.932,-1,404.655,-1,838.446,851.625,893.969,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
7,-7257.292,2357.796,-107.885,-46.825,0.684064,0.729421,-0.001165,-0.729083,0.683696,-0.031599,-0.022252,0.022465,0.999500,0,0.34461,-0.22553,5.037,0.114,-1,-1,-1,952.291,-1,821.706,825.562,-1,402.719,-1,836.104,848.325,890.534,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
8,-7253.400,2354.277,-109.492,-46.701,0.685597,0.727981,-0.000505,-0.727570,0.685186,-0.034089,-0.024470,0.023738,0.999419,0,0.34461,-0.22553,5.246,0.123,-1,-1,-1,943.602,-1,812.719,815.858,-1,399.230,-1,846.253,858.986,891.877,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
9,-7249.360,2350.637,-111.724,-46.567,0.687201,0.726464,0.002401,-0.725844,0.686744,-0.039152,-0.030091,0.025163,0.999230,0,0.34461,-0.22553,5.438,0.135,-1,-1,-1,928.658,-1,793.544,796.632,-1,394.326,-1,871.897,883.600,898.695,-1,-1,-1,-1,2,2,2,0,2,0,0,2,0,2,0,0,0,2,2,2,2
