timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,324.715,-2292.231,15.776,132.635,1,0.08000,-0.12000,4.800,-0.240,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,525.000,700.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
1,318.272,-2285.115,15.106,132.155,0,0.16000,-0.24000,9.600,-0.480,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,525.000,700.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
2,308.743,-2274.319,14.130,131.435,0,0.24000,-0.36000,14.400,-0.720,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,550.000,700.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
3,296.232,-2259.754,12.846,130.660,0,0.32000,-0.38747,19.200,-0.775,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,550.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
4,280.839,-2241.341,11.228,129.896,0,0.40000,-0.38203,24.000,-0.764,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,575.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
5,262.658,-2219.005,9.265,129.145,0,0.48000,-0.37524,28.800,-0.750,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,600.000,700.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
6,241.782,-2192.677,6.928,128.411,0,0.56000,-0.36708,33.600,-0.734,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,600.000,700.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
7,218.302,-2162.292,4.145,127.696,0,0.64000,-0.35753,38.400,-0.715,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,625.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
8,193.450,-2129.318,1.121,127.003,0,0.68818,-0.34652,41.291,-0.693,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,650.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
9,168.831,-2095.844,-1.955,126.334,0,0.69255,-0.33458,41.553,-0.669,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,675.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
10,144.429,-2061.871,-5.082,125.689,0,0.69714,-0.32245,41.828,-0.645,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,725.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
11,120.230,-2027.399,-8.259,125.069,0,0.70195,-0.31012,42.117,-0.620,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,750.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
12,96.219,-1992.430,-11.486,124.474,0,0.70699,-0.29759,42.419,-0.595,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,775.000,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
13,72.382,-1956.961,-14.736,123.904,0,0.71225,-0.28486,42.735,-0.570,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,800.000,725.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,1,0,0,2,2
