timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-1253.566,-5380.773,-141.063,-49.879,0.644401,0.764611,-0.010801,-0.764679,0.644398,-0.004254,0.003707,0.011001,0.999933,0,0.40378,-1.00000,0.587,0.012,14.427,615.109,-1,643.245,-1,520.426,529.113,514.976,463.927,-1,-1,-1,-1,-1,-1,24.807,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
1,-1252.955,-5381.596,-139.426,-49.882,0.644354,0.764632,-0.012098,-0.764696,0.644390,-0.001155,0.006913,0.009996,0.999926,0,0.40378,-1.00000,1.025,-0.003,-1,627.313,-1,656.869,-1,530.634,539.739,517.462,469.336,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
2,-1252.183,-5382.885,-138.917,-49.935,0.643620,0.765238,-0.012781,-0.765265,0.643704,0.003705,0.011062,0.007396,0.999911,0,0.40378,-1.00000,1.502,-0.053,-1,638.299,-1,671.191,-1,539.930,549.779,514.050,474.684,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
3,-1251.309,-5384.609,-139.473,-50.057,0.641947,0.766648,-0.012430,-0.766585,0.642061,0.010265,0.015851,0.002939,0.999870,0,0.40378,-1.00000,1.933,-0.122,-1,647.916,-1,684.468,-1,548.046,559.070,504.533,480.525,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,-1250.316,-5386.725,-140.870,-50.245,0.639369,0.768816,-0.011362,-0.768618,0.639465,0.017652,0.020836,-0.002553,0.999780,0,0.40378,-1.00000,2.337,-0.188,-1,655.113,-1,697.191,-1,554.997,567.606,491.184,486.146,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
5,-1249.235,-5389.085,-142.602,-50.460,0.636434,0.771262,-0.010341,-0.770967,0.636488,0.022219,0.023719,-0.006169,0.999700,0,0.40378,-1.00000,2.596,-0.215,11.475,656.839,-1,702.220,-1,556.825,570.401,480.254,487.933,-1,-1,-1,-1,-1,-1,22.519,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
6,-1248.120,-5391.711,-144.341,-50.669,0.633625,0.773580,-0.009666,-0.773276,0.633661,0.022775,0.023743,-0.006956,0.999694,0,0.40378,-1.00000,2.853,-0.208,18.654,652.429,-1,696.923,-1,552.679,566.242,473.937,484.951,-1,-1,-1,-1,-1,-1,22.518,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
7,-1246.986,-5394.643,-145.875,-50.863,0.631035,0.775698,-0.009379,-0.775471,0.631085,0.019421,0.020984,-0.004983,0.999767,0,0.40378,-1.00000,3.144,-0.195,18.653,642.799,-1,682.411,-1,543.365,555.947,472.503,477.821,-1,-1,-1,-1,-1,-1,22.518,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
8,-1245.837,-5397.927,-147.110,-51.057,0.628467,0.777779,-0.009447,-0.777668,0.628538,0.013162,0.016175,-0.000925,0.999869,0,0.40378,-1.00000,3.479,-0.194,18.653,630.183,-1,663.525,-1,530.945,542.080,475.121,468.021,-1,-1,-1,-1,-1,-1,22.518,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
9,-1244.689,-5401.547,-148.001,-51.252,0.625862,0.779867,-0.010192,-0.779864,0.625928,0.005189,0.010427,0.004701,0.999935,0,0.40378,-1.00000,3.798,-0.195,18.653,617.743,-1,642.307,-1,518.646,527.487,481.269,456.712,-1,-1,-1,-1,-1,-1,22.518,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,1,2
