timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-981.692,9515.280,-7.230,62.637,1,0.08000,0.12000,4.800,0.240,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,750.000,-1,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
1,-977.351,9523.842,-7.315,63.117,0,0.16000,0.24000,9.600,0.480,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,750.000,-1,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
2,-970.970,9536.751,-7.443,63.696,0,0.24000,0.28953,14.400,0.579,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,750.000,-1,725.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
3,-962.635,9554.048,-7.613,64.270,0,0.32000,0.28677,19.200,0.574,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,750.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
4,-952.430,9575.770,-7.826,64.836,0,0.40000,0.28311,24.000,0.566,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,800.000,750.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
5,-940.438,9601.955,-8.078,65.393,0,0.48000,0.27853,28.800,0.557,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,800.000,750.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
6,-926.739,9632.635,-8.371,65.939,0,0.56000,0.27301,33.600,0.546,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,800.000,750.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
7,-911.410,9667.843,-8.703,66.472,0,0.64000,0.26653,38.400,0.533,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,800.000,750.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
8,-894.524,9707.606,-9.048,66.990,0,0.72000,0.25902,43.200,0.518,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,775.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
9,-876.148,9751.949,-9.317,67.491,0,0.80000,0.25043,48.000,0.501,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,850.000,800.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
10,-857.368,9798.369,-9.578,67.973,0,0.83458,0.24070,50.075,0.481,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,875.000,825.000,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
11,-838.888,9845.124,-9.846,68.433,0,0.83791,0.23032,50.275,0.461,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,900.000,850.000,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
12,-820.641,9892.345,-10.119,68.873,0,0.84372,0.21997,50.623,0.440,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,950.000,875.000,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
