timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-6231.356,4919.492,96.924,-161.770,1,0.00000,0.00000,4.800,0.240,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
1,-6235.921,4918.009,97.120,-162.010,0,0.08000,-0.12000,4.800,-0.240,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
2,-6245.076,4915.121,97.507,-162.490,0,0.16000,-0.24000,9.600,-0.480,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,925.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
3,-6258.856,4910.939,98.083,-163.116,0,0.24000,-0.31292,14.400,-0.626,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,900.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
4,-6277.287,4905.561,98.847,-163.734,0,0.32000,-0.30891,19.200,-0.618,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,925.000,900.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
5,-6300.397,4899.083,99.793,-164.342,0,0.40000,-0.30387,24.000,-0.608,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,925.000,900.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,0,2,2
6,-6328.207,4891.599,100.916,-164.937,0,0.48000,-0.29772,28.800,-0.595,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,925.000,900.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,1,2,2
7,-6360.739,4883.196,102.211,-165.518,0,0.56000,-0.29035,33.600,-0.581,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,925.000,875.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,1,2,2
8,-6398.012,4873.959,103.671,-166.081,0,0.64000,-0.28167,38.400,-0.563,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,1000.000,2,0,2,0,2,0,0,0,0,2,2,2,2,1,1,2,1
9,-6440.040,4863.966,105.292,-166.624,0,0.72000,-0.27154,43.200,-0.543,1000.000,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,825.000,-1,950.000,1,0,2,0,2,0,0,0,0,2,2,2,2,1,1,2,1
