timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,6882.503,-328.342,28.252,-175.507,1,0.08000,0.12000,4.800,0.240,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,6872.939,-329.174,28.123,-175.027,0,0.16000,0.24000,9.600,0.480,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,6858.610,-330.603,27.941,-174.307,0,0.24000,0.36000,14.400,0.720,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,6839.539,-332.827,27.716,-173.347,0,0.32000,0.48000,19.200,0.960,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,6815.764,-336.106,27.461,-172.147,0,0.40000,0.60000,24.000,1.200,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,6787.342,-340.757,27.193,-170.707,0,0.48000,0.72000,28.800,1.440,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,6754.357,-347.153,26.932,-169.027,0,0.56000,0.84000,33.600,1.680,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,6716.925,-355.721,26.697,-167.107,0,0.64000,0.96000,38.400,1.920,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,6675.176,-366.824,26.509,-165.107,0,0.72000,1.00000,43.200,2.000,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
9,6629.247,-380.772,26.392,-163.107,0,0.80000,1.00000,48.000,2.000,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,275.000,-1,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
10,6579.292,-397.869,26.505,-161.107,0,0.88000,1.00000,52.800,2.000,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
11,6525.479,-418.410,26.781,-159.107,0,0.96000,1.00000,57.600,2.000,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,6470.205,-441.751,27.286,-157.107,0,1.00000,1.00000,60.000,2.000,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
13,6415.779,-467.006,28.085,-155.107,0,1.00000,1.00000,60.000,2.000,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
14,6362.268,-494.146,29.114,-153.107,0,1.00000,1.00000,60.000,2.000,1000.000,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,725.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
15,6309.737,-523.136,30.236,-151.107,0,1.00000,1.00000,60.000,2.000,925.000,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,725.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
16,6258.249,-553.942,31.433,-149.107,0,1.00000,1.00000,60.000,2.000,875.000,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,725.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
17,6207.868,-586.527,32.755,-147.107,0,1.00000,1.00000,60.000,2.000,825.000,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,725.000,1000.000,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
18,6158.655,-620.849,34.446,-145.107,0,1.00000,1.00000,60.000,2.000,775.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,750.000,925.000,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,1,2
19,6110.669,-656.869,36.257,-143.107,0,1.00000,1.00000,60.000,2.000,725.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,975.000,825.000,-1,675.000,750.000,850.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
20,6063.970,-694.541,38.326,-141.107,0,1.00000,1.00000,60.000,2.000,675.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,825.000,700.000,-1,675.000,750.000,800.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
21,6022.242,-730.677,40.370,-139.107,0,0.92000,1.00000,55.200,2.000,650.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,775.000,650.000,-1,675.000,725.000,725.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
22,5983.750,-766.438,42.573,-137.107,0,0.87568,1.00000,52.541,2.000,600.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,750.000,625.000,-1,675.000,725.000,675.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
23,5946.268,-803.780,44.900,-135.107,0,0.88181,1.00000,52.909,2.000,550.000,375.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,725.000,625.000,-1,650.000,725.000,625.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
24,5909.857,-842.680,47.330,-133.107,0,0.88803,1.00000,53.282,2.000,500.000,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,725.000,625.000,-1,600.000,725.000,575.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
25,5874.578,-883.111,49.857,-131.107,0,0.89432,1.00000,53.659,2.000,475.000,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,700.000,600.000,-1,550.000,700.000,525.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
26,5839.314,-926.493,52.985,-129.107,0,0.93177,1.00000,55.906,2.000,425.000,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,675.000,600.000,-1,525.000,725.000,450.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
27,5805.219,-971.562,56.476,-127.107,0,0.94187,1.00000,56.512,2.000,375.000,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,625.000,575.000,-1,475.000,725.000,400.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
28,5772.366,-1018.296,60.154,-125.107,0,0.95211,1.00000,57.126,2.000,350.000,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,625.000,575.000,-1,425.000,725.000,350.000,-1,1,1,2,0,2,0,0,0,0,2,0,0,2,1,1,1,2
29,5740.824,-1066.668,63.942,-123.107,0,0.96245,1.00000,57.747,2.000,300.000,325.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,575.000,525.000,-1,375.000,700.000,300.000,-1,1,1,2,0,2,0,0,0,0,2,0,0,2,1,1,1,2
30,5710.667,-1116.646,67.838,-121.107,0,0.97286,1.00000,58.371,2.000,250.000,300.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,500.000,425.000,-1,350.000,675.000,250.000,-1,1,1,2,0,2,1,0,0,0,2,0,0,2,1,1,1,2
31,5681.968,-1168.192,72.175,-119.107,0,0.98329,1.00000,58.997,2.000,200.000,250.000,700.000,400.000,-1,250.000,300.000,300.000,325.000,-1,475.000,400.000,-1,300.000,625.000,200.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
32,5654.802,-1221.265,76.649,-117.107,0,0.99369,1.00000,59.622,2.000,150.000,225.000,550.000,350.000,-1,225.000,275.000,300.000,325.000,-1,450.000,400.000,-1,250.000,550.000,150.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
33,5629.343,-1275.596,89.057,-115.107,0,1.00000,1.00000,60.000,2.000,150.000,200.000,600.000,350.000,-1,200.000,275.000,375.000,300.000,-1,300.000,175.000,850.000,250.000,750.000,150.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,0,1,0,1,2
34,5605.796,-1330.782,102.647,-113.107,0,1.00000,1.00000,60.000,2.000,150.000,200.000,-1,325.000,-1,200.000,250.000,475.000,275.000,-1,225.000,125.000,525.000,250.000,850.000,150.000,-1,1,1,2,1,2,1,1,1,0,2,0,0,0,1,0,1,2
35,5584.189,-1386.757,116.488,-111.107,0,1.00000,1.00000,60.000,2.000,150.000,200.000,-1,325.000,-1,200.000,250.000,475.000,250.000,-1,225.000,75.000,350.000,250.000,975.000,150.000,-1,1,1,2,1,2,1,1,1,0,2,0,0,0,1,0,1,2
36,-3607.627,-2295.763,-4.622,-11.943,1,0.00000,0.00000,60.000,2.000,-1,450.000,-1,375.000,550.000,375.000,350.000,200.000,250.000,-1,900.000,750.000,-1,800.000,600.000,-1,725.000,2,1,2,0,0,0,0,1,0,2,0,0,2,1,0,2,0
37,-6229.818,-8850.538,113.368,71.308,1,0.08000,-0.12000,4.800,-0.240,-1,400.000,-1,375.000,1000.000,325.000,300.000,300.000,300.000,-1,550.000,525.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2
38,-6226.665,-8841.470,113.561,70.828,0,0.16000,-0.24000,9.600,-0.480,-1,400.000,-1,375.000,1000.000,325.000,300.000,300.000,300.000,-1,550.000,525.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2
39,-6221.766,-8827.929,113.851,70.108,0,0.24000,-0.36000,14.400,-0.720,-1,400.000,-1,375.000,1000.000,325.000,300.000,300.000,300.000,-1,575.000,550.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,2
