timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,983.898,8199.153,17.208,-159.022,1,0.00000,0.00000,4.800,-0.240,250.000,250.000,1000.000,425.000,-1,225.000,275.000,450.000,275.000,-1,450.000,225.000,-1,325.000,950.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
1,979.424,8197.415,17.349,-158.782,0,0.08000,0.12000,4.800,0.240,250.000,250.000,1000.000,425.000,-1,225.000,275.000,450.000,275.000,-1,425.000,225.000,-1,325.000,925.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
2,970.504,8193.866,17.636,-158.302,0,0.16000,0.24000,9.600,0.480,250.000,225.000,950.000,400.000,-1,225.000,275.000,450.000,275.000,-1,425.000,200.000,-1,300.000,900.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
3,957.192,8188.374,18.078,-157.582,0,0.24000,0.36000,14.400,0.720,250.000,225.000,925.000,400.000,-1,225.000,275.000,450.000,275.000,-1,400.000,200.000,-1,300.000,850.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
4,939.568,8180.756,18.693,-156.622,0,0.32000,0.48000,19.200,0.960,250.000,225.000,875.000,375.000,-1,225.000,250.000,475.000,275.000,-1,375.000,175.000,-1,300.000,800.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,2,1,1,1,2
5,917.743,8170.773,19.499,-155.422,0,0.40000,0.60000,24.000,1.200,250.000,225.000,800.000,350.000,-1,200.000,250.000,500.000,275.000,-1,350.000,150.000,975.000,275.000,725.000,225.000,-1,1,1,1,1,2,1,1,0,0,2,0,0,0,1,1,1,2
6,-8199.153,-8855.085,281.837,105.199,1,0.00000,0.00000,28.800,1.440,125.000,225.000,-1,600.000,-1,225.000,350.000,350.000,125.000,-1,-1,-1,700.000,275.000,-1,125.000,-1,1,1,2,0,2,1,1,0,1,2,2,2,1,1,2,1,2
7,-7542.944,-7548.012,349.968,-86.699,1,0.08000,-0.12000,4.800,-0.240,625.000,400.000,575.000,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,475.000,500.000,550.000,600.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
8,-7542.471,-7557.601,348.985,-87.179,0,0.16000,-0.24000,9.600,-0.480,600.000,400.000,575.000,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,475.000,475.000,550.000,600.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
9,-7541.943,-7571.991,347.509,-87.899,0,0.24000,-0.36000,14.400,-0.720,575.000,375.000,550.000,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,450.000,475.000,525.000,600.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
10,-7541.561,-7591.187,345.542,-88.859,0,0.32000,-0.48000,19.200,-0.960,550.000,375.000,525.000,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,450.000,475.000,500.000,600.000,1,1,1,1,2,1,1,0,0,2,2,2,2,1,1,1,1
