timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,323.703,2293.556,-254.835,-152.629,1,0.08000,-0.12000,4.800,-0.240,-1,375.000,-1,375.000,975.000,300.000,300.000,325.000,300.000,425.000,275.000,300.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,2
1,315.142,2289.214,-255.125,-153.109,0,0.16000,-0.24000,9.600,-0.480,-1,375.000,-1,375.000,975.000,300.000,300.000,325.000,300.000,450.000,250.000,300.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,2
2,302.218,2282.863,-255.566,-153.829,0,0.24000,-0.36000,14.400,-0.720,-1,375.000,-1,375.000,1000.000,300.000,300.000,325.000,300.000,450.000,250.000,275.000,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,2
3,284.847,2274.685,-256.165,-154.789,0,0.32000,-0.48000,19.200,-0.960,-1,375.000,-1,375.000,1000.000,300.000,300.000,325.000,300.000,475.000,250.000,275.000,-1,750.000,650.000,-1,-1,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,2
4,262.923,2264.919,-256.931,-155.989,0,0.40000,-0.60000,24.000,-1.200,-1,375.000,-1,375.000,-1,300.000,300.000,325.000,300.000,500.000,250.000,275.000,-1,750.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
5,236.329,2253.864,-257.874,-157.429,0,0.48000,-0.72000,28.800,-1.440,-1,375.000,-1,375.000,-1,325.000,300.000,325.000,300.000,550.000,225.000,250.000,-1,750.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
6,204.963,2241.818,-259.009,-158.990,0,0.56000,-0.78027,33.600,-1.561,-1,400.000,-1,375.000,-1,325.000,300.000,325.000,300.000,575.000,225.000,250.000,-1,775.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
7,168.752,2229.038,-260.351,-160.560,0,0.64000,-0.78541,38.400,-1.571,-1,400.000,-1,375.000,-1,325.000,300.000,325.000,300.000,625.000,200.000,225.000,-1,775.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
8,127.633,2215.791,-261.903,-162.143,0,0.72000,-0.79134,43.200,-1.583,-1,400.000,-1,375.000,-1,325.000,300.000,325.000,300.000,675.000,200.000,225.000,-1,800.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
9,82.361,2202.586,-263.508,-163.739,0,0.78599,-0.79808,47.159,-1.596,-1,400.000,-1,375.000,-1,325.000,300.000,325.000,300.000,750.000,200.000,200.000,-1,800.000,650.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
10,36.437,2190.581,-264.537,-165.350,0,0.79112,-0.80551,47.467,-1.611,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,300.000,800.000,200.000,225.000,-1,800.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
11,-10.126,2179.811,-265.411,-166.976,0,0.79654,-0.81304,47.792,-1.626,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,300.000,875.000,225.000,250.000,-1,825.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
12,-57.313,2170.312,-266.106,-168.618,0,0.80222,-0.82066,48.133,-1.641,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,300.000,950.000,250.000,275.000,-1,825.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
13,-105.103,2162.121,-266.348,-170.274,0,0.80811,-0.82838,48.487,-1.657,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,300.000,-1,275.000,325.000,-1,825.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
14,-153.473,2155.277,-266.618,-171.947,0,0.81420,-0.83618,48.852,-1.672,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,325.000,-1,325.000,350.000,-1,850.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
15,-202.396,2149.820,-266.917,-173.635,0,0.82045,-0.84406,49.227,-1.688,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,325.000,-1,350.000,400.000,-1,850.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
16,-251.842,2145.788,-267.240,-175.339,0,0.82683,-0.85201,49.610,-1.704,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,325.000,-1,400.000,425.000,-1,850.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
17,-301.775,2143.223,-267.579,-177.059,0,0.83332,-0.86003,49.999,-1.720,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,325.000,-1,425.000,450.000,-1,850.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
