timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-4266.970,-4916.114,-125.246,135.273,1,0.08000,0.12000,4.800,0.240,-1,375.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,-4273.846,-4909.415,-125.744,135.753,0,0.16000,0.24000,9.600,0.480,-1,375.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,-4284.286,-4899.497,-126.490,136.466,0,0.24000,0.35649,14.400,0.713,-1,375.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,-4298.369,-4886.446,-127.497,137.180,0,0.32000,0.35726,19.200,0.715,-1,375.000,-1,400.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,-4316.175,-4870.355,-128.829,137.897,0,0.40000,0.35828,24.000,0.717,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,-4337.784,-4851.315,-130.394,138.616,0,0.48000,0.35954,28.800,0.719,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,-4363.272,-4829.422,-132.188,139.338,0,0.56000,0.36105,33.600,0.722,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,-4392.715,-4804.771,-134.224,140.063,0,0.64000,0.36276,38.400,0.726,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,-4426.189,-4777.463,-136.495,140.793,0,0.72000,0.36465,43.200,0.729,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
9,-4463.768,-4747.600,-139.000,141.526,0,0.80000,0.36667,48.000,0.733,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,625.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
10,-4502.103,-4717.932,-141.463,142.264,0,0.80790,0.36878,48.474,0.738,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,625.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
11,-4540.732,-4688.828,-143.596,143.005,0,0.80609,0.37076,48.365,0.742,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,625.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,-4579.642,-4660.299,-145.700,143.750,0,0.80414,0.37257,48.248,0.745,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,650.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
13,-4618.819,-4632.352,-147.701,144.499,0,0.80206,0.37422,48.124,0.748,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,600.000,-1,650.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,0,2,0,0,2,2
14,-4658.251,-4604.998,-149.652,145.250,0,0.79986,0.37569,47.991,0.751,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,725.000,475.000,-1,650.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,0,0,2,0,0,2,2
15,-4701.894,-4575.295,-151.508,145.761,0,0.87986,0.25569,52.791,0.511,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,625.000,450.000,-1,650.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,0,0,2,0,0,2,2
16,-4748.283,-4544.044,-153.394,146.033,0,0.93223,0.13569,55.934,0.271,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,600.000,450.000,-1,675.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,0,0,2,0,0,2,2
17,-4794.577,-4513.099,-155.171,146.240,0,0.92805,0.10348,55.683,0.207,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,575.000,450.000,-1,675.000,675.000,-1,-1,2,0,2,0,2,0,0,1,0,2,0,0,2,0,0,2,2
18,-4840.762,-4482.470,-156.542,146.448,0,0.92365,0.10407,55.419,0.208,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,550.000,450.000,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,1,0,2,0,0,2,0,0,2,2
19,-4886.836,-4452.155,-157.893,146.657,0,0.91920,0.10431,55.152,0.209,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,525.000,450.000,-1,700.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
20,-4932.797,-4422.153,-159.225,146.865,0,0.91477,0.10422,54.886,0.208,1000.000,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,475.000,425.000,-1,725.000,725.000,-1,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
21,-4978.646,-4392.461,-160.539,147.073,0,0.91041,0.10378,54.625,0.208,975.000,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,425.000,400.000,-1,725.000,750.000,-1,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
22,-5024.388,-4363.071,-161.834,147.279,0,0.90616,0.10301,54.369,0.206,925.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,375.000,350.000,-1,750.000,750.000,1000.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
23,-5070.027,-4333.976,-162.873,147.482,0,0.90207,0.10192,54.124,0.204,900.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,375.000,350.000,-1,750.000,750.000,950.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
24,-5115.570,-4305.167,-163.727,147.683,0,0.89817,0.10052,53.890,0.201,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,400.000,350.000,-1,775.000,775.000,900.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,0,0,1,2
25,-5161.026,-4276.631,-164.487,147.881,0,0.89451,0.09882,53.671,0.198,800.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,425.000,375.000,-1,800.000,775.000,875.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
26,-5206.405,-4248.357,-165.350,148.075,0,0.89112,0.09682,53.467,0.194,750.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,450.000,400.000,-1,775.000,775.000,825.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
27,-5251.719,-4220.331,-166.205,148.264,0,0.88801,0.09454,53.281,0.189,725.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,475.000,425.000,-1,725.000,775.000,775.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
28,-5296.980,-4192.538,-167.059,148.448,0,0.88522,0.09198,53.113,0.184,675.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,500.000,450.000,-1,700.000,775.000,750.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
29,-5342.201,-4164.964,-167.707,148.626,0,0.88275,0.08917,52.965,0.178,625.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,550.000,500.000,-1,675.000,775.000,700.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
30,-5387.395,-4137.592,-168.133,148.798,0,0.88061,0.08610,52.837,0.172,600.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,600.000,575.000,-1,650.000,775.000,650.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
31,-5432.576,-4110.406,-168.588,148.964,0,0.87882,0.08279,52.729,0.166,550.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,675.000,625.000,-1,625.000,750.000,600.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
32,-5481.895,-4080.787,-169.185,149.013,0,0.95882,0.02465,57.529,0.049,500.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,775.000,725.000,-1,600.000,750.000,550.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
33,-5533.316,-4049.982,-169.819,149.075,0,0.99904,0.03099,59.942,0.062,450.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,875.000,825.000,-1,575.000,750.000,500.000,-1,1,0,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
34,-5584.827,-4019.216,-170.462,149.151,0,1.00000,0.03797,60.000,0.076,400.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,975.000,925.000,-1,550.000,750.000,450.000,-1,1,1,2,0,2,0,0,0,0,2,0,0,2,1,0,1,2
35,-5636.387,-3988.531,-171.116,149.242,0,1.00000,0.04536,60.000,0.091,350.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,550.000,750.000,400.000,-1,1,1,2,0,2,0,0,0,0,2,2,2,2,1,0,1,2
36,-5688.004,-3957.942,-171.620,149.348,0,1.00000,0.05319,60.000,0.106,325.000,350.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,550.000,750.000,350.000,-1,1,1,2,0,2,1,0,0,0,2,2,2,2,1,0,1,2
37,-5739.686,-3927.463,-172.195,149.471,0,1.00000,0.06147,60.000,0.123,275.000,350.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,550.000,750.000,300.000,-1,1,1,2,0,2,1,0,0,0,2,2,2,2,1,0,1,2
38,-5791.443,-3897.112,-172.861,149.612,0,1.00000,0.07022,60.000,0.140,225.000,325.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,600.000,750.000,275.000,-1,1,1,2,0,2,1,0,0,0,2,2,2,2,1,0,1,2
