timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-980.538,-9514.444,152.183,-45.565,1,0.08000,0.12000,4.800,0.240,650.000,250.000,525.000,275.000,875.000,225.000,225.000,325.000,325.000,-1,-1,-1,-1,350.000,375.000,425.000,500.000,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1
1,-973.760,-9521.243,152.574,-45.085,0,0.16000,0.24000,9.600,0.480,650.000,250.000,500.000,275.000,825.000,225.000,225.000,325.000,325.000,-1,-1,-1,-1,350.000,375.000,425.000,500.000,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1
2,-963.465,-9531.311,153.199,-44.365,0,0.24000,0.36000,14.400,0.720,675.000,250.000,500.000,250.000,800.000,225.000,225.000,325.000,350.000,-1,-1,-1,-1,350.000,375.000,425.000,475.000,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1
3,-949.516,-9544.505,154.101,-43.405,0,0.32000,0.48000,19.200,0.960,700.000,250.000,500.000,250.000,725.000,225.000,225.000,325.000,350.000,-1,-1,-1,-1,350.000,350.000,450.000,450.000,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1
4,-931.798,-9560.694,155.161,-42.419,0,0.40000,0.49293,24.000,0.986,750.000,250.000,500.000,250.000,675.000,225.000,225.000,325.000,375.000,-1,-1,700.000,-1,350.000,350.000,450.000,425.000,1,1,1,1,1,1,1,0,0,2,2,0,2,1,1,1,1
5,-910.212,-9579.759,156.496,-41.451,0,0.48000,0.48406,28.800,0.968,800.000,250.000,500.000,250.000,625.000,225.000,225.000,325.000,375.000,-1,475.000,425.000,-1,350.000,350.000,475.000,400.000,1,1,1,1,1,1,1,0,0,2,0,0,2,1,1,1,1
6,-884.663,-9601.581,158.270,-40.502,0,0.56000,0.47447,33.600,0.949,-1,250.000,525.000,250.000,600.000,225.000,200.000,325.000,400.000,-1,300.000,275.000,-1,375.000,350.000,500.000,400.000,2,1,1,1,1,1,1,0,0,2,0,0,2,1,1,1,1
7,8199.153,-983.898,335.063,117.500,1,0.00000,0.00000,38.400,0.928,-1,700.000,-1,300.000,275.000,350.000,275.000,225.000,350.000,300.000,425.000,775.000,-1,-1,-1,-1,225.000,2,0,2,1,1,1,1,0,1,0,0,0,2,2,2,2,1
8,-7543.220,-2295.763,360.655,133.725,1,0.00000,0.00000,4.800,0.240,900.000,225.000,375.000,225.000,-1,175.000,175.000,325.000,325.000,-1,-1,-1,450.000,300.000,300.000,375.000,350.000,1,1,1,1,2,1,1,0,0,2,2,2,1,1,1,1,1
9,-7541.957,-2297.073,360.501,133.965,0,-0.03034,0.12000,-1.820,0.240,925.000,225.000,375.000,225.000,-1,175.000,175.000,325.000,325.000,-1,-1,-1,450.000,300.000,300.000,375.000,350.000,1,1,1,1,2,1,1,0,0,2,2,2,1,1,1,1,1
