timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,2296.986,4258.918,-81.450,-75.240,1,0.08000,-0.06027,4.800,-0.121,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,2299.412,4249.629,-81.960,-75.360,0,0.16000,-0.05976,9.600,-0.120,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,2303.023,4235.690,-82.723,-75.477,0,0.24000,-0.05875,14.400,-0.118,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,2307.800,4217.093,-83.740,-75.592,0,0.32000,-0.05732,19.200,-0.115,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,2313.727,4193.837,-85.011,-75.703,0,0.40000,-0.05552,24.000,-0.111,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,2320.787,4165.915,-86.536,-75.810,0,0.48000,-0.05345,28.800,-0.107,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,800.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,2328.966,4133.326,-88.315,-75.912,0,0.56000,-0.05122,33.600,-0.102,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,2338.249,4096.065,-90.349,-76.010,0,0.64000,-0.04899,38.400,-0.098,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,2348.624,4054.129,-92.638,-76.104,0,0.72000,-0.04691,43.200,-0.094,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,775.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
9,2360.078,4007.516,-95.207,-76.194,0,0.80000,-0.04518,48.000,-0.090,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
10,2372.599,3956.222,-98.342,-76.282,0,0.88000,-0.04402,52.800,-0.088,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
11,2384.918,3905.416,-101.459,-76.370,0,0.87131,-0.04365,52.278,-0.087,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,2396.992,3855.287,-104.747,-76.458,0,0.85937,-0.04424,51.562,-0.088,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
13,2408.823,3805.817,-108.107,-76.550,0,0.84775,-0.04574,50.865,-0.091,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,750.000,750.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
14,2420.416,3756.981,-111.427,-76.646,0,0.83655,-0.04812,50.193,-0.096,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,975.000,-1,-1,-1,750.000,750.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
15,2432.445,3706.868,-114.842,-76.502,0,0.85894,0.07188,51.537,0.144,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,950.000,-1,-1,-1,725.000,750.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
16,2444.676,3657.379,-118.229,-76.118,0,0.84964,0.19188,50.979,0.384,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,950.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
17,2457.330,3608.464,-121.575,-75.495,0,0.84208,0.31188,50.525,0.624,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,950.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
18,2470.628,3560.086,-124.857,-74.631,0,0.83620,0.43188,50.172,0.864,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,950.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
19,2484.781,3512.222,-128.113,-73.527,0,0.83189,0.55188,49.913,1.104,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,975.000,-1,-1,-1,700.000,725.000,-1,-1,2,0,2,0,2,0,0,1,0,1,2,2,2,0,0,2,2
20,2500.001,3464.864,-131.344,-72.183,0,0.82905,0.67188,49.743,1.344,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,1000.000,-1,-1,-1,700.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
21,2516.495,3418.029,-134.553,-70.600,0,0.82757,0.79188,49.654,1.584,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
22,2534.376,3371.721,-137.749,-68.887,0,0.82734,0.85650,49.640,1.713,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
23,2553.634,3325.938,-140.847,-67.186,0,0.82781,0.85012,49.668,1.700,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
24,2572.079,3285.036,-143.520,-65.726,0,0.74781,0.73012,44.868,1.460,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
25,2590.765,3246.080,-146.031,-64.375,0,0.72009,0.67544,43.206,1.351,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
26,2610.363,3207.557,-148.523,-63.036,0,0.72036,0.66960,43.222,1.339,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
27,2630.858,3169.479,-151.006,-61.709,0,0.72072,0.66367,43.243,1.327,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
28,2652.235,3131.859,-153.471,-60.393,0,0.72116,0.65766,43.269,1.315,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
29,2674.478,3094.708,-155.903,-59.090,0,0.72168,0.65155,43.301,1.303,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,675.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
30,2697.571,3058.037,-158.172,-57.800,0,0.72228,0.64535,43.337,1.291,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,700.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
31,2721.499,3021.856,-160.401,-56.521,0,0.72295,0.63907,43.377,1.278,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,-1,-1,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
32,2746.246,2986.176,-162.597,-55.256,0,0.72370,0.63271,43.422,1.265,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,875.000,850.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
33,2771.796,2951.005,-164.760,-54.004,0,0.72453,0.62625,43.472,1.253,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,775.000,750.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
34,2798.133,2916.352,-166.889,-52.764,0,0.72542,0.61972,43.525,1.239,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,700.000,675.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
35,2825.242,2882.226,-168.982,-51.538,0,0.72639,0.61309,43.583,1.226,-1,375.000,-1,375.000,-1,300.000,325.000,300.000,300.000,-1,650.000,625.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,2,0,0,2,2
