timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-5577.912,-5579.528,189.437,-121.227,1,0.08000,-0.12000,4.800,-0.240,-1,400.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,1000.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
1,-5582.958,-5587.696,189.962,-121.707,0,0.16000,-0.24000,9.600,-0.480,-1,400.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,1000.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
2,-5590.679,-5599.850,190.751,-122.427,0,0.24000,-0.36000,14.400,-0.720,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,1000.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,2,2,2
3,-5601.245,-5615.882,191.804,-123.387,0,0.32000,-0.48000,19.200,-0.960,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
4,-5614.828,-5635.668,193.112,-124.470,0,0.40000,-0.54186,24.000,-1.084,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,1000.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
5,-5631.572,-5659.100,194.538,-125.549,0,0.48000,-0.53931,28.800,-1.079,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,1000.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
6,-5651.616,-5686.067,196.120,-126.621,0,0.56000,-0.53625,33.600,-1.072,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,975.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
7,-5675.091,-5716.456,197.814,-127.687,0,0.64000,-0.53264,38.400,-1.065,-1,425.000,-1,400.000,-1,325.000,325.000,325.000,300.000,-1,-1,-1,-1,975.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
8,-5702.127,-5750.150,199.709,-128.744,0,0.72000,-0.52843,43.200,-1.057,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,950.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
9,-5732.847,-5787.032,201.800,-129.791,0,0.80000,-0.52359,48.000,-1.047,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,925.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
10,-5764.770,-5823.981,203.749,-130.827,0,0.81383,-0.51805,48.830,-1.036,-1,425.000,-1,425.000,-1,350.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
11,-5797.406,-5860.417,205.457,-131.851,0,0.81525,-0.51218,48.915,-1.024,1000.000,425.000,-1,425.000,-1,350.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
12,-5830.720,-5896.312,207.155,-132.863,0,0.81619,-0.50606,48.972,-1.012,925.000,425.000,-1,425.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,850.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
13,-5864.673,-5931.641,208.425,-133.863,0,0.81665,-0.49970,48.999,-0.999,875.000,425.000,-1,425.000,-1,325.000,350.000,300.000,300.000,-1,-1,-1,-1,850.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
14,-5899.227,-5966.377,209.675,-134.849,0,0.81660,-0.49314,48.996,-0.986,825.000,425.000,-1,425.000,-1,325.000,350.000,300.000,300.000,-1,-1,-1,-1,825.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
15,-5934.342,-6000.499,210.743,-135.822,0,0.81605,-0.48641,48.963,-0.973,775.000,425.000,-1,425.000,-1,350.000,350.000,300.000,300.000,-1,-1,-1,-1,800.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
16,-5971.151,-6035.008,211.768,-136.847,0,0.84093,-0.51263,50.456,-1.025,725.000,425.000,-1,425.000,-1,350.000,350.000,300.000,300.000,-1,-1,-1,-1,800.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
17,-6008.672,-6068.960,212.693,-137.859,0,0.84337,-0.50606,50.602,-1.012,675.000,425.000,-1,425.000,-1,350.000,350.000,325.000,300.000,-1,-1,-1,-1,800.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
18,-6046.866,-6102.329,213.463,-138.857,0,0.84529,-0.49906,50.718,-0.998,675.000,425.000,-1,425.000,-1,350.000,350.000,325.000,300.000,-1,-1,-1,-1,800.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
19,-6085.689,-6135.090,214.201,-139.841,0,0.84664,-0.49163,50.799,-0.983,650.000,425.000,-1,425.000,-1,350.000,350.000,325.000,300.000,-1,-1,-1,-1,825.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
20,-6125.094,-6167.218,214.907,-140.808,0,0.84738,-0.48378,50.843,-0.968,650.000,450.000,-1,425.000,-1,350.000,350.000,325.000,325.000,-1,-1,-1,-1,900.000,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,1,2,2,2
21,-6165.032,-6198.692,215.359,-141.759,0,0.84747,-0.47552,50.848,-0.951,675.000,450.000,-1,425.000,-1,350.000,350.000,325.000,325.000,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
22,-6205.447,-6229.488,215.319,-142.693,0,0.84687,-0.46688,50.812,-0.934,700.000,425.000,-1,425.000,-1,350.000,350.000,325.000,325.000,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
23,-6246.286,-6259.587,214.806,-143.609,0,0.84554,-0.45787,50.732,-0.916,-1,425.000,-1,425.000,-1,350.000,350.000,325.000,325.000,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,2,2,2,2
24,-6287.490,-6288.972,214.282,-144.506,0,0.84347,-0.44853,50.608,-0.897,-1,425.000,-1,425.000,-1,350.000,350.000,325.000,325.000,-1,-1,-1,-1,1000.000,1000.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
25,-6328.999,-6317.624,213.748,-145.384,0,0.84064,-0.43890,50.438,-0.878,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,325.000,-1,-1,-1,-1,975.000,1000.000,-1,-1,2,1,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
26,-6373.630,-6347.704,213.012,-146.021,0,0.89701,-0.31890,53.821,-0.638,-1,425.000,-1,425.000,-1,325.000,325.000,300.000,325.000,-1,-1,-1,-1,975.000,975.000,-1,-1,2,1,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
27,-6418.265,-6377.338,211.937,-146.419,0,0.89294,-0.19890,53.577,-0.398,-1,400.000,-1,425.000,-1,325.000,350.000,300.000,325.000,-1,-1,-1,-1,950.000,975.000,-1,-1,2,1,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
28,-6462.765,-6406.706,210.840,-146.577,0,0.88862,-0.07890,53.317,-0.158,-1,425.000,-1,425.000,-1,325.000,350.000,300.000,325.000,-1,-1,-1,-1,950.000,950.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
29,-6507.076,-6435.874,209.520,-146.645,0,0.88415,-0.03388,53.049,-0.068,-1,425.000,-1,425.000,-1,325.000,350.000,275.000,325.000,-1,-1,-1,-1,950.000,925.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
30,-6551.170,-6464.841,208.048,-146.697,0,0.87930,-0.02626,52.758,-0.053,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,925.000,900.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
31,-6595.019,-6493.596,206.757,-146.745,0,0.87394,-0.02362,52.437,-0.047,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,925.000,900.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
32,-6638.598,-6522.127,205.541,-146.787,0,0.86813,-0.02136,52.088,-0.043,-1,425.000,-1,425.000,-1,325.000,325.000,250.000,300.000,-1,-1,-1,-1,925.000,875.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
33,-6681.884,-6550.424,203.603,-146.826,0,0.86191,-0.01950,51.715,-0.039,-1,425.000,-1,425.000,-1,325.000,325.000,250.000,300.000,-1,-1,-1,-1,925.000,875.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
34,-6724.860,-6578.480,201.233,-146.862,0,0.85538,-0.01803,51.323,-0.036,-1,425.000,-1,425.000,-1,325.000,325.000,225.000,300.000,-1,-1,-1,-1,875.000,850.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
35,-6767.512,-6606.289,198.587,-146.896,0,0.84862,-0.01697,50.917,-0.034,-1,400.000,-1,400.000,-1,325.000,325.000,225.000,300.000,-1,-1,-1,-1,850.000,825.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
36,-6809.832,-6633.847,196.022,-146.929,0,0.84170,-0.01630,50.502,-0.033,-1,400.000,-1,400.000,-1,325.000,325.000,225.000,300.000,-1,-1,-1,-1,825.000,825.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
37,-6851.818,-6661.154,193.436,-146.961,0,0.83474,-0.01602,50.085,-0.032,-1,400.000,-1,400.000,-1,325.000,325.000,225.000,300.000,-1,-1,-1,-1,825.000,800.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
38,-6893.341,-6687.879,190.890,-147.233,0,0.82301,-0.13602,49.380,-0.272,-1,400.000,-1,400.000,-1,325.000,325.000,225.000,325.000,-1,-1,-1,-1,800.000,800.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
39,-6934.706,-6714.031,188.372,-147.698,0,0.81564,-0.23269,48.938,-0.465,-1,400.000,-1,400.000,-1,325.000,325.000,225.000,325.000,-1,-1,-1,-1,800.000,775.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
40,-6975.894,-6739.603,185.887,-148.166,0,0.80802,-0.23362,48.481,-0.467,-1,400.000,-1,400.000,-1,325.000,325.000,250.000,325.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
41,-7016.918,-6764.609,183.435,-148.635,0,0.80074,-0.23494,48.044,-0.470,-1,400.000,-1,400.000,-1,325.000,325.000,250.000,325.000,-1,-1,-1,-1,775.000,775.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
42,-7057.794,-6789.064,180.837,-149.109,0,0.79388,-0.23664,47.633,-0.473,-1,400.000,-1,400.000,-1,325.000,325.000,275.000,325.000,-1,-1,-1,-1,750.000,750.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
43,-7098.542,-6812.984,178.141,-149.586,0,0.78750,-0.23871,47.250,-0.477,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,325.000,-1,-1,-1,-1,750.000,750.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
44,-7139.185,-6836.386,175.875,-150.068,0,0.78165,-0.24111,46.899,-0.482,-1,400.000,-1,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
45,-7179.751,-6859.284,173.416,-150.556,0,0.77637,-0.24384,46.582,-0.488,-1,400.000,-1,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
46,-7220.266,-6881.696,170.660,-151.050,0,0.77168,-0.24686,46.301,-0.494,-1,400.000,-1,375.000,-1,325.000,325.000,325.000,325.000,625.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
47,-7260.759,-6903.636,167.615,-151.550,0,0.76758,-0.25018,46.055,-0.500,-1,400.000,-1,375.000,-1,325.000,325.000,325.000,325.000,600.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
48,-7301.260,-6925.118,164.344,-152.058,0,0.76408,-0.25375,45.845,-0.508,-1,375.000,-1,375.000,-1,325.000,325.000,325.000,325.000,575.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
49,-7341.797,-6946.155,161.436,-152.573,0,0.76118,-0.25758,45.671,-0.515,-1,375.000,-1,375.000,-1,325.000,325.000,325.000,325.000,575.000,-1,-1,-1,725.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
