timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,4924.289,-5575.567,106.985,-1.708,1,0.08000,0.12000,4.800,0.240,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,800.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,4933.887,-5575.798,107.191,-1.383,0,0.16000,0.16259,9.600,0.325,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,800.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,4948.284,-5576.064,107.501,-1.058,0,0.24000,0.16222,14.400,0.324,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,800.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,4967.483,-5576.311,107.917,-0.735,0,0.32000,0.16184,19.200,0.324,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,825.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,4991.482,-5576.483,108.439,-0.412,0,0.40000,0.16143,24.000,0.323,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,825.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,5020.282,-5576.528,109.070,-0.090,0,0.48000,0.16095,28.800,0.322,-1,400.000,-1,400.000,-1,300.000,325.000,300.000,325.000,-1,-1,-1,-1,825.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,5053.882,-5576.393,109.811,0.231,0,0.56000,0.16038,33.600,0.321,-1,400.000,-1,400.000,-1,300.000,300.000,300.000,325.000,-1,-1,-1,-1,825.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,5092.280,-5576.024,110.664,0.550,0,0.64000,0.15969,38.400,0.319,-1,400.000,1000.000,400.000,-1,325.000,300.000,300.000,325.000,-1,-1,-1,-1,825.000,750.000,-1,1000.000,2,0,1,0,2,0,0,0,0,2,2,2,2,0,0,2,1
8,5135.475,-5575.370,111.632,0.868,0,0.72000,0.15883,43.200,0.318,-1,400.000,950.000,400.000,-1,325.000,300.000,300.000,325.000,-1,-1,-1,-1,825.000,750.000,-1,950.000,2,0,1,0,2,0,0,0,0,2,2,2,2,0,0,2,1
9,5183.465,-5574.379,112.716,1.183,0,0.80000,0.15777,48.000,0.316,-1,400.000,925.000,375.000,-1,325.000,300.000,325.000,325.000,-1,-1,-1,-1,800.000,750.000,-1,900.000,2,0,1,0,2,0,0,0,0,2,2,2,2,1,0,2,1
10,5236.247,-5573.000,113.919,1.496,0,0.88000,0.15647,52.800,0.313,-1,400.000,875.000,375.000,950.000,325.000,300.000,325.000,325.000,-1,-1,-1,-1,775.000,725.000,-1,850.000,2,0,1,0,1,0,0,0,0,2,2,2,2,1,1,2,1
