timestep,x_cm,y_cm,z_cm,yaw_deg,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,1643.520,6890.359,-263.155,39.776,1,0.08000,0.10848,4.800,0.217,-1,375.000,-1,375.000,900.000,300.000,300.000,275.000,275.000,-1,-1,-1,-1,725.000,625.000,-1,1000.000,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
1,1650.874,6896.529,-263.203,39.993,0,0.16000,0.10848,9.600,0.217,-1,375.000,-1,375.000,900.000,300.000,300.000,275.000,275.000,-1,-1,-1,-1,725.000,625.000,-1,1000.000,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0
2,1661.871,6905.826,-263.268,40.210,0,0.24000,0.10848,14.400,0.217,-1,375.000,-1,375.000,900.000,300.000,300.000,300.000,275.000,-1,-1,-1,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
3,1676.487,6918.276,-263.352,40.427,0,0.32000,0.10848,19.200,0.217,-1,375.000,-1,375.000,900.000,300.000,300.000,300.000,275.000,-1,-1,-1,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
4,1694.697,6933.909,-263.463,40.644,0,0.40000,0.10848,24.000,0.217,-1,400.000,-1,375.000,925.000,325.000,300.000,300.000,275.000,-1,-1,-1,-1,725.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
5,1716.479,6952.751,-263.608,40.861,0,0.48000,0.10848,28.800,0.217,-1,400.000,-1,375.000,925.000,325.000,300.000,300.000,275.000,-1,-1,-1,-1,750.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
6,1741.807,6974.829,-263.460,41.078,0,0.56000,0.10848,33.600,0.217,-1,400.000,-1,375.000,950.000,325.000,300.000,300.000,275.000,-1,-1,-1,-1,750.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,2,2
7,1770.658,7000.170,-263.226,41.295,0,0.64000,0.10848,38.400,0.217,-1,400.000,-1,375.000,975.000,325.000,300.000,300.000,275.000,-1,800.000,-1,-1,750.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2
8,1803.007,7028.802,-262.994,41.512,0,0.72000,0.10858,43.200,0.217,-1,400.000,-1,375.000,1000.000,325.000,325.000,300.000,275.000,-1,675.000,-1,-1,750.000,625.000,-1,-1,2,0,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2
9,1838.824,7060.757,-262.776,41.738,0,0.80000,0.11269,48.000,0.225,-1,400.000,-1,375.000,-1,325.000,300.000,300.000,275.000,-1,575.000,-1,-1,750.000,625.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,2,2,0,0,2,2
