iso_time_utc,elapsed_s,step_idx,rover_pos_x,rover_pos_y,rover_pos_z,heading,pitch,roll,lidar_00_front_left_wheel_hub_yaw_p30_yaw_30_pitch_0_cm_is_obstacle,lidar_01_front_left_frame_yaw_p20_pitch_n20_yaw_20_pitch_-20_cm_is_obstacle,lidar_02_front_center_frame_forward_yaw_0_pitch_0_cm_is_obstacle,lidar_03_front_right_frame_yaw_n20_pitch_n20_yaw_-20_pitch_-20_cm_is_obstacle,lidar_04_front_right_wheel_hub_yaw_n30_yaw_-30_pitch_0_cm_is_obstacle,lidar_05_front_left_frame_pitch_n25_yaw_0_pitch_-25_cm_is_obstacle,lidar_06_front_right_frame_pitch_n25_yaw_0_pitch_-25_cm_is_obstacle,lidar_07_left_mid_frame_left_pitch_n20_yaw_90_pitch_-20_cm_is_obstacle,lidar_08_right_mid_frame_right_pitch_n20_yaw_-90_pitch_-20_cm_is_obstacle,lidar_09_rear_left_wheel_hub_back_yaw_p40_yaw_140_pitch_0_cm_is_obstacle,lidar_10_rear_left_frame_backward_yaw_180_pitch_0_cm_is_obstacle,lidar_11_rear_right_frame_backward_yaw_180_pitch_0_cm_is_obstacle,lidar_12_rear_right_wheel_hub_back_yaw_n40_yaw_-140_pitch_0_cm_is_obstacle,lidar_13_front_left_frame_yaw_p20_pitch_n10_yaw_20_pitch_-10_cm_is_obstacle,lidar_14_front_right_frame_yaw_n20_pitch_n10_yaw_-20_pitch_-10_cm_is_obstacle,lidar_15_front_left_wheel_hub_yaw_p15_yaw_15_pitch_0_cm_is_obstacle,lidar_16_front_right_wheel_hub_yaw_n15_yaw_-15_pitch_0_cm_is_obstacle
2026-03-21T16:11:57Z,505.387,1779,-5641.600098,-10065.600586,1439.5,157.699997,1.4,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:58Z,505.660,1780,-5641.600098,-10065.600586,1439.5,157.699997,1.4,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:58Z,505.931,1781,-5641.600098,-10065.600586,1439.5,157.699997,1.4,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:58Z,506.204,1782,-5641.600098,-10065.5,1439.599976,157.600006,0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:59Z,506.492,1783,-5641.600098,-10065.5,1439.599976,157.600006,0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:59Z,506.783,1784,-5641.600098,-10065.5,1439.599976,157.600006,0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:59Z,507.074,1785,-5641.700195,-10065.299805,1439.5,157.900009,-0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:11:59Z,507.394,1786,-5641.700195,-10065.299805,1439.5,157.900009,-0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:00Z,507.689,1787,-5641.700195,-10065.299805,1439.5,157.900009,-0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:00Z,507.979,1788,-5641.700195,-10065.299805,1439.5,157.900009,-0.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:00Z,508.260,1789,-5641.899902,-10064.900391,1439.5,158.5,0.6,-0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:01Z,508.550,1790,-5641.899902,-10064.900391,1439.5,158.5,0.6,-0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:01Z,508.840,1791,-5641.899902,-10064.900391,1439.5,158.5,0.6,-0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:01Z,509.109,1792,-5642.100098,-10064.5,1439.5,159.300003,0.2,-0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:01Z,509.448,1793,-5642.100098,-10064.5,1439.5,159.300003,0.2,-0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:02Z,509.716,1794,-5642.100098,-10064.5,1439.5,159.300003,0.2,-0.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:02Z,509.984,1795,-5642.300293,-10063.799805,1439.5,159.699997,-0.1,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:02Z,510.245,1796,-5642.300293,-10063.799805,1439.5,159.699997,-0.1,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:03Z,510.515,1797,-5642.300293,-10063.799805,1439.5,159.699997,-0.1,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:03Z,510.786,1798,-5642.300293,-10063.799805,1439.5,159.699997,-0.1,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:03Z,511.051,1799,-5642.300293,-10063.799805,1439.5,159.699997,-0.1,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:03Z,511.328,1800,-5642.600098,-10063.100586,1439.5,158.699997,0.5,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:04Z,511.599,1801,-5642.600098,-10063.100586,1439.5,158.699997,0.5,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:04Z,511.861,1802,-5642.600098,-10063.100586,1439.5,158.699997,0.5,-0.2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:04Z,512.132,1803,-5642.899902,-10062.200195,1439.5,157.199997,0.9,-0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:04Z,512.477,1804,-5642.899902,-10062.200195,1439.5,157.199997,0.9,-0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:05Z,512.750,1805,-5642.899902,-10062.200195,1439.5,157.199997,0.9,-0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:10Z,513.022,1806,-5643.200195,-10061.299805,1439.5,156.199997,1.4,0.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:10Z,518.298,1807,-5644.5,-10058.400391,1439.400024,150.800003,3.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:11Z,518.575,1808,-5644.5,-10058.400391,1439.400024,150.800003,3.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:11Z,518.843,1809,-5644.5,-10058.400391,1439.400024,150.800003,3.2,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:11Z,519.116,1810,-5644.5,-10058.400391,1439.400024,150.800003,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:11Z,519.384,1811,-5644.5,-10058.400391,1439.400024,150.800003,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:12Z,519.656,1812,-5644.5,-10058.400391,1439.400024,150.800003,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:12Z,519.939,1813,-5644.5,-10058.400391,1439.400024,150.699997,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:12Z,520.306,1814,-5644.5,-10058.400391,1439.400024,150.699997,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:13Z,520.566,1815,-5644.5,-10058.400391,1439.400024,150.699997,1.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:13Z,520.909,1816,-5644.399902,-10058.5,1439.400024,150.300003,2.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:13Z,521.196,1817,-5644.399902,-10058.5,1439.400024,150.300003,2.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:13Z,521.454,1818,-5644.399902,-10058.5,1439.400024,150.300003,2.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:14Z,521.760,1819,-5644.399902,-10058.5,1439.400024,150.300003,2.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:14Z,522.049,1820,-5644.300293,-10058.600586,1439.400024,149.699997,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:14Z,522.391,1821,-5644.300293,-10058.600586,1439.400024,149.699997,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:15Z,522.663,1822,-5644.300293,-10058.600586,1439.400024,149.699997,1.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:15Z,523.033,1823,-5644.200195,-10058.799805,1439.400024,148.900009,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:15Z,523.380,1824,-5644.200195,-10058.799805,1439.400024,148.900009,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:16Z,523.688,1825,-5644.200195,-10058.799805,1439.400024,148.900009,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:16Z,523.973,1826,-5644.200195,-10058.799805,1439.400024,148.900009,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:16Z,524.243,1827,-5644,-10059,1439.400024,147.900009,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:17Z,524.530,1828,-5644,-10059,1439.400024,147.900009,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:17Z,524.827,1829,-5644,-10059,1439.400024,147.900009,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:17Z,525.101,1830,-5643.800293,-10059.299805,1439.400024,146.699997,1.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:17Z,525.389,1831,-5643.800293,-10059.299805,1439.400024,146.699997,1.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:18Z,525.664,1832,-5643.800293,-10059.299805,1439.400024,146.699997,1.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:18Z,525.934,1833,-5643.600098,-10059.600586,1439.400024,144.900009,2.1,-0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:18Z,526.211,1834,-5643.600098,-10059.600586,1439.400024,144.900009,2.1,-0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:18Z,526.479,1835,-5643.600098,-10059.600586,1439.400024,144.900009,2.1,-0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:19Z,526.740,1836,-5643.600098,-10059.600586,1439.400024,144.900009,2.1,-0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:19Z,526.997,1837,-5643.200195,-10059.900391,1439.400024,141.400009,1.4,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:19Z,527.309,1838,-5643.200195,-10059.900391,1439.400024,141.400009,1.4,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:20Z,527.584,1839,-5643.200195,-10059.900391,1439.400024,141.400009,1.4,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:20Z,527.861,1840,-5643.200195,-10059.900391,1439.400024,141.400009,1.4,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:20Z,528.131,1841,-5642.800293,-10060.299805,1439.400024,137.5,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:21Z,528.473,1842,-5642.800293,-10060.299805,1439.400024,137.5,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:21Z,528.783,1843,-5642.800293,-10060.299805,1439.400024,137.5,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:21Z,529.048,1844,-5642.300293,-10060.600586,1439.400024,132.900009,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:21Z,529.330,1845,-5642.300293,-10060.600586,1439.400024,132.900009,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:22Z,529.588,1846,-5642.300293,-10060.600586,1439.400024,132.900009,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:22Z,529.912,1847,-5642.300293,-10060.600586,1439.400024,132.900009,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:22Z,530.180,1848,-5641.700195,-10061,1439.400024,127.700005,1.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:22Z,530.447,1849,-5641.700195,-10061,1439.400024,127.700005,1.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:23Z,530.723,1850,-5641.700195,-10061,1439.400024,127.700005,1.9,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-21T16:12:23Z,531.014,1851,-5641.100098,-10061.299805,1439.5,121.400002,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2026-03-21T16:12:23Z,531.303,1852,-5641.100098,-10061.299805,1439.5,121.400002,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
