snapshot_idx	step_idx	elapsed_s	label	point_idx	x_cm	y_cm
0	-1	0.000	initial_follow_path	0	-2710.010	-7959.961
0	-1	0.000	initial_follow_path	1	-2703.760	-7953.711
0	-1	0.000	initial_follow_path	2	-2697.510	-7947.461
0	-1	0.000	initial_follow_path	3	-2691.260	-7941.211
0	-1	0.000	initial_follow_path	4	-2685.010	-7934.961
0	-1	0.000	initial_follow_path	5	-2691.260	-7941.211
0	-1	0.000	initial_follow_path	6	-2697.510	-7947.461
0	-1	0.000	initial_follow_path	7	-2703.760	-7953.711
0	-1	0.000	initial_follow_path	8	-2710.010	-7959.961
0	-1	0.000	initial_follow_path	9	-2716.260	-7966.211
0	-1	0.000	initial_follow_path	10	-2722.510	-7972.461
0	-1	0.000	initial_follow_path	11	-2728.760	-7978.711
0	-1	0.000	initial_follow_path	12	-2735.010	-7984.961
0	-1	0.000	initial_follow_path	13	-2741.260	-7991.211
0	-1	0.000	initial_follow_path	14	-2747.510	-7997.461
0	-1	0.000	initial_follow_path	15	-2753.760	-8003.711
0	-1	0.000	initial_follow_path	16	-2760.010	-8009.961
0	-1	0.000	initial_follow_path	17	-2766.260	-8016.211
0	-1	0.000	initial_follow_path	18	-2772.510	-8022.461
0	-1	0.000	initial_follow_path	19	-2778.760	-8028.711
0	-1	0.000	initial_follow_path	20	-2785.010	-8034.961
0	-1	0.000	initial_follow_path	21	-2791.260	-8041.211
0	-1	0.000	initial_follow_path	22	-2797.510	-8047.461
0	-1	0.000	initial_follow_path	23	-2803.760	-8053.711
0	-1	0.000	initial_follow_path	24	-2810.010	-8059.961
0	-1	0.000	initial_follow_path	25	-2816.260	-8066.211
0	-1	0.000	initial_follow_path	26	-2822.510	-8072.461
0	-1	0.000	initial_follow_path	27	-2828.760	-8078.711
0	-1	0.000	initial_follow_path	28	-2835.010	-8084.961
0	-1	0.000	initial_follow_path	29	-2841.260	-8091.211
0	-1	0.000	initial_follow_path	30	-2847.510	-8097.461
0	-1	0.000	initial_follow_path	31	-2853.760	-8103.711
0	-1	0.000	initial_follow_path	32	-2860.010	-8109.961
0	-1	0.000	initial_follow_path	33	-2866.260	-8116.211
0	-1	0.000	initial_follow_path	34	-2872.510	-8122.461
0	-1	0.000	initial_follow_path	35	-2878.760	-8128.711
0	-1	0.000	initial_follow_path	36	-2885.010	-8134.961
0	-1	0.000	initial_follow_path	37	-2891.260	-8141.211
0	-1	0.000	initial_follow_path	38	-2897.510	-8147.461
0	-1	0.000	initial_follow_path	39	-2903.760	-8153.711
0	-1	0.000	initial_follow_path	40	-2910.010	-8159.961
0	-1	0.000	initial_follow_path	41	-2916.260	-8166.211
0	-1	0.000	initial_follow_path	42	-2922.510	-8172.461
0	-1	0.000	initial_follow_path	43	-2928.760	-8178.711
0	-1	0.000	initial_follow_path	44	-2935.010	-8184.961
0	-1	0.000	initial_follow_path	45	-2941.260	-8191.211
