timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,2947.914,-8852.127,-211.686,141.943,-0.787491,-0.616326,0.001099,0.616164,-0.787240,0.024411,-0.014180,0.019901,0.999701,1,0.08000,-0.12000,4.800,-0.240,-1,400.000,-1,400.000,625.000,325.000,325.000,300.000,325.000,-1,750.000,725.000,-1,725.000,625.000,-1,700.000,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,1
1,2940.405,-8846.146,-211.839,141.463,-0.782300,-0.622901,0.001215,0.622740,-0.782051,0.024322,-0.014200,0.019784,0.999703,0,0.16000,-0.24000,9.600,-0.480,-1,400.000,-1,400.000,600.000,325.000,325.000,300.000,325.000,-1,750.000,725.000,-1,725.000,600.000,-1,675.000,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,1
2,2929.255,-8837.034,-212.096,140.743,-0.774411,-0.632682,0.001309,0.632522,-0.774165,0.024176,-0.014282,0.019550,0.999707,0,0.24000,-0.36000,14.400,-0.720,-1,400.000,-1,400.000,600.000,325.000,325.000,300.000,325.000,-1,775.000,750.000,-1,725.000,600.000,-1,675.000,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,1
3,2914.594,-8824.636,-212.442,139.783,-0.763702,-0.645567,0.001432,0.645408,-0.763461,0.023992,-0.014395,0.019247,0.999711,0,0.32000,-0.48000,19.200,-0.960,-1,400.000,-1,400.000,575.000,325.000,325.000,300.000,325.000,-1,775.000,750.000,-1,725.000,600.000,-1,650.000,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,1
4,2896.596,-8808.759,-212.877,138.583,-0.750015,-0.661419,0.001581,0.661261,-0.749779,0.023779,-0.014543,0.018880,0.999716,0,0.40000,-0.60000,24.000,-1.200,-1,400.000,-1,400.000,550.000,325.000,325.000,300.000,325.000,-1,800.000,750.000,-1,725.000,575.000,-1,625.000,2,0,2,0,1,0,0,0,0,2,0,0,2,0,1,2,1
5,2875.484,-8789.170,-213.359,137.143,-0.733159,-0.680055,0.001770,0.679895,-0.732924,0.023784,-0.014877,0.018641,0.999716,0,0.48000,-0.72000,28.800,-1.440,-1,400.000,-1,400.000,525.000,325.000,325.000,300.000,325.000,-1,825.000,775.000,-1,725.000,550.000,-1,575.000,2,0,2,1,1,0,0,0,0,2,0,0,2,0,1,2,1
6,2851.442,-8765.698,-213.919,135.687,-0.715647,-0.698460,0.002025,0.698297,-0.715411,0.023862,-0.015218,0.018491,0.999713,0,0.56000,-0.72796,33.600,-1.456,-1,400.000,-1,375.000,500.000,325.000,325.000,300.000,325.000,-1,850.000,800.000,-1,725.000,550.000,-1,550.000,2,0,2,1,1,0,0,0,0,2,0,0,2,0,1,2,1
7,2824.661,-8738.178,-214.568,134.221,-0.697546,-0.716536,0.002335,0.716372,-0.697308,0.023951,-0.015533,0.018380,0.999710,0,0.64000,-0.73304,38.400,-1.466,-1,375.000,-1,375.000,475.000,325.000,325.000,300.000,325.000,-1,900.000,825.000,-1,725.000,525.000,-1,500.000,2,0,2,1,1,0,0,0,0,2,0,0,2,0,1,2,1
8,2795.342,-8706.451,-215.304,132.741,-0.678808,-0.734311,0.002691,0.734145,-0.678566,0.024049,-0.015833,0.018300,0.999707,0,0.72000,-0.74012,43.200,-1.480,-1,375.000,-1,350.000,425.000,325.000,325.000,300.000,325.000,-1,950.000,875.000,-1,725.000,500.000,-1,475.000,2,0,2,1,1,0,0,0,0,2,0,0,2,1,1,2,1
9,2763.698,-8670.358,-216.125,131.242,-0.659376,-0.751807,0.003079,0.751641,-0.659130,0.024156,-0.016131,0.018242,0.999703,0,0.80000,-0.74932,48.000,-1.499,-1,375.000,-1,325.000,400.000,325.000,300.000,300.000,325.000,-1,1000.000,925.000,-1,700.000,475.000,-1,425.000,2,0,2,1,1,0,1,0,0,2,0,0,2,1,1,2,1
