timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,4265.202,4914.975,-292.931,-70.195,0.335719,0.940192,-0.057726,-0.939611,0.338579,0.049959,0.066516,0.037468,0.997082,1,0.08000,0.12000,4.800,0.240,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,525.000,400.000,450.000,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
1,4268.529,4905.971,-292.309,-69.715,0.343604,0.937347,-0.057594,-0.936733,0.346452,0.050013,0.066833,0.036766,0.997087,0,0.16000,0.24000,9.600,0.480,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,550.000,400.000,475.000,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
2,4273.691,4892.527,-291.373,-68.995,0.355388,0.932955,-0.057399,-0.932294,0.358218,0.050084,0.067288,0.035713,0.997094,0,0.24000,0.36000,14.400,0.720,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,550.000,425.000,475.000,-1,875.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
3,4280.871,4874.721,-290.119,-68.035,0.371013,0.926868,-0.057145,-0.926145,0.373817,0.050161,0.067854,0.034314,0.997105,0,0.32000,0.48000,19.200,0.960,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,550.000,450.000,500.000,-1,875.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
4,4290.312,4852.656,-288.544,-66.835,0.390400,0.918889,-0.056834,-0.918094,0.393168,0.050226,0.068498,0.032571,0.997119,0,0.40000,0.60000,24.000,1.200,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,575.000,475.000,550.000,-1,875.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
5,4302.302,4826.470,-286.645,-65.395,0.413440,0.908778,-0.056472,-0.907900,0.416163,0.050261,0.069178,0.030490,0.997138,0,0.48000,0.72000,28.800,1.440,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,600.000,500.000,600.000,-1,875.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
6,4317.180,4796.344,-284.419,-63.715,0.439992,0.896250,-0.056057,-0.895282,0.442659,0.050240,0.069842,0.028081,0.997163,0,0.56000,0.84000,33.600,1.680,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,625.000,550.000,650.000,-1,875.000,800.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
7,4335.328,4762.503,-281.876,-61.795,0.469875,0.880980,-0.055605,-0.879921,0.472472,0.050092,0.070402,0.025391,0.997195,0,0.64000,0.96000,38.400,1.920,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,650.000,600.000,725.000,-1,875.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
8,4357.060,4725.168,-278.869,-59.795,0.500509,0.864022,-0.054373,-0.862877,0.502970,0.049637,0.070235,0.022073,0.997286,0,0.72000,1.00000,43.200,2.000,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,675.000,675.000,825.000,-1,875.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,1,2,0,0,2,2
9,4382.335,4685.037,-275.541,-57.795,0.530552,0.846002,-0.052869,-0.844779,0.532855,0.049130,0.069735,0.018597,0.997392,0,0.79046,1.00000,47.428,2.000,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,700.000,775.000,-1,-1,875.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,2,2,0,0,2,2
10,4409.188,4645.530,-272.251,-55.795,0.559937,0.826936,-0.051456,-0.825658,0.562086,0.048457,0.068994,0.015352,0.997499,0,0.79616,1.00000,47.769,2.000,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,750.000,875.000,-1,-1,875.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,2,2,0,0,2,2
11,4437.601,4606.713,-269.008,-53.795,0.588627,0.806849,-0.050124,-0.805538,0.590628,0.047609,0.068018,0.012353,0.997608,0,0.80175,1.00000,48.105,2.000,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,775.000,-1,-1,-1,850.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,1,2,2,2,0,0,2,2
