timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-1639.977,979.050,299.923,-96.343,-0.144748,0.970010,-0.195267,-0.976224,-0.107821,0.188043,0.161350,0.217843,0.962554,1,0.08000,-0.12000,4.800,-0.240,125.000,450.000,-1,675.000,-1,700.000,625.000,325.000,225.000,-1,225.000,75.000,275.000,-1,-1,175.000,-1,1,1,2,0,2,0,0,1,0,2,0,0,0,2,2,1,2
1,-1641.110,969.514,300.952,-96.823,-0.153435,0.968540,-0.195928,-0.974812,-0.115880,0.190559,0.161860,0.220232,0.961925,0,0.16000,-0.24000,9.600,-0.480,125.000,475.000,-1,675.000,-1,700.000,625.000,325.000,225.000,-1,225.000,75.000,275.000,-1,-1,175.000,-1,1,1,2,0,2,0,0,1,0,2,0,0,0,2,2,1,2
2,-1642.942,955.227,302.498,-97.355,-0.163294,0.966644,-0.197318,-0.973033,-0.124772,0.194006,0.162915,0.223677,0.960951,0,0.24000,-0.26612,14.400,-0.532,125.000,525.000,-1,700.000,-1,700.000,625.000,300.000,225.000,-1,225.000,75.000,250.000,-1,-1,175.000,-1,1,1,2,0,2,0,0,1,0,2,0,0,0,2,2,1,2
3,-1645.560,936.201,304.530,-97.878,-0.173250,0.964471,-0.199451,-0.971039,-0.133447,0.198180,0.164523,0.228009,0.959658,0,0.32000,-0.26134,19.200,-0.523,125.000,575.000,-1,700.000,-1,725.000,650.000,275.000,225.000,-1,225.000,50.000,250.000,-1,-1,175.000,-1,1,1,2,0,2,0,0,1,0,2,0,0,0,2,2,1,2
4,-2295.763,7543.216,130.319,-177.666,-0.999159,0.040716,-0.004857,-0.040831,-0.998812,0.026581,-0.003769,0.026757,0.999635,1,0.00000,0.00000,24.000,-0.511,750.000,400.000,775.000,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,525.000,550.000,650.000,850.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
5,-2300.559,7543.025,130.300,-177.715,-0.999194,0.039862,-0.004824,-0.039976,-0.998847,0.026565,-0.003760,0.026737,0.999635,0,0.08000,-0.02450,4.800,-0.049,725.000,400.000,775.000,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,525.000,550.000,625.000,850.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
6,-2310.151,7542.650,130.263,-177.763,-0.999227,0.039012,-0.004758,-0.039125,-0.998882,0.026537,-0.003717,0.026703,0.999637,0,0.16000,-0.02435,9.600,-0.049,725.000,375.000,775.000,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,525.000,550.000,625.000,850.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
7,-2324.541,7542.100,130.206,-177.812,-0.999261,0.038165,-0.004658,-0.038275,-0.998916,0.026497,-0.003642,0.026656,0.999638,0,0.24000,-0.02431,14.400,-0.049,700.000,375.000,750.000,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,525.000,525.000,600.000,825.000,1,1,1,1,2,0,0,0,0,2,2,2,2,1,1,1,1
8,-2343.728,7541.384,130.131,-177.861,-0.999293,0.037315,-0.004526,-0.037422,-0.998950,0.026446,-0.003534,0.026596,0.999640,0,0.32000,-0.02438,19.200,-0.049,675.000,375.000,725.000,375.000,-1,325.000,325.000,325.000,325.000,-1,-1,-1,-1,500.000,525.000,600.000,800.000,1,1,1,1,2,1,1,0,0,2,2,2,2,1,1,1,1
9,-2367.712,7540.508,130.036,-177.910,-0.999326,0.036459,-0.004360,-0.036562,-0.998983,0.026384,-0.003394,0.026526,0.999642,0,0.40000,-0.02455,24.000,-0.049,650.000,350.000,700.000,350.000,-1,300.000,300.000,325.000,325.000,-1,-1,-1,-1,475.000,500.000,575.000,750.000,1,1,1,1,2,1,1,0,0,2,2,2,2,1,1,1,1
