timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-5571.131,9508.858,355.499,-26.798,0.890133,0.450708,-0.067275,-0.451360,0.892322,0.006037,0.062752,0.024991,0.997716,1,0.08000,0.12000,4.800,0.240,900.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,800.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,-5562.537,9504.581,356.101,-26.455,0.892831,0.445359,-0.067148,-0.446000,0.895013,0.005953,0.062749,0.024633,0.997725,0,0.16000,0.17158,9.600,0.343,875.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,800.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,-5549.606,9498.243,357.008,-26.111,0.895510,0.439975,-0.066959,-0.440606,0.897682,0.005827,0.062671,0.024284,0.997739,0,0.24000,0.17220,14.400,0.344,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,800.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
3,-5532.315,9489.898,358.222,-25.764,0.898181,0.434536,-0.066706,-0.435158,0.900336,0.005659,0.062516,0.023945,0.997757,0,0.32000,0.17343,19.200,0.347,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,825.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
4,-5510.638,9479.598,359.744,-25.413,0.900850,0.429024,-0.066389,-0.429638,0.902985,0.005449,0.062286,0.023614,0.997779,0,0.40000,0.17525,24.000,0.350,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,825.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
5,-5484.548,9467.400,361.575,-25.058,0.903526,0.423419,-0.066007,-0.424028,0.905634,0.005198,0.061979,0.023292,0.997806,0,0.48000,0.17764,28.800,0.355,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,825.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
6,-5454.022,9453.362,363.715,-24.697,0.906214,0.417705,-0.065559,-0.418308,0.908292,0.004905,0.061596,0.022979,0.997837,0,0.56000,0.18058,33.600,0.361,850.000,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,875.000,825.000,-1,-1,1,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
7,-5419.032,9437.542,366.167,-24.329,0.908920,0.411865,-0.065046,-0.412463,0.910963,0.004568,0.061136,0.022677,0.997872,0,0.64000,0.18404,38.400,0.368,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
8,-5379.553,9420.003,368.898,-23.953,0.911646,0.405882,-0.064509,-0.406469,0.913654,0.004353,0.060705,0.022253,0.997908,0,0.72000,0.18798,43.200,0.376,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,825.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
9,-5335.557,9400.811,371.870,-23.568,0.914389,0.399744,-0.064002,-0.400300,0.916373,0.004451,0.060429,0.021550,0.997940,0,0.80000,0.19236,48.000,0.385,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,925.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
10,-5287.017,9380.032,374.874,-23.174,0.917241,0.393444,-0.062208,-0.393902,0.919137,0.005231,0.059236,0.019705,0.998049,0,0.88000,0.19714,52.800,0.394,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,925.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
11,-5234.883,9358.149,378.013,-22.769,0.920147,0.386962,-0.059918,-0.387302,0.921931,0.006298,0.057677,0.017411,0.998183,0,0.94234,0.20225,56.540,0.404,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,-5182.873,9336.760,381.130,-22.354,0.923067,0.380288,-0.057698,-0.380518,0.924744,0.007364,0.056156,0.015158,0.998307,0,0.93729,0.20751,56.237,0.415,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
13,-5130.998,9315.875,384.097,-21.929,0.925963,0.373428,-0.056076,-0.373581,0.927562,0.008130,0.055050,0.013421,0.998393,0,0.93203,0.21247,55.922,0.425,-1,425.000,-1,425.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
14,-5079.270,9295.503,386.674,-21.495,0.928896,0.366390,-0.053952,-0.366553,0.930369,0.007192,0.052830,0.013096,0.998518,0,0.92658,0.21710,55.595,0.434,-1,425.000,-1,400.000,-1,325.000,325.000,275.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
15,-5031.792,9277.448,389.020,-20.821,0.933260,0.355419,-0.051996,-0.355587,0.934622,0.006294,0.050833,0.012615,0.998627,0,0.84658,0.33710,50.795,0.674,-1,425.000,-1,400.000,-1,325.000,325.000,250.000,300.000,-1,-1,-1,-1,900.000,850.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
16,-4985.686,9260.752,391.288,-19.907,0.938922,0.340465,-0.050092,-0.340630,0.940181,0.005456,0.048953,0.011940,0.998730,0,0.81728,0.45710,49.037,0.914,-1,400.000,-1,400.000,-1,325.000,325.000,250.000,300.000,-1,-1,-1,-1,875.000,825.000,-1,-1,2,0,2,0,2,0,0,1,0,2,2,2,2,0,0,2,2
