timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-330.435,7547.345,-221.155,120.497,-0.511937,-0.858115,-0.039489,0.855718,-0.505399,-0.110991,0.075285,-0.090612,0.993037,1,0.08000,0.12000,4.800,0.240,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,525.000,625.000,625.000,850.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
1,-335.377,7555.575,-220.446,120.977,-0.519123,-0.853784,-0.039558,0.851424,-0.512530,-0.111311,0.074761,-0.091465,0.992998,0,0.16000,0.24000,9.600,0.480,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,550.000,650.000,650.000,850.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
2,-342.942,7567.827,-219.399,121.686,-0.529672,-0.847275,-0.039662,0.844971,-0.522998,-0.111791,0.073974,-0.092726,0.992940,0,0.24000,0.35463,14.400,0.709,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,-1,550.000,650.000,675.000,850.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
3,-353.230,7584.038,-218.024,122.397,-0.540181,-0.840606,-0.039823,0.838354,-0.533409,-0.112414,0.073254,-0.094110,0.992863,0,0.32000,0.35572,19.200,0.711,-1,400.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,575.000,675.000,700.000,850.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
4,-366.341,7604.139,-216.416,123.112,-0.550632,-0.833793,-0.039929,0.831607,-0.543785,-0.112818,0.072354,-0.095326,0.992813,0,0.40000,0.35720,24.000,0.714,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,600.000,700.000,750.000,875.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
5,-382.376,7628.061,-214.591,123.830,-0.561031,-0.826828,-0.040000,0.824722,-0.554136,-0.112987,0.071256,-0.096378,0.992791,0,0.48000,0.35906,28.800,0.718,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,625.000,750.000,800.000,875.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
6,-401.433,7655.733,-212.511,124.552,-0.571407,-0.819685,-0.040136,0.817667,-0.564460,-0.113161,0.070101,-0.097479,0.992766,0,0.56000,0.36132,33.600,0.723,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,675.000,775.000,875.000,875.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
7,-423.614,7687.078,-210.043,125.280,-0.581779,-0.812310,-0.041061,0.810464,-0.574731,-0.113281,0.068420,-0.099183,0.992714,0,0.64000,0.36399,38.400,0.728,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,725.000,850.000,975.000,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,0,1,0,0,2,2
8,-449.017,7722.019,-207.263,126.015,-0.592146,-0.804707,-0.042534,0.803094,-0.584967,-0.113372,0.066351,-0.101292,0.992642,0,0.72000,0.36707,43.200,0.734,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,775.000,925.000,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,1,2,0,0,2,2
9,-477.742,7760.474,-204.273,126.756,-0.602506,-0.796889,-0.044212,0.795536,-0.595190,-0.113453,0.064095,-0.103528,0.992559,0,0.80000,0.37058,48.000,0.741,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,875.000,975.000,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,1,2,0,0,2,2
10,-509.470,7801.809,-201.089,127.505,-0.612879,-0.788829,-0.046139,0.787758,-0.605394,-0.113734,0.061784,-0.106052,0.992439,0,0.86848,0.37452,52.109,0.749,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,950.000,1000.000,-1,875.000,750.000,-1,-1,2,0,2,0,2,0,0,0,0,2,0,1,2,0,0,2,2
11,-541.851,7842.859,-197.858,128.262,-0.623296,-0.780494,-0.048282,0.779697,-0.615567,-0.114672,0.059780,-0.109120,0.992229,0,0.87143,0.37883,52.286,0.758,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,850.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
12,-574.896,7883.617,-194.759,129.029,-0.633702,-0.771927,-0.050503,0.771432,-0.625738,-0.115517,0.057569,-0.112163,0.992021,0,0.87451,0.38320,52.471,0.766,-1,425.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,850.000,775.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
