timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,979.117,-327.467,-332.189,174.007,-0.991431,-0.104404,-0.078508,0.104941,-0.994475,-0.002731,-0.077790,-0.010947,0.996910,1,0.08000,-0.12000,4.800,-0.240,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
1,969.578,-326.385,-332.952,173.527,-0.990520,-0.112731,-0.078493,0.113275,-0.993561,-0.002502,-0.077706,-0.011370,0.996911,0,0.16000,-0.24000,9.600,-0.480,-1,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,2
2,955.291,-324.582,-334.096,172.807,-0.989022,-0.125206,-0.078479,0.125762,-0.992058,-0.002162,-0.077585,-0.012008,0.996913,0,0.24000,-0.36000,14.400,-0.720,-1,375.000,-1,400.000,1000.000,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,1,0,0,0,0,2,2,2,2,0,0,2,2
3,936.285,-321.859,-335.621,171.847,-0.986778,-0.141808,-0.078477,0.142381,-0.989810,-0.001717,-0.077434,-0.012867,0.996914,0,0.32000,-0.48000,19.200,-0.960,-1,375.000,-1,400.000,925.000,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,725.000,-1,-1,2,0,2,0,1,0,0,0,0,2,2,2,2,0,0,2,2
4,912.604,-317.959,-337.528,170.647,-0.983580,-0.162504,-0.078500,0.163098,-0.986609,-0.001173,-0.077258,-0.013957,0.996913,0,0.40000,-0.60000,24.000,-1.200,-1,375.000,-1,400.000,875.000,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,700.000,-1,-1,2,0,2,0,1,0,0,0,0,2,2,2,2,0,0,2,2
5,884.314,-312.566,-339.816,169.207,-0.979167,-0.187243,-0.078567,0.187865,-0.982195,-0.000543,-0.077067,-0.015292,0.996909,0,0.48000,-0.72000,28.800,-1.440,-1,375.000,-1,400.000,800.000,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,700.000,-1,-1,2,0,2,0,1,0,0,0,0,2,2,2,2,0,0,2,2
6,851.506,-305.309,-342.487,167.527,-0.973227,-0.215952,-0.078704,0.216612,-0.976258,0.000159,-0.076870,-0.016893,0.996898,0,0.56000,-0.84000,33.600,-1.680,975.000,375.000,-1,400.000,750.000,325.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,700.000,-1,-1,0,0,2,0,1,0,0,0,0,2,2,2,2,0,0,2,2
7,814.311,-295.764,-345.541,165.607,-0.965402,-0.248531,-0.078942,0.249238,-0.968442,0.000915,-0.076678,-0.018792,0.996879,0,0.64000,-0.96000,38.400,-1.920,950.000,375.000,-1,400.000,700.000,300.000,325.000,300.000,300.000,-1,-1,-1,-1,650.000,700.000,1000.000,-1,0,0,2,0,1,0,0,0,0,2,2,2,2,0,0,0,2
8,772.867,-283.573,-348.978,163.607,-0.956083,-0.282166,-0.079299,0.282926,-0.959140,0.001719,-0.076544,-0.020792,0.996849,0,0.72000,-1.00000,43.200,-2.000,900.000,375.000,-1,375.000,625.000,300.000,325.000,300.000,300.000,-1,-1,-1,-1,625.000,700.000,950.000,-1,0,0,2,0,1,0,0,0,0,2,2,2,2,0,0,0,2
9,727.319,-268.427,-352.748,161.607,-0.945571,-0.315456,-0.079899,0.316251,-0.948671,0.002822,-0.076688,-0.022600,0.996799,0,0.80000,-1.00000,48.000,-2.000,875.000,350.000,-1,375.000,575.000,300.000,300.000,300.000,300.000,-1,-1,-1,-1,625.000,675.000,925.000,-1,0,0,2,0,1,0,0,0,0,2,2,2,2,0,0,0,2
