timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,-8852.296,-4923.401,325.558,-54.496,0.580680,0.814027,0.013094,-0.813280,0.580733,-0.036398,-0.037234,0.010487,0.999252,1,0.08000,0.12000,4.800,0.240,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,675.000,450.000,525.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,0,2,0,0,2,2
1,-8846.656,-4931.169,325.173,-54.016,0.587491,0.809130,0.012776,-0.808396,0.587529,-0.036134,-0.036744,0.010900,0.999265,0,0.16000,0.24000,9.600,0.480,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,675.000,475.000,525.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,0,2,0,0,2,2
2,-8838.049,-4942.714,324.619,-53.296,0.597629,0.801678,0.012321,-0.800967,0.597647,-0.035653,-0.035946,0.011438,0.999288,0,0.24000,0.36000,14.400,0.720,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,700.000,475.000,500.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,0,2,0,0,2,2
3,-8826.317,-4957.912,323.886,-52.336,0.610998,0.791546,0.011705,-0.790864,0.610989,-0.035027,-0.034877,0.012144,0.999318,0,0.32000,0.48000,19.200,0.960,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,700.000,500.000,500.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,1,0,2,0,0,2,2
4,-8811.258,-4976.599,322.982,-51.136,0.627465,0.778568,0.010921,-0.777922,0.627425,-0.034272,-0.033536,0.013008,0.999353,0,0.40000,0.60000,24.000,1.200,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,700.000,475.000,500.000,-1,700.000,675.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
5,-8792.628,-4998.562,321.914,-49.696,0.646859,0.762545,0.009963,-0.761941,0.646784,-0.033408,-0.031919,0.014019,0.999392,0,0.48000,0.72000,28.800,1.440,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,725.000,450.000,475.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
6,-8771.486,-5022.056,320.957,-48.016,0.668941,0.743250,0.009808,-0.742681,0.668858,-0.032463,-0.030689,0.014432,0.999425,0,0.52677,0.84000,31.606,1.680,-1,375.000,-1,375.000,-1,300.000,300.000,300.000,300.000,725.000,450.000,500.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
7,-8749.231,-5045.179,320.051,-46.096,0.693468,0.720420,0.009849,-0.719883,0.693381,-0.031495,-0.029518,0.014751,0.999455,0,0.53488,0.96000,32.093,1.920,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,750.000,475.000,500.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
8,-8722.799,-5070.916,319.032,-44.237,0.716475,0.697545,0.009778,-0.697043,0.716385,-0.030384,-0.028199,0.014954,0.999490,0,0.61488,0.92954,36.893,1.859,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,750.000,500.000,525.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
9,-8694.292,-5096.941,317.994,-42.394,0.738529,0.674153,0.009626,-0.673688,0.738438,-0.029236,-0.026818,0.015106,0.999526,0,0.64332,0.92112,38.599,1.842,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,775.000,500.000,550.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
10,-8665.024,-5121.998,316.987,-40.569,0.759632,0.650285,0.009414,-0.649856,0.759538,-0.028109,-0.025429,0.015234,0.999561,0,0.64215,0.91278,38.529,1.826,-1,375.000,-1,375.000,-1,325.000,300.000,300.000,300.000,800.000,525.000,575.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
11,-8635.048,-5146.065,316.014,-38.759,0.779792,0.625972,0.009145,-0.625577,0.779695,-0.027009,-0.024038,0.015340,0.999593,0,0.64071,0.90491,38.442,1.810,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,800.000,525.000,600.000,-1,725.000,700.000,-1,-1,2,0,2,0,2,0,0,0,1,1,0,0,2,0,0,2,2
12,-8604.410,-5169.122,315.072,-36.964,0.799019,0.601240,0.008833,-0.600878,0.798919,-0.025941,-0.022653,0.015420,0.999624,0,0.63908,0.89753,38.345,1.795,-1,375.000,-1,375.000,-1,325.000,325.000,300.000,300.000,825.000,550.000,625.000,-1,750.000,700.000,-1,-1,2,0,2,0,2,0,0,0,1,1,0,0,2,0,0,2,2
13,-8573.154,-5191.156,314.168,-35.183,0.817324,0.576116,0.008479,-0.575786,0.817222,-0.024876,-0.021261,0.015450,0.999655,0,0.63735,0.89063,38.241,1.781,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,850.000,575.000,650.000,-1,750.000,700.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
14,-8541.321,-5212.157,313.325,-33.414,0.834715,0.550623,0.008070,-0.550326,0.834613,-0.023729,-0.019801,0.015365,0.999686,0,0.63563,0.88421,38.138,1.768,-1,400.000,-1,375.000,-1,325.000,325.000,300.000,300.000,875.000,575.000,675.000,-1,750.000,725.000,-1,-1,2,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
