timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,8855.066,5575.428,-343.071,77.620,0.213550,-0.975061,-0.060428,0.976828,0.214023,-0.001384,0.014283,-0.058732,0.998172,1,0.00000,0.00000,4.800,0.240,975.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,650.000,700.000,575.000,-1,650.000,800.000,-1,-1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
1,8856.115,5580.112,-343.021,77.380,0.217620,-0.974168,-0.060317,0.975923,0.218108,-0.001543,0.014659,-0.058529,0.998178,0,0.08000,-0.12000,4.800,-0.240,975.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,650.000,700.000,575.000,-1,650.000,800.000,-1,-1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
2,8858.291,5589.463,-342.918,76.900,0.225750,-0.972330,-0.060101,0.974064,0.226267,-0.001856,0.015403,-0.058123,0.998191,0,0.16000,-0.24000,9.600,-0.480,1000.000,375.000,-1,400.000,-1,325.000,325.000,300.000,300.000,650.000,700.000,575.000,-1,650.000,800.000,-1,-1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,2,2
3,8861.731,5603.446,-342.759,76.180,0.237916,-0.969444,-0.059788,0.971146,0.238476,-0.002311,0.016498,-0.057514,0.998208,0,0.24000,-0.36000,14.400,-0.720,1000.000,375.000,-1,425.000,-1,325.000,325.000,300.000,300.000,650.000,700.000,600.000,-1,650.000,800.000,1000.000,-1,0,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
4,8866.630,5622.011,-342.536,75.220,0.254082,-0.965357,-0.059395,0.967017,0.254697,-0.002891,0.017918,-0.056701,0.998230,0,0.32000,-0.48000,19.200,-0.960,1000.000,375.000,-1,425.000,-1,325.000,325.000,300.000,300.000,675.000,725.000,600.000,-1,650.000,800.000,975.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
5,8873.238,5645.083,-342.244,74.020,0.274195,-0.959866,-0.058938,0.961474,0.274873,-0.003573,0.019630,-0.055688,0.998255,0,0.40000,-0.60000,24.000,-1.200,975.000,375.000,-1,425.000,-1,325.000,325.000,300.000,300.000,675.000,750.000,625.000,-1,650.000,825.000,950.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
6,8881.756,5672.596,-341.873,72.799,0.294536,-0.953854,-0.058403,0.955401,0.295278,-0.004328,0.021374,-0.054524,0.998284,0,0.48000,-0.61035,28.800,-1.221,950.000,375.000,-1,425.000,-1,325.000,325.000,300.000,300.000,700.000,775.000,650.000,-1,675.000,825.000,925.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
7,8892.377,5704.473,-341.422,71.575,0.314810,-0.947393,-0.057798,0.948873,0.315615,-0.005132,0.023103,-0.053227,0.998315,0,0.56000,-0.61220,33.600,-1.224,900.000,375.000,-1,425.000,-1,325.000,325.000,300.000,300.000,725.000,800.000,650.000,-1,675.000,825.000,900.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
8,8905.294,5740.636,-340.895,70.346,0.335022,-0.940477,-0.057128,0.941884,0.335885,-0.005952,0.024786,-0.051814,0.998349,0,0.64000,-0.61442,38.400,-1.229,875.000,375.000,-1,425.000,-1,325.000,325.000,275.000,300.000,750.000,825.000,675.000,-1,675.000,825.000,875.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
9,8919.702,5778.390,-340.336,69.112,0.355175,-0.933093,-0.056453,0.934428,0.356089,-0.006700,0.026354,-0.050372,0.998383,0,0.67349,-0.61705,40.410,-1.234,825.000,375.000,-1,425.000,-1,325.000,325.000,275.000,300.000,800.000,875.000,700.000,-1,675.000,850.000,825.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
10,8934.944,5815.869,-339.402,67.872,0.375370,-0.925303,-0.053958,0.926494,0.376248,-0.006779,0.026574,-0.047447,0.998520,0,0.67433,-0.61989,40.460,-1.240,775.000,375.000,-1,425.000,-1,325.000,325.000,275.000,300.000,850.000,975.000,800.000,-1,675.000,825.000,800.000,-1,1,0,2,0,2,0,0,0,0,1,0,0,2,0,0,1,2
