timestep,x_cm,y_cm,z_cm,yaw_deg,basis_xx,basis_xy,basis_xz,basis_yx,basis_yy,basis_yz,basis_zx,basis_zy,basis_zz,teleport_flag,throttle_cmd,steering_cmd,cmd_move_cm,cmd_turn_deg,lidar_cm_0,lidar_cm_1,lidar_cm_2,lidar_cm_3,lidar_cm_4,lidar_cm_5,lidar_cm_6,lidar_cm_7,lidar_cm_8,lidar_cm_9,lidar_cm_10,lidar_cm_11,lidar_cm_12,lidar_cm_13,lidar_cm_14,lidar_cm_15,lidar_cm_16,lidar_class_0,lidar_class_1,lidar_class_2,lidar_class_3,lidar_class_4,lidar_class_5,lidar_class_6,lidar_class_7,lidar_class_8,lidar_class_9,lidar_class_10,lidar_class_11,lidar_class_12,lidar_class_13,lidar_class_14,lidar_class_15,lidar_class_16
0,987.001,-5571.759,139.227,49.348,0.649005,-0.756205,-0.083349,0.760027,0.649342,0.026701,0.033931,-0.080676,0.996163,1,0.08000,0.12000,4.800,0.240,675.000,150.000,200.000,125.000,275.000,125.000,125.000,300.000,450.000,-1,200.000,375.000,-1,200.000,175.000,325.000,200.000,1,1,1,1,1,1,1,0,0,2,0,0,2,1,1,1,1
1,-8855.086,-2295.763,-33.745,-148.576,-0.852888,0.521371,0.027475,-0.521074,-0.853330,0.017617,0.032631,0.000709,0.999467,1,0.00000,0.00000,7.953,0.480,-1,425.000,800.000,400.000,-1,350.000,350.000,300.000,300.000,475.000,475.000,550.000,-1,800.000,600.000,-1,875.000,2,0,1,1,2,0,0,0,0,1,1,1,2,1,1,2,1
2,-8859.192,-2298.249,-33.605,-148.816,-0.855074,0.517792,0.027209,-0.517505,-0.855506,0.017245,0.032206,0.000665,0.999481,0,0.08000,-0.12000,4.800,-0.240,-1,425.000,800.000,400.000,-1,350.000,350.000,300.000,300.000,475.000,475.000,550.000,-1,775.000,600.000,-1,875.000,2,0,1,1,2,0,0,0,0,1,1,1,2,1,1,2,1
3,-8867.438,-2303.165,-33.317,-149.197,-0.858523,0.512080,0.026673,-0.511815,-0.858937,0.016504,0.031362,0.000517,0.999508,0,0.16000,-0.19087,9.600,-0.382,-1,425.000,775.000,400.000,-1,350.000,350.000,300.000,300.000,500.000,475.000,575.000,-1,775.000,600.000,-1,875.000,2,0,1,1,2,0,0,0,0,1,1,1,2,1,1,2,1
4,-8879.856,-2310.455,-32.868,-149.582,-0.861966,0.506306,0.025870,-0.506072,-0.862354,0.015400,0.030106,0.000182,0.999547,0,0.24000,-0.19221,14.400,-0.384,-1,425.000,775.000,400.000,-1,350.000,350.000,300.000,325.000,500.000,500.000,575.000,-1,750.000,575.000,-1,850.000,2,0,1,1,2,0,0,0,0,1,1,1,2,1,1,2,1
5,-8896.478,-2320.064,-32.265,-149.970,-0.865412,0.500448,0.024793,-0.500254,-0.865767,0.013939,0.028441,-0.000340,0.999595,0,0.32000,-0.19423,19.200,-0.388,-1,425.000,750.000,400.000,-1,350.000,350.000,300.000,325.000,525.000,525.000,600.000,-1,700.000,575.000,-1,850.000,2,0,1,1,2,0,0,0,0,1,1,1,2,1,1,2,1
6,-8917.339,-2331.931,-31.511,-150.364,-0.868870,0.494484,0.023438,-0.494337,-0.869186,0.012128,0.026369,-0.001048,0.999652,0,0.40000,-0.19693,24.000,-0.394,-1,425.000,725.000,375.000,-1,350.000,350.000,300.000,325.000,550.000,550.000,625.000,-1,675.000,550.000,-1,800.000,2,0,1,1,2,0,1,0,0,1,1,1,2,1,1,2,1
7,-8942.470,-2345.997,-30.612,-150.765,-0.872351,0.488393,0.021800,-0.488295,-0.872622,0.009974,0.023895,-0.001944,0.999713,0,0.48000,-0.20035,28.800,-0.401,-1,425.000,675.000,375.000,-1,350.000,325.000,300.000,325.000,575.000,575.000,650.000,-1,625.000,525.000,-1,775.000,2,0,1,1,2,0,1,0,0,1,1,1,2,1,1,2,1
8,-8971.972,-2362.078,-29.655,-151.406,-0.877812,0.478604,0.019585,-0.478551,-0.878027,0.007619,0.020843,-0.002684,0.999779,0,0.56000,-0.32035,33.600,-0.641,-1,425.000,650.000,350.000,-1,350.000,325.000,300.000,325.000,600.000,600.000,675.000,-1,575.000,500.000,-1,750.000,2,0,1,1,2,0,1,0,0,1,1,1,2,1,1,2,1
9,-9005.903,-2380.057,-28.621,-152.082,-0.883463,0.468198,0.016831,-0.468183,-0.883617,0.005065,0.017243,-0.003405,0.999846,0,0.64000,-0.33842,38.400,-0.677,-1,425.000,600.000,350.000,1000.000,325.000,300.000,300.000,325.000,650.000,650.000,725.000,-1,525.000,475.000,-1,700.000,2,1,1,1,1,1,1,0,0,1,1,1,2,1,1,2,1
10,-9044.311,-2399.832,-27.709,-152.757,-0.888966,0.457761,0.013931,-0.457762,-0.889068,0.003313,0.013902,-0.003432,0.999897,0,0.72000,-0.33731,43.200,-0.675,-1,375.000,550.000,325.000,975.000,300.000,275.000,300.000,325.000,675.000,700.000,775.000,-1,475.000,450.000,-1,650.000,2,1,1,1,1,1,1,0,0,1,1,1,2,1,1,2,1
